ID[整型],名称[string],界面大类[整型](1事件 2条件 3动作 4取值 5流程控制 6变量 7自定义),界面子类[整型]【1通用，2游戏，3玩家，4生物，5方块，6道具，7变量，8控制，9自定义，10数学，11组，12计时器，13界面，14特效，15音频，16图文信息，17开发者，18赋值，19数据存储，21区域，22位置，23数值，24字符串，25布尔值，26生物类型，27排行榜，28一维表，29世界，30二维表，31对象，32角色，33实体，34投掷物，35掉落物，36蓝图】,形状类型[数值](1事件 2条件 3动作 4取值 5重复执行 6次数重复执行 7重复执行直到 8退出循环 9如果那么 如果那么否则 10保持等待直到),简略显示[数值]【在库里是否缩略显示，1=是，0=否】,描述[string],图标[string],"3.0组件场景筛选（-3 完全不显示,-2 只在选择器中使用,-1 全显示,0 实体 ，1  生物，2  玩家， 3 世界，4 空对象，5 方块5，6 UI，7 道具，8 状态，9 地形，11 配方，12 方块材质，13 熔炼编辑，14 区域，15 投掷物，16 位置，17 掉落物，1001 持续效果，1002 瞬时效果）",传参[string],左右值标记[整型]1常量0变量,返回值[整型],参数1类型[string],参数1默认值[string],参数2类型,参数2默认值,参数3类型,参数3默认值,参数4类型,参数4默认值,参数5类型,参数5默认值,参数6类型,参数6默认值,参数7类型,参数7默认值,参数8类型,参数8默认值,参数9类型,参数9默认值,参数10类型,参数10默认值,参数11类型,参数11默认值,显示控制（0=默认全部可见 1=仅开发者可见 2=仅999渠道可见 3=4位数迷你号可见  4 = 仅国内可见  5 = 仅海外可见 6 = 仅国内开发者可见 7 = 仅海外开发者可见）,积木间距值（间距值默认为60，超过60会开始变高）,说明,是否显示详细说明（0和空不显示，1显示）,创建的版本,,,
3190016,关闭界面(动效),3,13,3,1,使%1关闭%2动效 %3 时长%4秒,3,-1,,,,1018|1|0,3|60009,1074|1|0,3|40016,1116|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,,,306593,1,1.42.0,682,,
3190017,显示元件(动效),3,13,3,1,使%1设置%2的%3显示，动效 %4 时长%5秒,3,6,,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1115|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,306594,1,1.42.0,683,,
3190018,隐藏元件(动效),3,13,3,1,使%1设置%2的%3隐藏，动效 %4 时长%5秒,3,6,,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1116|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,100,306595,1,1.42.0,684,,
3190019,播放元件动效,3,13,3,1,使%1设置%2的%3播放动效 %4,3,6,,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1121|1|0,3|310001,,,,,,,,,,,,,,,,,306596,1,1.42.0,685,,
3190020,播放元件动效并等待,3,13,3,1,使%1设置%2的%3播放动效 %4 并等待,3,暂时不要,,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1121|1|0,3|310001,,,,,,,,,,,,,,,,,,,1.42.0,686,,
3190021,设置文本内容(动效),3,13,3,1,使%1设置%2的%3的文本为%4并播放动效 %5,3,6,,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1010|1|0,1|300198,1122|1|0,3|310002,,,,,,,,,,,,,,,306597,1,1.42.0,687,,
3190028,停止元件所有动效,3,13,3,1,使%1设置%2的%3停止播放所有动效,4,6,,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,,,,,,,,,,,,,,,,,,100,306598,1,1.42.0,688,,
3190022,平滑移动元件至坐标,3,13,3,1,使%1设置%2的%3平滑运动%4,3,6,,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1123|1|0,3|310003,,,,,,,,,,,,,,,,,306599,1,1.42.0,689,,
3190023,平滑增加元件坐标,3,13,3,1,使%1设置%2的%3平滑运动%4,3,6,,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1123|1|0,3|310004,,,,,,,,,,,,,,,,,306600,1,1.42.0,690,,
3190024,平滑缩放元件至宽高,3,13,3,1,使%1设置%2的%3平滑运动%4,3,6,,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1123|1|0,3|310005,,,,,,,,,,,,,,,,,306601,1,1.42.0,691,,
3190025,平滑增加元件宽高,3,13,3,1,使%1设置%2的%3平滑运动%4,3,6,,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1123|1|0,3|310006,,,,,,,,,,,,,,,,,306602,1,1.42.0,692,,
3190026,平滑旋转元件至角度,3,13,3,1,使%1设置%2的%3平滑运动%4,3,6,,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1123|1|0,3|310007,,,,,,,,,,,,,,,,,306603,1,1.42.0,693,,
3130001,在位置上播放特效,3,14,3,1,在%1上播放%2，大小%3，%4秒,7,暂时不要,,,,1002|1|0,3|40003,1045|1|0,2|1024,1005|1|0,1|1,1005|1|0,1|10,,,,,,,,,,,,,,,0,,306048,1,1.42.0,694,,
60313010,在位置上播放特效,3,14,3,1,在%1上播放%2，持续%3秒，偏移%4，旋转%5，缩放%6，位置在%7,7,-1,,,,1002|1|0,3|40003,3077|1|0,,1005|1|0,1|0,1002|1|0,,3109|1|0,,3110|1|0,,3143|1|0,3|60505020,,,,,,,,,0,,306938,1,1.42.0,695,,
60313011,设置位置上的特效变换,3,14,3,1,设置%1上的%2的偏移%3，旋转%4，缩放%5，位置在%6,7,-1,,,,1002|1|0,3|40003,3077|1|0,,1002|1|0,3|60524002,3109|1|0,3|60524002,3110|1|0,3|60524002,3143|1|0,3|60505020,,,,,,,,,,,0,,306939,1,1.44.0,696,,
60313004,设置位置特效大小,3,14,3,1,设置%1上的%2大小为%3,7,暂时不要,,,,1002|1|0,3|40003,3077|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,,,0,,306201,1,1.44.0,697,,
60313002,删除位置上的特效,3,14,3,1,删除%1上的%2，位置在%3,7,-1,,,,1002|1|0,3|40003,3077|1|0,,3143|1|0,3|60505020,,,,,,,,,,,,,,,,,0,100,306604,1,1.44.0,698,,
60313012,在对象上播放特效,3,14,3,1,在%1上播放%2，持续%3秒，偏移%4，旋转%5，缩放%6,7,-1,,,,3011|1|0,,3077|1|0,,1005|1|0,1|0,1002|1|0,,3109|1|0,,3110|1|0,,,,,,,,,,,,0,,306940,1,1.44.0,699,,
60313001,在对象上播放特效,3,14,3,1,在%1上播放%2，大小%3，%4秒,7,暂时不要,,,,3011|1|0,,1045|1|0,2|1024,1005|1|0,1|1,1005|1|0,1|10,,,,,,,,,,,,,,,0,,,,1.44.0,700,,
60313013,设置对象上的特效变换,3,14,3,1,设置%1上的%2的偏移%3，旋转%4，缩放%5,7,-1,,,,3011|1|0,,3077|1|0,,1002|1|0,3|60524002,3109|1|0,3|60524002,3110|1|0,3|60524002,,,,,,,,,,,,,0,,306941,1,1.44.0,701,,
60313005,设置对象特效大小,3,14,3,1,设置%1上的%2大小为%3,7,暂时不要,,,,3011|1|0,,3077|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,,,0,,306202,1,1.44.0,702,,
60313003,删除对象身上的特效,3,14,3,1,删除%1身上的%2,7,-1,,,,3011|1|0,,3077|1|0,,,,,,,,,,,,,,,,,,,,0,100,306605,1,1.44.0,703,,
60313006,对玩家手持道具播放特效,3,14,3,1,对%1手持道具播放%2，大小为%3,7,暂时不要,,,,3008|1|0,3|60009,1045|1|0,2|1293,1005|1|0,1|1,,,,,,,,,,,,,,,,,0,,306193,1,1.44.0,704,,
60313007,对玩家道具类型播放特效,3,14,3,1,对%1持有的所有%2播放%3，大小为%4,7,暂时不要,,,,3008|1|0,3|60009,1028|1|0,2|12005,1045|1|0,2|1293,1005|1|0,1|1,,,,,,,,,,,,,,,0,,306194,1,1.44.0,705,,
60313014,对玩家手持道具播放特效,3,14,3,1,对%1手持道具播放%2，偏移%3，旋转%4，缩放%5,7,-1,,,,3008|1|0,3|60009,3077|1|0,,1002|1|0,,3109|1|0,,3110|1|0,,,,,,,,,,,,,,0,,306942,1,1.44.0,706,,
60313015,对玩家快捷栏的道具类型播放特效,3,14,3,1,对%1持有的所有%2播放%3，偏移%4，旋转%5，缩放%6,7,-1,,,,3008|1|0,3|60009,1028|1|0,2|12005,3077|1|0,,1002|1|0,,3109|1|0,,3110|1|0,,,,,,,,,,,,0,,306943,1,1.44.0,707,,
60313008,删除玩家手持道具上的特效,3,14,3,1,删除%1手持道具的%2,7,-1,,,,3008|1|0,3|60009,3077|1|0,,,,,,,,,,,,,,,,,,,,0,100,306606,1,1.44.0,708,,
60313009,删除玩家快捷栏道具上的特效,3,14,3,1,删除%1快捷栏的所有%2的%3,7,-1,,,,3008|1|0,3|60009,1028|1|0,2|12005,3077|1|0,,,,,,,,,,,,,,,,,,0,,306607,1,1.44.0,709,,
3130002,在玩家身上播放特效,3,14,3,1,在%1上播放%2，大小%3，%4秒,7,暂时不要,,,,1018|1|0,3|60009,1045|1|0,2|1024,1005|1|0,1|1,1005|1|0,1|10,,,,,,,,,,,,,,,0,,306189,1,1.42.0,710,,
3130003,在生物身上播放特效,3,14,3,1,在%1上播放%2，大小%3，%4秒,7,暂时不要,,,,1031|1|0,3|80006,1045|1|0,2|1024,1005|1|0,1|1,1005|1|0,1|10,,,,,,,,,,,,,,,0,,306190,1,1.42.0,711,,
3130004,在投掷物上播放特效,3,14,3,1,在%1上播放%2，大小%3，%4秒,7,暂时不要,,,,1044|1|0,3|90015,1045|1|0,2|1024,1005|1|0,1|1,1005|1|0,1|10,,,,,,,,,,,,,,,0,,306191,1,1.42.0,712,,
3130013,在掉落物上播放特效,3,14,3,1,在%1上播放%2，大小%3，%4秒,7,暂时不要,,,,1030|1|0,3|90016,1045|1|0,2|1024,1005|1|0,1|1,1005|1|0,1|10,,,,,,,,,,,,,,,0,,306192,1,1.42.0,713,,
3130015,对玩家手持道具播放特效,3,14,3,1,对%1手持道具播放%2，大小为%3,7,暂时不要,,,,1018|1|0,3|60009,1045|1|0,2|1293,1005|1|0,1|1,,,,,,,,,,,,,,,,,0,,306193,1,1.42.0,714,,
3130017,对玩家道具类型播放特效,3,14,3,1,对%1持有的所有%2播放%3，大小为%4,7,暂时不要,,,,1018|1|0,3|60009,1028|1|0,2|12005,1045|1|0,2|1293,1005|1|0,1|1,,,,,,,,,,,,,,,0,100,306194,1,1.42.0,715,,
3130005,删除位置上的特效,3,14,3,1,删除%1上的%2,7,暂时不要,,,,1002|1|0,3|40003,1045|1|0,,,,,,,,,,,,,,,,,,,,0,,306228,1,1.42.0,716,,
3130006,删除玩家身上的特效,3,14,3,1,删除%1身上的%2,7,暂时不要,,,,1018|1|0,3|60009,1045|1|0,,,,,,,,,,,,,,,,,,,,0,,306195,1,1.42.0,717,,
3130007,删除生物身上的特效,3,14,3,1,删除%1身上的%2,7,暂时不要,,,,1031|1|0,3|80006,1045|1|0,,,,,,,,,,,,,,,,,,,,0,,306196,1,1.42.0,718,,
3130008,删除投掷物上的特效,3,14,3,1,删除%1上的%2,7,暂时不要,,,,1044|1|0,3|90015,1045|1|0,,,,,,,,,,,,,,,,,,,,0,100,306197,1,1.42.0,719,,
3130014,删除掉落物上的特效,3,14,3,1,删除%1上的%2,7,暂时不要,,,,1030|1|0,3|90016,1045|1|0,2|1024,,,,,,,,,,,,,,,,,,,0,,306198,1,1.42.0,720,,
3130016,删除玩家手持道具上的特效,3,14,3,1,删除%1手持道具的%2,7,暂时不要,,,,1018|1|0,3|60009,1045|1|0,2|1293,,,,,,,,,,,,,,,,,,,0,,306199,1,1.42.0,721,,
3130018,删除玩家快捷栏道具上的特效,3,14,3,1,删除%1快捷栏的所有%2的%3,7,暂时不要,,,,1018|1|0,3|60009,1028|1|0,2|12005,1045|1|0,2|1293,,,,,,,,,,,,,,,,,0,,306200,1,1.42.0,722,,
3130009,设置位置特效大小,3,14,3,1,设置%1上的%2大小为%3,7,暂时不要,,,,1002|1|0,3|40003,1045|1|0,2|1024,1005|1|0,1|1,,,,,,,,,,,,,,,,,0,,306201,1,1.42.0,723,,
3130010,设置玩家特效大小,3,14,3,1,设置%1上的%2大小为%3,7,暂时不要,,,,1018|1|0,3|60009,1045|1|0,2|1024,1005|1|0,1|1,,,,,,,,,,,,,,,,,0,,306202,1,1.42.0,724,,
3130011,设置生物特效大小,3,14,3,1,设置%1上的%2大小为%3,7,暂时不要,,,,1031|1|0,3|80006,1045|1|0,2|1024,1005|1|0,1|1,,,,,,,,,,,,,,,,,0,,306203,1,1.42.0,725,,
3130012,设置投掷物特效大小,3,14,3,1,设置%1上的%2大小为%3,7,暂时不要,,,,1044|1|0,3|90015,1045|1|0,2|1024,1005|1|0,1|1,,,,,,,,,,,,,,,,,0,,306204,1,1.42.0,726,,
60319001,在对象上播放3D音效,3,15,3,1,在%1播放场景%2，音量%3，音调%4，循环播放%5,11,-1,,,,3011|1|0,,1046|1|0,,1005|1|0,1|100,1005|1|0,1|1,1014|1|0,5|320002,,,,,,,,,,,,,0,,306944,1,1.44.0,727,,
60319002,暂停对象上的3D音效,3,15,3,1,%1%2身上正在播放的3D音效%3,11,-1,,,,1081|1|2,5|580001,1048|1|0,,3079|1|0,,,,,,,,,,,,,,,,,,0,100,306945,1,1.44.0,728,,
3140014,在位置上播放3D音效,3,15,3,1,在%1播放场景%2，音量%3，音调%4，循环播放%5，位置在%6,11,-1,,,,1002|1|0,3|40003,1046|1|0,,1005|1|0,1|100,1005|1|0,1|1,1014|1|0,5|320002,3143|1|0,3|60505020,,,,,,,,,,,0,,306946,1,1.42.0,729,,
60319003,暂停位置上的音效,3,15,3,1,%1%2身上正在播放的3D音效%3，位置在%4,11,-1,,,,1081|1|2,5|580001,1002|1|0,3|40003,3079|1|0,,3143|1|0,3|60505020,,,,,,,,,,,,,,,0,100,306947,1,1.44.0,730,,
60319004,对玩家播放2D音效,3,15,3,1,对%1播放2D音效%2，音量%3，音调%4，循环播放%5,11,-1,,,,3008|1|0,3|60009,1046|1|0,,1005|1|0,1|100,1005|1|0,1|1,1014|1|0,5|320002,,,,,,,,,,,,,0,,306948,1,1.44.0,731,,
60319005,暂停玩家2D音效,3,15,3,1,%1%2正在播放的2D音效%3,11,-1,,,,1081|1|2,5|580001,3008|1|0,3|60009,3079|1|0,,,,,,,,,,,,,,,,,,0,100,306949,1,1.44.0,732,,
60319006,对玩家播放2DQQ音乐,3,15,3,1,对%1播放2D音乐%2，音量%3，循环播放%4,11,暂时不要,,,,3008|1|0,3|60009,1080|1|0,,1005|1|0,1|100,1014|1|0,5|320002,,,,,,,,,,,,,,,,,306337,1,1.44.0,733,,
60319007,暂停玩家2DQQ音乐,3,15,3,1,%1%2正在播放的2D音乐,11,暂时不要,,,,1081|1|2,5|580001,3008|1|0,3|60009,,,,,,,,,,,,,,,,,,,,100,306338,1,1.44.0,734,,
3140012,使玩家播放音效,3,15,3,1,使%1播放场景%2，音量%3，音调%4，循环播放%5,11,暂时不要,,,,1018|1|0,3|60009,1046|1|0,,1005|1|0,1|100,1005|1|0,1|1,1014|1|0,5|320002,,,,,,,,,,,,,0,,306219,1,1.42.0,735,,
3140013,使生物播放音效,3,15,3,1,使%1播放场景%2，音量%3，音调%4，循环播放%5,11,暂时不要,,,,1031|1|0,3|80006,1046|1|0,,1005|1|0,1|100,1005|1|0,1|1,1014|1|0,5|320002,,,,,,,,,,,,,0,,306339,1,1.42.0,736,,
3140015,关闭玩家音效,3,15,3,1,关闭%1身上正在播放的%2,11,暂时不要,,,,1018|1|0,3|60009,1046|1|0,,,,,,,,,,,,,,,,,,,,0,,306341,1,1.42.0,737,,
3140016,关闭生物音效,3,15,3,1,关闭%1身上正在播放的%2,11,暂时不要,,,,1031|1|0,3|80006,1046|1|0,,,,,,,,,,,,,,,,,,,,0,,306342,1,1.42.0,738,,
3140017,关闭位置音效,3,15,3,1,关闭%1上正在播放的%2,11,暂时不要,,,,1002|1|0,3|40003,1046|1|0,,,,,,,,,,,,,,,,,,,,0,100,,,1.42.0,739,,
3140019,对玩家播放2D音效,3,15,3,1,对%1播放界面%2，音量%3，音调%4，循环播放%5,11,暂时不要,,,,1018|1|0,3|60009,1046|1|0,,1005|1|0,1|100,1005|1|0,1|1,1014|1|0,5|320002,,,,,,,,,,,,,0,,306218,1,1.42.0,740,,
3140021,关闭玩家2D音效,3,15,3,1,关闭%1正在播放的界面%2,11,暂时不要,,,,1018|1|0,3|60009,1046|1|0,,,,,,,,,,,,,,,,,,,,0,,306343,1,1.42.0,741,,
3140018,对玩家组播放2D音效,3,15,3,1,对%1播放界面%2，音量%3，音调%4，循环播放%5,11,暂时不要,,,,1019|1|0,,1046|1|0,,1005|1|0,1|100,1005|1|0,1|1,1014|1|0,5|320002,,,,,,,,,,,,,0,,306344,1,1.42.0,742,,
3140020,关闭玩家组2D音效,3,15,3,1,关闭%1正在播放的界面%2,11,暂时不要,,,,1019|1|0,,1046|1|0,,,,,,,,,,,,,,,,,,,,0,,306345,1,1.42.0,743,,
3140022,对玩家播放2D音乐,3,15,3,1,对%1播放界面%2，音量%3，循环播放%4,11,暂时不要,,,,1018|1|0,3|60009,1080|1|0,,1005|1|0,1|100,1014|1|0,5|320002,,,,,,,,,,,,,,,,,306337,1,1.42.0,744,,
3140023,暂停/恢复玩家2D音乐,3,15,3,1,%1%2正在播放的2D音乐,11,暂时不要,,,,1081|1|2,5|580001,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,100,306338,1,1.42.0,745,,
3170001,在位置上创建图文信息,3,16,3,1,在%1上创建%2，位置在%3,10,-1,,,,1002|1|0,3|40003,1057|1|0,3|150001,3143|1|0,3|60505020,,,,,,,,,,,,,,,,,,,306950,1,1.42.0,746,,
3170005,删除位置上的图文信息类型,3,16,3,1,删除%1上编号为%2的%3，位置在%4,10,-1,,,,1002|1|0,3|40003,1005|1|0,1|1,1058|1|2,5|490001,3143|1|0,3|60505020,,,,,,,,,,,,,,,,,306951,1,1.42.0,747,,
3170009,在位置上创建平面图文信息,3,16,3,1,在%1上创建%2，向X轴偏移%3，Y轴偏移%4，位置在%5,10,-1,,,,1002|1|0,3|40003,1057|1|0,3|150001,1005|1|0,1|0,1005|1|0,1|100,3143|1|0,3|60505020,,,,,,,,,,,,,,,306952,1,1.42.0,748,,
3170002,在玩家身上创建图文信息,3,16,3,1,在%1身上创建%2，向%3偏移距离%4,10,暂时不要,,,,1018|1|0,3|60009,1057|1|0,3|150001,1047|1|0,5|350001,1005|1|0,1|100,,,,,,,,,,,,,,,,,306107,1,1.42.0,749,,
3170003,在生物身上创建图文信息,3,16,3,1,在%1身上创建%2，向%3偏移距离%4,10,暂时不要,,,,1031|1|0,3|80006,1057|1|0,3|150001,1047|1|0,5|350001,1005|1|0,1|100,,,,,,,,,,,,,,,,,306329,1,1.42.0,750,,
3170004,在投掷物上创建图文信息,3,16,3,1,在%1上创建%2，向%3偏移%4,10,暂时不要,,,,1044|1|0,3|90015,1057|1|0,3|150001,1047|1|0,5|350001,1005|1|0,1|100,,,,,,,,,,,,,,,,100,306330,1,1.42.0,751,,
60320001,在对象上创建图文信息,3,16,3,1,在%1身上创建%2，向%3偏移距离%4,10,-1,,,,3011|1|0,,1057|1|0,3|150001,1047|1|0,5|350001,1005|1|0,1|100,,,,,,,,,,,,,,,,,306953,1,1.42.0,752,,
60320003,在对象上创建平面图文信息,3,16,3,1,在%1身上创建%2，向X轴偏移%3，Y轴偏移%4,10,-1,,,,3011|1|0,,1057|1|0,3|150001,1005|1|0,1|0,1005|1|0,1|100,,,,,,,,,,,,,,,,,306954,1,1.42.0,753,,
60320002,删除对象身上的图文信息类型,3,16,3,1,删除%1身上编号为%2的%3,10,-1,,,,3011|1|0,,1005|1|0,1|1,1058|1|2,5|490001,,,,,,,,,,,,,,,,,,,306955,1,1.42.0,754,,
3170006,删除玩家身上的图文信息类型,3,16,3,1,删除%1身上编号为%2的%3,10,暂时不要,,,,1018|1|0,3|60009,1005|1|0,1|1,1058|1|2,5|490001,,,,,,,,,,,,,,,,,,,306108,1,1.42.0,755,,
3170007,删除生物身上的图文信息类型,3,16,3,1,删除%1身上编号为%2的%3,10,暂时不要,,,,1031|1|0,3|80006,1005|1|0,1|1,1058|1|2,5|490001,,,,,,,,,,,,,,,,,,,306332,1,1.42.0,756,,
3170008,删除投掷物上的图文信息类型,3,16,3,1,删除%1上编号为%2的%3,10,暂时不要,,,,1044|1|0,3|90015,1005|1|0,1|1,1058|1|2,5|490001,,,,,,,,,,,,,,,,,,100,306333,1,1.42.0,757,,
3170010,在玩家身上创建平面图文信息,3,16,3,1,在%1身上创建%2，向X轴偏移%3，Y轴偏移%4,10,暂时不要,,,,1018|1|0,3|60009,1057|1|0,3|150001,1005|1|0,1|0,1005|1|0,1|100,,,,,,,,,,,,,,,,,306334,1,1.42.0,758,,
3170011,在生物身上创建平面图文信息,3,16,3,1,在%1身上创建%2，向X轴偏移%3，Y轴偏移%4,10,暂时不要,,,,1031|1|0,3|80006,1057|1|0,3|150001,1005|1|0,1|0,1005|1|0,1|100,,,,,,,,,,,,,,,,,306335,1,1.42.0,759,,
3170012,在投掷物上创建平面图文信息,3,16,3,1,在%1身上创建%2，向X轴偏移%3，Y轴偏移%4,10,暂时不要,,,,1044|1|0,3|90015,1057|1|0,3|150001,1005|1|0,1|0,1005|1|0,1|100,,,,,,,,,,,,,,,,,306336,1,1.42.0,760,,
60322002,播放广告,3,17,16,1,对%1播放广告，广告位名字%2，如果广告播放完毕就#n%1,4,-1,,,,1018|1|0,3|60009,1010|1|0,,1089|1|0,,,,,,,,,,,,,,,,,,1,,,,1.42.0,761,,
3160005,播放广告(2.0),3,17,3,1,对%1播放广告，广告位名字%2，并且运行%3(仅按下按钮和松开按钮可触发),4,暂时不要,,,,1018|1|0,3|60009,1010|1|0,,1038|1|0,,,,,,,,,,,,,,,,,,1,,,,1.42.0,762,,
3160014,打开皮肤试用商店,3,17,3,1,对%1打开皮肤试用商店,4,-1,,,,1018|1|0,3|60009,3|60009,,,,,,,,,,,,,,,,,,,,4,,306608,1,1.42.0,763,,
3160001,播放广告(老),3,17,3,1,对%1播放广告，广告位名字%2，并且运行%3(老),4,暂时不要,,,,1018|1|0,3|60009,1010|1|0,,1038|1|0,,,,,,,,,,,,,,,,,,2,,,,1.42.0,764,,
3160010,显示皮肤购买窗口,3,17,3,1,对%1显示%2的购买窗口，推荐语%3,4,暂时不要,,,,1018|1|0,3|60009,1138|1|0,,1010|1|0,,,,,,,,,,,,,,,,,,6,,,,1.42.0,765,,
3160002,打开开发者商店（老）,3,17,3,1,使%1打开开发者商店(仅按下按钮和松开按钮可触发),4,暂时不要,,,,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,1,,,,1.42.0,766,,
3160004,播放视频,3,17,3,1,对%1打开%2并自动播放视频,4,暂时不要,,,,1018|1|0,3|60009,1073|1|0,,,,,,,,,,,,,,,,,,,,2,,,,1.42.0,767,,
3160011,打开开发者商店皮肤页面,3,17,3,1,对%1打开开发者商店皮肤页面（仅按下按钮和松开按钮可触发）,4,暂时不要,,,,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,6,,,,1.42.0,768,,
3160006,打开开发者商店,3,17,3,1,对%1打开开发者商店,4,暂时不要,,,,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,1,,,,1.42.0,769,,
3160007,打开开发者商店购买页指定分类,3,17,3,1,对%1打开开发者商店%2，商店名为%3,4,暂时不要,,,,1018|1|0,3|60009,1101|1|0,,1010|1|0,,,,,,,,,,,,,,,,,,1,,,,1.42.0,770,,
3160012,打开开发者商店指定分类,3,17,3,1,对%1打开开发者商店%2，商店名为%3,4,暂时不要,,,,1018|1|0,3|60009,1144|1|0,5|1450001,1010|1|0,,,,,,,,,,,,,,,,,,1,,,,1.42.0,771,,
3160009,打开皮肤商品详情页,3,17,3,1,对%1打开%2详情页（仅按下按钮和松开按钮可触发）,4,暂时不要,,,,1018|1|0,3|60009,1138|1|0,,,,,,,,,,,,,,,,,,,,6,,,,1.42.0,772,,
3160008,打开商品详情页,3,17,3,1,对%1打开%2详情页,4,暂时不要,,,,1018|1|0,3|60009,1059|1|0,,,,,,,,,,,,,,,,,,,,1,,,,1.42.0,773,,
60322003,打开商品购买/商品详情/开发者商店,3,17,3,1,对%1打开%2,4,-1,,,,1018|1|0,3|60009,3128|1|2,5|4280001,,,,,,,,,,,,,,,,,,,1,,,,1.42.0,774,,
3161001,设置课程目标状态,3,17,3,1,设置任务序号%1的完成状态为%2,4,暂时不要,,,,1091|1|0,1|1,1092|1|0,5|800001,,,,,,,,,,,,,,,,,,,3,,,,1.42.0,775,,
3161002,显示课程目标区,3,17,3,1,设置任务目标区为%1,4,暂时不要,,,,1093|1|0,5|810001,,,,,,,,,,,,,,,,,,,,,3,,,,1.42.0,776,,
3220001,对玩家显示评价弹窗,3,17,3,1,对%1显示评价弹窗,4,暂时不要,,,,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,1,,"①玩家游玩一段时间后（当前为进入地图后3分钟）才可以触发_x000D_
 ②10分钟只会弹一次，且玩家已评价过该地图不会触发_x000D_
 ③重进地图或转换编辑地图可重新弹出一次，方便测试",,1.42.0,777,,
3220002,对玩家显示收藏弹窗,3,17,3,1,对%1显示收藏弹窗,4,暂时不要,,,,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,1,,"①玩家游玩一段时间后（当前为进入地图后3分钟）才可以触发_x000D_
 ②10分钟只会弹一次，且玩家已评价过该地图不会触发_x000D_
 ③重进地图或转换编辑地图可重新弹出一次，方便测试",,1.42.0,778,,
3160003,显示商品购买窗口,3,17,3,1,对%1显示%2的购买窗口，推荐语%3,4,暂时不要,,,,1018|1|0,3|60009,1059|1|0,,1010|1|0,,,,,,,,,,,,,,,,,,1,,,,1.42.0,779,,
3160013,打开对象的皮肤商店购买弹框,3,17,3,1,对%1显示%2的皮肤商店购买弹框,4,暂时不要,,,,1018|1|0,3|60009,1048|1|0,,,,,,,,,,,,,,,,,,,,4,,,,1.42.0,780,,
3220003,对玩家显示关注作者弹窗,3,17,3,1,对%1显示%2弹窗,4,暂时不要,,,,1018|1|0,3|60009,1141|1|2,5|1420001,,,,,,,,,,,,,,,,,,,3,,,,1.42.0,781,,
3120003,设置数值,3,18,3,1,设置%1为%2,6,暂时不要,,,,1005|0|0,,1005|1|0,1|0,,,,,,,,,,,,,,,,,,,0,,306609,1,1.42.0,782,,
60315001,设置数值,3,18,3,1,将%1 %2 %3,6,-1,,,,1005|0|0,,1120|1|2,5|840003,1005|1|0,1|0,,,,,,,,,,,,,,,,,0,,306038,1,1.50.0,783,,
3120010,设置字符串,3,18,3,1,设置%1为%2,6,-1,,,,1010|0|0,,1010|1|0,1|300198,,,,,,,,,,,,,,,,,,,0,,306610,1,1.42.0,784,,
3120004,设置布尔值,3,18,3,1,设置%1为%2,6,-1,,,,1014|0|0,,1014|1|0,5|320002,,,,,,,,,,,,,,,,,,,0,100,306611,1,1.42.0,785,,
3120005,设置玩家,3,18,3,1,设置%1为%2,6,-1,,,,1018|0|0,,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,0,,306612,1,1.42.0,786,,
3120008,设置生物,3,18,3,1,设置%1为%2,6,-1,,,,1031|0|0,,1031|1|0,3|80006,,,,,,,,,,,,,,,,,,,0,,306613,1,1.42.0,787,,
60315006,设置对象,3,18,3,1,设置%1为%2,6,-1,,,,1048|0|0,,1048|1|0,,,,,,,,,,,,,,,,,,,,0,,306248,1,1.42.0,788,,
60315007,设置角色,3,18,3,1,设置%1为%2,6,-1,,,,3062|0|0,,3062|1|0,,,,,,,,,,,,,,,,,,,,0,,306248,1,1.42.0,789,,
