序号,类型（1=富文本，2=图片文件）,富文本,显示时间（tick，-1=无限时间）,底图文件,底图宽度（-1=自适应）,底图高度（-1=自适应）,组（数组，这个气泡id归属的组）,
107195,1,伴乐 Ψ?ρ 闲聊起舞ΦΛ?，今夜 ε?Φ?Θ 超幸福！γ?Ψ,200,,100,-1,107182,
107196,1,和你乐曲闲聊起舞，υεΛζ今晚实在太幸福啦ω！,200,,100,-1,107182,
107300-107499,,蘑菇村民,,,,,,
107301,1,好痛α！φφολ 躲开Λα?，别 ηΣ?? 伤我！?δω,200,,100,-1,107301,被打（有概率装死，默认逃跑）5行
107302,1,呜ρα，别 ωγηφθΩ 打我！ЭΘ?普通 γγθυ?β 村民，ρσγ无强法术！Ъ,200,,100,-1,107301,
107303,1,趴 ΦΠδ 在地装倒下，θ怪物 υαβσ?θ 会走开δΩ,200,,100,-1,107301,
107304,1,跑远 Ω?ΩΛΛ 一点ρρ，危险 υΦζΩ? 归村～,200,,100,-1,107301,
107305,1,只会 φ?ωβλο 微光符文φξθ，无力 ?θοΛβ? 抗魔物Σ?！,200,,100,-1,107301,
107306,1,魔物 ληΩαζ? 气息φλ！齐聚 Λλυ 村落中心β！,200,,100,-1,107306,有怪物（怕怪物）5行
107307,1,勿 εφΦμυω 靠近边界?，虚空怪 εφα? 伤人！η,200,,100,-1,107306,
107308,1,躲 εΘ?Ω 屋内ψΣη，等 ουδσβω 士兵清危险μ,200,,100,-1,107306,
107309,1,不敢 οηЧμ? 外出散步?，魔物 Π?Θλ? 太吓人～,200,,100,-1,107306,
107310,1,告知 ?βЧΣ 同伴αЭΘ，全部 υρ? 避开此地φ?Φ！,200,,100,-1,107306,
107311,1,天啦，ω今ЭЭξ找ЭΘΠ?Θλ?玩！,200,,100,-1,107311,起床 3行
107312,1,伸 Θ?ЪβσΨ 懒腰γ，找同族 γρ?Σ 聊练符文?,200,,100,-1,107311,
107313,1,睡醒 υω?β，看乐手舞者 ζβμΨζΦ 表演υ,200,,100,-1,107311,
107314,1,两腿兽αΨЪЧδ?οδ，远方 ω?ρ? 访客来到菌村ηαο！,200,,100,-1,107314,对玩家闲聊、遇到玩家 15行
107315,1,两腿兽αΨЪ身形 υρσ 高大，Ъδγ模样 ωζψσΠα 特别ΠθЭ！,200,,100,-1,107314,
107316,1,唯有 ρφοσυ 发丝无菇帽ζ，从未 Ψ?? 见过,200,,100,-1,107314,
107317,1,村中 ξυρΛου 每日歌舞，有空 Чδ?ο 观赏～,200,,100,-1,107314,
107318,1,只会 ωμδΩ 微光符文συ，大法术 ΘαγαΠ 归法师,200,,100,-1,107314,
107319,1,田间 ?ρΦ? 荧菇大菌菇，δ唯有 ?μΦ?? 你能做熟食Θα,200,,100,-1,107314,
107320,1,凝胶 βλμρυ? 商人稀有货ΦΨ，听说 ЧγΣЧ 士兵Чδ?ο法师ωσΦ两腿兽αΨЪ带?μΦ?？,200,,100,-1,107314,
107321,1,闲暇 συΣρηγλ 跟舞者学ρυ?转圈舞,200,,100,-1,107314,
107322,1,路上 ΨεΣεΛ 遇魔物?η，士兵 ΣμΨ 护你,200,,100,-1,107314,
107323,1,村内 φδ? 族人温和，ωΛψ随意 Σζμδζρ 闲逛,200,,100,-1,107314,
107324,1,和同族 Ωμξυρξ 追逐玩耍μμ，午后 ψ?οθ 最热闹,200,,100,-1,107314,
107325,1,国王 υ?ωηρЧ 符文育新菇?，无幼蘑β?,200,,100,-1,107314,
107326,1,要 Ч?? 基础符文材料，ξ?带你 ?ηη? 工坊γη,200,,100,-1,107314,
107327,1,少见 θ?Ъγ?Σ 外来旅人Σ，聊天 ΛΦΛεΨЧ 超开心θ,200,,100,-1,107314,
107328,1,愿 ηγΛθ 你喜爱满菌乐曲小村?ο！,200,,100,-1,107314,
107329,1,脚步 ργ?ο 跟节奏，?Ψη转圈 ο??Э 帽滑落υσ！,200,,100,-1,107329,学跳舞（学跳舞失败或学习过程中说的话）10行
107330,1,舞者 ?Ψ? 动作看似简单θ，实操 ?αοζοξ 很难,200,,100,-1,107329,
107331,1,转圈 θψβζΦ 重心不稳ηρ，险些 θ?ψ 摔倒再试Λ?θ,200,,100,-1,107329,
107332,1,手脚 λλΦξ 不协调ηφη，多加 ξЧΦσ 练习,200,,100,-1,107329,
107333,1,放慢 ζΣ?ρ 速度跟示范ω，找准 ωΩΠ? 舞步节奏Φ,200,,100,-1,107329,
107334,1,跳跃 ηЪψΠφ 菌帽下滑，ωΣ?干扰 ψΦΩΛ 练舞,200,,100,-1,107329,
107335,1,同族 οΦΩψ 学得飞快ωυ?，我 ЧΩμξφυ 跟不上,200,,100,-1,107329,
107336,1,休息 υ?λΨΘυ 片刻Λ，调息 ρΠΠψЪυ 继续练舞,200,,100,-1,107329,
107337,1,不必 λΦμλ 心急，ρμ每日 ζΨημψЧ 练习渐熟练υοφ,200,,100,-1,107329,
107338,1,完整 φΨΩγ 跟曲跳舞ρε，超有 φζω 成就感ο?ε,200,,100,-1,107329,
107339,1,太好了Ъραζ！学会 β?ο 整套基础舞步α?α！,200,,100,-1,107339,
107340,1,随 ?ΠЧ 乐曲跳跃ΦΩ，动作 οδγ 无失误γ?！,200,,100,-1,107339,
107341,1,感谢 Чψ? 舞者细心教导η，一同 ωσΣεψ 跳舞玩乐γΨ,200,,100,-1,107339,
107342,1,午后 Ъθξω?? 公演?，台下 ?γωθΘΘ 跟随共舞～,200,,100,-1,107339,
107343,1,沿 μσ?ζψ 菌田慢走ψΣ，柔风 ρωυΘΘ 舒服,200,,100,-1,107343,休闲 10行
107344,1,练 ?ΘΠЭγ? 微光符文Π，仅会 ?ЪЭ 这小法术βЭΠ,200,,100,-1,107343,
107345,1,找 ΘεβΩυ 同族Ъ，玩追逐 ψψωωε 小游戏,200,,100,-1,107343,
107346,1,静听 ΛЧρΦ 远方琴声ΠΘ，内心 φαυ 平静～,200,,100,-1,107343,
107347,1,采收 ЭψξΣ 荧菇存放?，等旅人 ο??ρΠ 烹煮,200,,100,-1,107343,
107348,1,期待 δλΘο 午后歌舞ξυ，每日 Ψυ?Ъ 最盼望ζηψ,200,,100,-1,107343,
107349,1,和族人 βΣβ?? 聊日常，φρ平淡 ΨθΘυΣ 舒心,200,,100,-1,107343,
107350,1,商人 ?ΠΘΠ 久进村ωЧ，采购 ξδΠε 符文粉,200,,100,-1,107343,
107351,1,风吹 ζЪβθΠ 菌帽，ηζ?整理 λ?ζ 再散心Σβ,200,,100,-1,107343,
107352,1,无 υφΣξμβ 魔物打扰ЪΣ，安稳 ?σρμΣ 幸福,200,,100,-1,107343,
107353,1,要 ζΨΘ 微光符粉，ЭΨ练习 μΦЭθεδ 基础法术Σζ,200,,100,-1,107353,
107354,1,有 ξυφ 编织藤蔓？ЧξΩ装饰 Чομμγ 菌帽θ,200,,100,-1,107353,
107355,1,换 ΣΩωЪμЪ 打磨矿石，λβθ工坊 ΩλЧΘ 练符用Ъ,200,,100,-1,107353,
107356,1,韧 φ?βλ?θ 树叶?ρσ，跳舞 ηρ? 绑菌帽,200,,100,-1,107353,
107357,1,带回 λψυλ? 新食物吗ρ？想买 ЧΩφΨЪ 一点,200,,100,-1,107353,
107358,1,白日 Ληβ 采菇练舞?σ?，夜里 ωΩαξЪη 围火闲聊～Θρ,200,,100,-1,107358,玩家聚会对话
107359,1,你 ηδ?? 长发γσ?，不用整理歪菌帽θ，好羡慕,200,,100,-1,107358,
107360,1,多亏 ρφρξ 你会熟食ηΨ，夜晚 ЭοЧ 饱聚聚会λ,200,,100,-1,107358,
107361,1,散场 θ??Ω 一同追逐ΩЧλ，绕火堆 φθλο 跑圈,200,,100,-1,107358,
107362,1,跟舞者 ζγ?σ 学会基础Σσ，伴乐 γλφη 跳给你看,200,,100,-1,107358,
107363,1,呆菇 Э?δΘθ 深夜凑火光λΣζ，随旋律 μΛξЭω 晃菌帽,200,,100,-1,107358,
107364,1,商人 γοβ 久来访οε，多换 γωεμ 符文编织藤λσ,200,,100,-1,107358,
107365,1,夜里 αЧΘ 凉风ηη，篝火 αЪα 裹住小身子,200,,100,-1,107358,
107366,1,法师 ψυθ 魔法秀震撼βμμ，夜晚 ?δοΨ 议论表演,200,,100,-1,107358,
107367,1,少见 ψΘЧλΦη 旅人陪至深夜δδη，遇见 γΩδθψ 太幸运,200,,100,-1,107358,
107368,1,明日 ρμυ??σ 多采菌菇ωβσ，拜托 ΣЭμ 熬热餐,200,,100,-1,107358,
107369,1,无 ρΣψυ 魔物夜晚，ρЪ全村 φζΦ 最放松ασ,200,,100,-1,107358,
107370,1,累 ΨЪЧγβγ 挨火堆坐μ，苔藓 ΘηΣ?μμ 软垫舒服,200,,100,-1,107358,
107371,1,只会 θυ?Λ 微光符文，?βΘ强法术 γΦψδ 求教法师Ъδ,200,,100,-1,107358,
107372,1,愿 Ψοζωρ 你喜ΣΩ安静平原ΣΩφ村落ΣЧηψ！,200,,100,-1,107358,
107373,1,要 ΘЭδε 微光符粉，练习 βοΠωμ 基础法术ο,200,,100,-1,107373,买东西（村民可能从商人那买点什么。村民不会对奶或面有特别的兴趣。）5行
107374,1,编头饰 Ψφσ 藤蔓μ？装饰 Θση 菌帽,200,,100,-1,107373,
107375,1,换 ЧφЧ??Φ 打磨矿石ωδЪ，工坊 εθαΩα 使用,200,,100,-1,107373,
107376,1,柔 ?ωβ?λω 树叶φξ?，跳舞 ?ωλ 固定菌帽ασω,200,,100,-1,107373,
107377,1,喜欢 ?Θδ? 荧菇，θδ 还有φΛЧφЧ??Φ……ηα 就这些γЧ！,200,,100,-1,107373,
107378,1,完整 ?ЪΩρρΨ 学会舞蹈λ，多谢 ψφξοψμ 细心教导～,200,,100,-1,107378,学跳舞结束（学会了）4行
107379,1,无 γαΨυЭ 细致示范ρЧξ，还要 ΩЧΛθσ 练很久γυ！,200,,100,-1,107378,
107380,1,午后 ΨηΣΨ 公演αζξ，同台 φωЭοη 转圈跳舞咯,200,,100,-1,107378,
107381,1,下次 ηυο?ΦΣ 带鲜菌菇ρ，答谢 ζηЪЧЪλ 小礼物ηЭ！,200,,100,-1,107378,
107500-107899,,四叶草村通用,,,,,,
107501,1,嗝——好饱呀，肚子圆滚滚咯～,200,,100,-1,107501,吃饱气泡
107502,1,呜哇，我的小肚子快要爆炸咯，肚子鼓鼓，快乐满满～,200,,100,-1,107501,
107503,1,肚子沉甸甸的，但心里超开心，果然吃饭最幸福啦！,200,,100,-1,107501,
107504,1,嗝～吃饱饱，现在只想蜷起来晒暖乎乎的月光！,200,,100,-1,107501,
107505,1,魔力流转全身，饱腹感搭配充沛力量，这下浑身都干劲满满！,200,,100,-1,107501,
107506,1,饭菜里飘着淡淡的魔力微光，吃完浑身轻飘飘，也不累啦！,200,,100,-1,107501,
107507,1,再吃一口我就要撑到走不动路啦！,200,,100,-1,107501,
107508,1,哇咔咔，我吃好啦！,200,,100,-1,107501,
107509,1,摸一摸鼓鼓的肚子，今天也是被美食治愈的一天！,200,,100,-1,107501,
107510,1,打个香香的饱嗝，今天的饭菜也太美味啦！,200,,100,-1,107501,
107511,1,饭菜的魔力在身体里散开，整个人都懒洋洋超舒服～,200,,100,-1,107501,
107512,1,小肚子圆滚滚，这下能有力气去摘小花啦！,200,,100,-1,107501,
107513,1,忙活半天有点饿，该慢悠悠去吃顿暖心饭啦,200,,100,-1,107513,该吃饭了气泡
107514,1,冲呀！干饭时间到，我第一个奔向餐桌！,200,,100,-1,107513,
107515,1,终于到饭点啦，今天会有什么好吃的呢，超期待！,200,,100,-1,107513,
107516,1,咕噜咕噜～我的小肚子催我快去吃饭啦！,200,,100,-1,107513,
107517,1,饿到浑身轻飘飘，急需一桌美食填满空荡荡的小肚子！,200,,100,-1,107513,
107518,1,晚风携来饭菜清润香气，恰好以此一餐，抚平周身疲惫,200,,100,-1,107513,
107519,1,拾尽山野细碎忙碌，此刻当赴餐桌，饱尝烟火温柔,200,,100,-1,107513,
107520,1,好浓郁的香气！何种魔法佳肴，我得速速前去一探究竟,200,,100,-1,107513,
107521,1,灶间漫出带着魔力的清甜香气，今日何等暖心佳肴，速速前往,200,,100,-1,107513,
107522,1,空气中浮动淡淡的料理魔力，不知今日藏了何种惊喜美味,200,,100,-1,107513,
107523,1,馋虫都被香气勾出来啦，我已经迫不及待开饭啦！,200,,100,-1,107513,
107524,1,到半点啦，咕噜咕噜，该去吃饭喽！,200,,100,-1,107513,
107525,1,一口一口吃光饭菜，快乐也一口一口装进肚子里！,200,,100,-1,107525,吃饭中气泡
107526,1,嘴里香香软软的，每一口都裹着暖暖的魔力，根本停不下来！,200,,100,-1,107525,
107527,1,唔～今天的魔法料理也太香啦，我要再多盛几勺好好品尝！,200,,100,-1,107525,
107528,1,勿扰，专心干饭ing...,200,,100,-1,107525,
107529,1,今日佳肴，风味绝佳！,200,,100,-1,107525,
107530,1,今天的魔法料理也太惊艳啦，每一口都香到心坎里！,200,,100,-1,107525,
107531,1,这饭怎么怪怪的，就像似...苦甘蓝配酸汤...,200,,100,-1,107525,
107532,1,饭菜冒着淡淡的温热光晕，吃下去心里软软暖暖的,200,,100,-1,107525,
107533,1,嚼一口饭菜，浑身筋骨都舒展起来，魔力一点点回流,200,,100,-1,107525,
107534,1,伴着村落晚风小口进食，烟火暖意抚平了整日的忙碌,200,,100,-1,107525,
107535,1,吃完这一勺，体内耗掉的力气就能补回来大半咯,200,,100,-1,107525,
107536,1,Mmmm，mmmm，太好吃啦~,200,,100,-1,107525,
107537,1,哈欠止不住往外冒，是时候该去睡觉啦~,200,,100,-1,107537,要睡觉了气泡
107538,1,累得不行，扛不住啦，我得赶紧去找我的软床@item_200003#躺下！,200,,100,-1,107537,
107539,1,魔力快困得消散，该睡觉啦，好想裹着星辰被褥@item_200003#睡一觉...,200,,100,-1,107537,
107540,1,我要下线睡觉咯！希望梦里有吃不完的魔法点心,200,,100,-1,107537,
107541,1,夜色漫上来了，是时候该好好睡上一觉了,200,,100,-1,107537,
107542,1,暮色悄悄铺展开来，困意涌上来咯，该安安稳稳睡一觉了,200,,100,-1,107537,
107543,1,忙活一天实在疲惫，我去找我的小床@item_200003#休息啦！,200,,100,-1,107537,
107544,1,夜色漫卷而来，诸事暂且放下，好好酣眠一场,200,,100,-1,107537,
107545,1,一整天的忙碌耗尽精力，是时候褪去满身疲惫，伴着月色好好休憩一番,200,,100,-1,107537,
107546,1,眼皮沉得挂不住，告辞啦，我回软榻@item_200003#好好睡一觉～,200,,100,-1,107537,
107547,1,晚风都在催我入眠，我要回去蜷进软乎乎的魔法小床@item_200003#啦,200,,100,-1,107537,
107548,1,睡觉睡觉，我要睡..觉...,200,,100,-1,107537,
107549,1,哎呀，我的头好晕，好想睡觉，到底是谁给我下了困倦咒！,200,,100,-1,107537,
107550,1,奇怪，居然一张眠榻@item_200003#没有，看来只能以大地为床将就一宿了,200,,100,-1,107550,没床睡地上气泡
107551,1,一张软乎乎的小床@item_200003#都找不到，看来只能委屈自己睡地上咯……,200,,100,-1,107550,
107552,1,此处无床@item_200003#可栖，只能蜷在地面勉强睡一觉了,200,,100,-1,107550,
107553,1,附近没有可以躺下睡觉的小床@item_200003#，只有冰凉凉的地板...,200,,100,-1,107550,
107554,1,看来又是躺在松软的草皮地上，观星河入眠的一夜...,200,,100,-1,107550,
107555,1,找不到床铺@item_200003#，算了，先找一处安安静静的角落躺下歇一歇吧,200,,100,-1,107550,
107556,1,呜呜，附近一张松软的小床@item_200003#都没有，困得我快要站不住了~,200,,100,-1,107550,
107557,1,谁把软床@item_200003#都藏起来了？害得我困到打哈欠，连躺卧的地方都没有！,200,,100,-1,107550,
107558,1,谁把我的松软小床@item_200003#拿走了，快交出来，我真的困得撑不住啦！,200,,100,-1,107550,
107559,1,奇怪了，难道又出现灵异事件了？床@item_200003#都去哪了哇,200,,100,-1,107550,
107560,1,也罢，一张床都寻不到，以天地为床铺@item_200003#，伴着晚风小憩吧,200,,100,-1,107550,
107561,1,实在撑不住了，我要原地倒头就睡了...,200,,100,-1,107550,
107562,1,晚安，期待今夜一场奇妙的魔法幻梦，明日再见！,200,,100,-1,107562,睡前气泡
107563,1,晚风携着睡意而来，就此道晚安，入眠奔赴一场甜果的梦境,200,,100,-1,107562,
107564,1,愿我们今夜都不会做噩梦，全是香甜温柔的幻梦...,200,,100,-1,107562,
107565,1,曾经前辈每晚都会给我们讲睡前故事，好怀念啊...,200,,100,-1,107562,
107566,1,一只羊，两只羊……呼，脑袋昏沉沉，是不是马上就要睡熟啦,200,,100,-1,107562,
107567,1,今日魔法到此结束，裹好星织小被子，静待甜甜的梦境降临,200,,100,-1,107562,
107568,1,把今天所有开心小事打包进梦里，今夜要做一场闪闪发光的魔法梦,200,,100,-1,107562,
107569,1,月光会守在枕边，所有烦恼都会在睡梦中悄悄消散，晚安啦,200,,100,-1,107562,
107570,1,暮色收拢凡间琐碎，枕一袖月色安眠，静待明晨晨光携魔法赴约,200,,100,-1,107562,
107571,1,人间烟火与魔法奇遇皆落幕，唯有长夜温柔包容所有疲惫，晚安,200,,100,-1,107562,
107572,1,我要睡觉啦，布好安眠小结界，谁都别来打扰...,200,,100,-1,107562,
107573,1,嗯，是我睡觉姿势不对么，总觉得浑身不自在...,200,,100,-1,107562,
107574,1,哎呀，还是不够松软，算了，小憩一会儿，说不定就睡着了~,200,,100,-1,107562,
107575,1,翻来覆去躺了许久，明明浑身乏累，怎么就是睡不着呢？,200,,100,-1,107575,睡中气泡
107576,1,等等……那只发光魔法小羊别跑，我还没数完呢……,200,,100,-1,107575,
107577,1,花饼@item_200261#软糕，藏在蘑菇树洞，不许小仓鼠偷吃……,200,,100,-1,107575,
107578,1,阿巴阿巴...好香，呃，阿巴阿巴...,200,,100,-1,107575,
107579,1,别想偷偷干坏事，我一直在盯着你……就算闭着眼，我也能感知到魔力动静,200,,100,-1,107575,
107580,1,星星果@item_200256#，美味的星星果，好多好多的星星果，嘿嘿...,200,,100,-1,107575,
107581,1,喔~猪猪，你的肚肚怎么这么柔软了，蹭起来好舒服哦...,200,,100,-1,107575,
107582,1,总感觉背后凉飕飕的...嗯，不管了，再睡一会...,200,,100,-1,107575,
107583,1,呜，不要打扰我，我正做着甜甜的美梦呢~,200,,100,-1,107575,
107584,1,暮色回响之时，是夜深了，啊，还可以再睡一会...,200,,100,-1,107575,
107585,1,听远处暮色的回声，天还没亮透，长夜漫漫，再睡一阵无妨,200,,100,-1,107575,
107586,1,别碰浆果罐@item_11326#，那是我攒了半个月的甜果子……,200,,100,-1,107575,
107587,1,你好呀，勇敢的冒险者！今晚夜色这么温柔，少了你的故事怎么行呢？,200,,100,-1,107587,聚会谈话玩家气泡
107588,1,你也奔赴这场夜色里的欢聚盛宴。不妨暂且卸下旅途疲惫，来与我们闲谈片刻？,200,,100,-1,107587,
107589,1,清辉笼罩此地，趁月色正浓，不妨分享那些独属于你的有趣奇遇与冒险传奇,200,,100,-1,107587,
107590,1,你也被晚间聚会的香气吸引而来么，今晚的月光和甜酒，都有你的一份哦！,200,,100,-1,107587,
107591,1,诶嘿！篝火派对又迎来一位新朋友啦，愿你在此灯火之间，觅得心意相通的知己与同行伙伴,200,,100,-1,107587,
107592,1,方才我们还在谈论村外的古老秘境，不知你是否听闻过相关的传说？,200,,100,-1,107587,
107593,1,嗨，幸得与你再度相逢。不知你是否也是奔赴今夜月下欢聚而来？,200,,100,-1,107587,
107594,1,久仰大名，听闻你的诸多冒险，今夜月色正好，是否有兴趣与我们畅聊属于你的传说？,200,,100,-1,107587,
107595,1,每到此刻，村庄便会燃起篝火。众人围拢交换各自见闻。若是你心生欢喜，欢迎时常赴约,200,,100,-1,107587,
107596,1,若是旅途疲惫，不妨靠在篝火旁，我们安静陪你待一会儿也无妨,200,,100,-1,107587,
107597,1,听说冒险者总能遇见奇迹，我好想听听那些不可思议的经历……,200,,100,-1,107587,
107598,1,风里飘着歌谣，篝火等待来客，你愿意留下来一同聆听吗？,200,,100,-1,107587,
107599,1,我们刚烤好了浆果，快过来吧，正好缺一位冒险者来讲故事,200,,100,-1,107587,
107600,1,远方来的客人，不必拘谨，这里的篝火永远愿意接纳奔波的旅人,200,,100,-1,107587,
107601,1,老一辈说，篝火@item_1200#是连接梦境与现实的媒介，你相信这件事吗？,200,,100,-1,107601,聚会中气泡
107602,1,每一夜的篝火@item_1200#，都在等候新的奇遇，火堆永远为路过的冒险者留有一席空位,200,,100,-1,107601,
107603,1,星光落在篝火之上，每一位远道而来的旅人，都该留下一段回忆,200,,100,-1,107601,
107604,1,今夜晚风轻柔，不妨坐下，我们一同交换各自珍藏的旅途旧事,200,,100,-1,107601,
107605,1,快看跳动的火苗，柴火噼啪作响，它好像也在讲述它过往遇到的有趣怪事...,200,,100,-1,107601,
107606,1,很久以前，有一位冒险者曾来到这里，她的故事至今还在篝火边流传,200,,100,-1,107601,
107607,1,晚风裹着篝火的暖意，耳畔尽是喧闹欢声，今夜实在惬意,200,,100,-1,107601,
107608,1,诶嘿，火苗在朝你招手呢，快靠近一点呀！,200,,100,-1,107601,
107609,1,快看飘向夜空的火星，它们是否正奔赴下一场远方的相逢？,200,,100,-1,107601,
107610,1,村中的长辈说，每一缕升腾的烟火，都会把我们的故事捎往夜空,200,,100,-1,107601,
107611,1,每一缕火光都记得过往旅人，而我期待记下属于你的故事,200,,100,-1,107601,
107612,1,温暖火光之中，藏着每位过客的身影，他们的旧故事随晚风飘来，你听见了吗？,200,,100,-1,107601,
107613,1,走久啦，小短腿有点酸呜呜～,200,,100,-1,107613,村庄内待机游荡气泡
107614,1,借我一点点魔力玩一下下～,200,,100,-1,107613,
107615,1,慢慢走，村庄到处都藏小惊喜～,200,,100,-1,107613,
107616,1,今日任务：闲逛摸鱼不练法术...哈哈哈,200,,100,-1,107613,
107617,1,今天...研学点什么魔法好呢..,200,,100,-1,107613,
107618,1,好想把天上的碎星光收集起来，装玻璃瓶当夜晚小灯,200,,100,-1,107613,
107619,1,一会儿做些什么好呢？,200,,100,-1,107613,
107620,1,不用赶时间，慢悠悠散步才是魔法日常,200,,100,-1,107613,
107621,1,今天天气太好了，适合在草地上晒月光，而不是在室内里背枯燥的咒语……,200,,100,-1,107613,
107622,1,近期村里怪事变多，等下四处探查一番线索...,200,,100,-1,107613,
107623,1,风里都裹着淡淡的魔法花香，好好闻呀～,200,,100,-1,107613,
107624,1,盼着夜里飘落星尘，撒在发梢会闪闪发亮,200,,100,-1,107613,
107625,1,好想就地蜷在野花丛里打个小小的魔法盹,200,,100,-1,107613,
107626,1,村子后山总传来细碎微光，到底是什么神奇小东西？,200,,100,-1,107613,
107627,1,大家都藏着专属小魔法，好想挨个借来玩玩,200,,100,-1,107613,
107628,1,一个人逛村子好无趣，谁来陪我一起找魔法小宝藏,200,,100,-1,107613,
107629,1,昨夜好像听见林间魔法声响，今天仔细找找线索,200,,100,-1,107613,
107630,1,每片树叶都藏着魔法，静下心才能发现哦,200,,100,-1,107613,
107631,1,好想学会漂浮魔法，再也不用辛苦走路,200,,100,-1,107613,
107632,1,不知道今天村子里会发生什么新奇小事...,200,,100,-1,107613,
107633,1,下雨的积水洼会倒映星光，是天空遗落的魔法镜面,200,,100,-1,107613,
107634,1,风把我的魔法书页吹乱，刚记好的咒语全看不清咯,200,,100,-1,107613,
107635,1,小溪水流带着细碎魔力，踩水玩应该会很好玩,200,,100,-1,107613,
107636,1,杂货铺老板的魔法罐子叮叮响，里面装了什么宝贝？,200,,100,-1,107613,
107637,1,村口溪流波光闪闪，水底会不会沉有魔法宝石,200,,100,-1,107613,
107638,1,好多看不懂的魔法痕迹，是谁偷偷留下的呀,200,,100,-1,107613,
107639,1,村里随处散落魔法小物件，今天能捡到什么惊喜？,200,,100,-1,107613,
107640,1,过分！说好一起钻研新咒语，居然全都忘记约定,200,,100,-1,107613,
107641,1,下次见面一定要施小小恶作剧魔法惩罚这群家伙,200,,100,-1,107613,
107642,1,想给路过的小花施咒，让它们一直绽放不枯萎,200,,100,-1,107613,
107643,1,我...似又迷途，归路修远，漫漫无期,200,,100,-1,107643,村庄外待机游荡气泡
107644,1,我...好像迷路了，回家的路是走这儿来着吧？还是那边...,200,,100,-1,107643,
107645,1,虽说迷了路，但这片原野也别有一番趣味...我得好好体验一番才行,200,,100,-1,107643,
107646,1,泥土下涌动着陌生魔力，此地从前未曾踏足,200,,100,-1,107643,
107647,1,好熟悉的感觉...难道，我以前来过这里么？,200,,100,-1,107643,
107648,1,口袋里的引路星光怎么黯淡了，这下要怎么回村子……,200,,100,-1,107643,
107649,1,微风拂过耳畔，可我读不懂它的悄悄话，它知道回去的路吗？,200,,100,-1,107643,
107650,1,远处传来细碎声响，是和我一样迷路的伙伴吗？,200,,100,-1,107643,
107651,1,我是不是走得太远啦，村落的炊烟都看不见了...,200,,100,-1,107643,
107652,1,前路茫茫，四下无人，何处觅吾乡？,200,,100,-1,107643,
107653,1,唉，随便挑一条小径走走，说不定便能重逢归途,200,,100,-1,107643,
107654,1,哎呀呀，要是出门前带上魔法地图，现在就不会发愁了,200,,100,-1,107643,
107655,1,终于等到你了，肩负使命的勇士！愿星辰庇佑你的前路，指引你带来胜利的曙光,200,,100,-1,107655,欢迎玩家气泡
107656,1,你...难道，就是传说中的勇士吗？你终于来了,200,,100,-1,107655,
107657,1,欢迎来到魔法学院:四叶村落！这里是萌宠魔法师们学习与追梦的乐园，一段属于你的奇妙魔法旅程，也将从此开启！,200,,100,-1,107655,
107658,1,星辰排列成预言的模样，风带来了你的气息。被选中的勇士，欢迎你！,200,,100,-1,107655,
107659,1,古老的歌谣没有骗人！当虚空遮蔽天空时，会有手持光芒之人降临。欢迎你-人类勇士...,200,,100,-1,107655,
107660,1,你是来陪我们一起玩的吗？还是来打坏蛋的？不管是什么，都超级欢迎！,200,,100,-1,107655,
107661,1,风提前捎来了你的消息，我们已经备好魔法花茶等候你。欢迎你，莅临的勇士,200,,100,-1,107655,
107662,1,漫长岁月里，我们静候预言降世；而今你踏光而来，驱散虚空垂落的阴霾,200,,100,-1,107655,
107663,1,星象早已昭示你的行迹，渡厄之人，欢迎踏临我们饱受暗影窥伺的土地,200,,100,-1,107655,
107664,1,无数个被暗影惊扰的长夜，我们都在祈盼今日与你相逢,200,,100,-1,107655,
107665,1,传说中的勇士来啦！希望真的降临了！大伙们快看呀！,200,,100,-1,107655,
107666,1,你的周身萦绕澄澈透亮的星辉，是漫天星辰引你奔赴此地吗？欢迎你，我们等候已久的救赎者,200,,100,-1,107655,
107667,1,嘿，你好呀， 欢迎驻足萌宠学院。魔力在此肆意生长，所有超乎常理的景致，皆是此地常态,200,,100,-1,107655,
107668,1,嘿，远道而来的访客，欢迎莅临萌宠学院。此处处处流淌奇妙魔力，倘若撞见异象，不必过分讶异,200,,100,-1,107655,
107669,1,欢迎你，从今天开始你就是魔法学院的新学员啦！我们一起来学习魔法吧~,200,,100,-1,107655,
107670,1,命运引你踏入学园，不妨从此我们携手，一同探寻魔法的奥秘,200,,100,-1,107655,
107671,1,嘿！大英雄！等你打败了虚空领主，能不能给我签个名？用那种发光的墨水！,200,,100,-1,107671,询问玩家趣事气泡
107672,1,看来今天的运气真好，出门就捡到了一个大勇士！欢迎来到我们的秘密基地！,200,,100,-1,107671,
107673,1,你的眼神里有光！那是只有真正的强者才有的光芒！请务必带上我一起去冒险！,200,,100,-1,107671,
107674,1,太酷了！你身上的气息完全不一样！能不能教教我怎么做才能像你一样强大？,200,,100,-1,107671,
107675,1,小友，请留步。这般澄澈纯粹的星尘光辉——哈，看来属于你的传奇要来了,200,,100,-1,107671,
107676,1,听说你踏遍无数秘境，快讲讲打败巨兽时是什么场面！,200,,100,-1,107671,
107677,1,你身上没有与生俱来的自然灵力，却拥有撼动魔物的力量，实在奇妙,200,,100,-1,107671,
