id,音效名,备注,插件库开放[0代表不开放，1=开放 ],触发器开放[0代表不开放，1=开放 ],分类（1=脚步，2=行为，3=受击，4=待机，5=技能，6=环境，7=背景音乐，8=提示，9=其它）,音效路径,图标名字,时长(ms)
10894,guide_boy_18,,0,0,8,ui.guide.guide_boy.guide_boy_18,sounds08,2875
10895,guide_boy_19,,0,0,8,ui.guide.guide_boy.guide_boy_19,sounds08,1375
10896,guide_boy_2,,0,0,8,ui.guide.guide_boy.guide_boy_2,sounds08,3000
10897,guide_boy_20,,0,0,8,ui.guide.guide_boy.guide_boy_20,sounds08,1375
10898,guide_boy_21,,0,0,8,ui.guide.guide_boy.guide_boy_21,sounds08,1500
10899,guide_boy_22,,0,0,8,ui.guide.guide_boy.guide_boy_22,sounds08,1875
10900,guide_boy_23,,0,0,8,ui.guide.guide_boy.guide_boy_23,sounds08,4125
10901,guide_boy_24,,0,0,8,ui.guide.guide_boy.guide_boy_24,sounds08,2375
10902,guide_boy_25,,0,0,8,ui.guide.guide_boy.guide_boy_25,sounds08,2125
10903,guide_boy_26,,0,0,8,ui.guide.guide_boy.guide_boy_26,sounds08,2250
10904,guide_boy_27,,0,0,8,ui.guide.guide_boy.guide_boy_27,sounds08,3500
10905,guide_boy_28,,0,0,8,ui.guide.guide_boy.guide_boy_28,sounds08,3750
10906,guide_boy_29,,0,0,8,ui.guide.guide_boy.guide_boy_29,sounds08,1625
10907,guide_boy_3,,0,0,8,ui.guide.guide_boy.guide_boy_3,sounds08,3000
10908,guide_boy_4,,0,0,8,ui.guide.guide_boy.guide_boy_4,sounds08,3500
10909,guide_boy_5,,0,0,8,ui.guide.guide_boy.guide_boy_5,sounds08,3000
10910,guide_boy_6,,0,0,8,ui.guide.guide_boy.guide_boy_6,sounds08,2000
10911,guide_boy_7,,0,0,8,ui.guide.guide_boy.guide_boy_7,sounds08,2250
10912,guide_boy_8,,0,0,8,ui.guide.guide_boy.guide_boy_8,sounds08,2125
10913,guide_boy_9,,0,0,8,ui.guide.guide_boy.guide_boy_9,sounds08,2000
10914,guide_girl_1,,0,0,8,ui.guide.guide_girl.guide_girl_1,sounds08,2375
10915,guide_girl_10,,0,0,8,ui.guide.guide_girl.guide_girl_10,sounds08,1000
10916,guide_girl_11,,0,0,8,ui.guide.guide_girl.guide_girl_11,sounds08,1750
10917,guide_girl_12,,0,0,8,ui.guide.guide_girl.guide_girl_12,sounds08,2500
10918,guide_girl_13,,0,0,8,ui.guide.guide_girl.guide_girl_13,sounds08,1500
10919,guide_girl_14,,0,0,8,ui.guide.guide_girl.guide_girl_14,sounds08,1750
10920,guide_girl_15,,0,0,8,ui.guide.guide_girl.guide_girl_15,sounds08,2375
10921,guide_girl_16,,0,0,8,ui.guide.guide_girl.guide_girl_16,sounds08,3250
10922,guide_girl_17,,0,0,8,ui.guide.guide_girl.guide_girl_17,sounds08,1875
10923,guide_girl_18,,0,0,8,ui.guide.guide_girl.guide_girl_18,sounds08,2875
10924,guide_girl_19,,0,0,8,ui.guide.guide_girl.guide_girl_19,sounds08,1375
10925,guide_girl_2,,0,0,8,ui.guide.guide_girl.guide_girl_2,sounds08,3000
10926,guide_girl_20,,0,0,8,ui.guide.guide_girl.guide_girl_20,sounds08,1375
10927,guide_girl_21,,0,0,8,ui.guide.guide_girl.guide_girl_21,sounds08,1500
10928,guide_girl_22,,0,0,8,ui.guide.guide_girl.guide_girl_22,sounds08,1875
10929,guide_girl_23,,0,0,8,ui.guide.guide_girl.guide_girl_23,sounds08,4125
10930,guide_girl_24,,0,0,8,ui.guide.guide_girl.guide_girl_24,sounds08,2125
10931,guide_girl_25,,0,0,8,ui.guide.guide_girl.guide_girl_25,sounds08,2750
10932,guide_girl_26,,0,0,8,ui.guide.guide_girl.guide_girl_26,sounds08,2750
10933,guide_girl_27,,0,0,8,ui.guide.guide_girl.guide_girl_27,sounds08,3625
10934,guide_girl_28,,0,0,8,ui.guide.guide_girl.guide_girl_28,sounds08,3875
10935,guide_girl_29,,0,0,8,ui.guide.guide_girl.guide_girl_29,sounds08,1750
10936,guide_girl_3,,0,0,8,ui.guide.guide_girl.guide_girl_3,sounds08,3000
10937,guide_girl_4,,0,0,8,ui.guide.guide_girl.guide_girl_4,sounds08,3500
10938,guide_girl_5,,0,0,8,ui.guide.guide_girl.guide_girl_5,sounds08,3000
10939,guide_girl_6,,0,0,8,ui.guide.guide_girl.guide_girl_6,sounds08,2000
10940,guide_girl_7,,0,0,8,ui.guide.guide_girl.guide_girl_7,sounds08,2250
10941,guide_girl_8,,0,0,8,ui.guide.guide_girl.guide_girl_8,sounds08,2125
10942,guide_girl_9,,0,0,8,ui.guide.guide_girl.guide_girl_9,sounds08,2000
10943,click_F3,,0,0,8,ui.guide.PC_SFX.click_F3,sounds08,239
10944,page_turning,,0,0,8,ui.guide.PC_SFX.page_turning,sounds08,539
10945,achievement_complete,,0,1,8,ui.info.achievement_complete,sounds08,1880
10946,achievement_reach,,0,1,8,ui.info.achievement_reach,sounds08,1253
10947,book_seriesunlock,,0,1,8,ui.info.book_seriesunlock,sounds08,1486
10948,book_unlock,,0,1,8,ui.info.book_unlock,sounds08,2159
10949,crafting_error,,0,1,8,ui.info.crafting_error,sounds08,1277
10950,crafting_success,,0,1,8,ui.info.crafting_success,sounds08,232
10951,death,,0,1,8,ui.info.death,sounds08,3000
10952,experience_star,,0,1,8,ui.info.experience_star,sounds08,827
10953,guide_complete,,0,1,8,ui.info.guide_complete,sounds08,5375
10954,guide_get,,0,1,8,ui.info.guide_get,sounds08,2000
10955,guide_info,,0,1,8,ui.info.guide_info,sounds08,182
10956,message_get,,0,1,8,ui.info.message_get,sounds08,208
10957,shop_unlock,,0,1,8,ui.info.shop_unlock,sounds08,3088
10958,tame_failed,,0,1,8,ui.info.tame_failed,sounds08,625
10959,tame_success,,0,1,8,ui.info.tame_success,sounds08,3000
10960,voice_on,,0,1,8,ui.info.voice_on,sounds08,294
10961,plant_businessman_open,,0,1,8,ui.plant.plant_businessman_open,sounds08,2487
10962,plant_fruit_produce,,0,1,8,ui.plant.plant_fruit_produce,sounds08,2345
10963,plant_fruit_ripe,,0,1,8,ui.plant.plant_fruit_ripe,sounds08,859
10964,plant_guide_1,,0,1,8,ui.plant.plant_guide_1,sounds08,1253
10965,plant_item_open,,0,1,8,ui.plant.plant_item_open,sounds08,1439
10966,plant_item_rare,,0,1,8,ui.plant.plant_item_rare,sounds08,3500
10967,plant_levelup_1,,0,1,8,ui.plant.plant_levelup_1,sounds08,1695
10968,plant_love_full,,0,1,8,ui.plant.plant_love_full,sounds08,12000
10969,plant_love_get,,0,1,8,ui.plant.plant_love_get,sounds08,2487
10970,plant_say,,0,1,8,ui.plant.plant_say,sounds08,1253
10971,plant_water_click,,0,1,8,ui.plant.plant_water_click,sounds08,325
10972,plant_water_get,,0,1,8,ui.plant.plant_water_get,sounds08,1671
10973,hit,,0,1,3,ent.3870.hit,sounds03,310
10974,hit,,0,1,3,ent.3870.hit,sounds03,0
10975,hit,,0,1,3,ent.3878.attack,sounds03,540
10976,die,,0,1,3,ent.3870.die,sounds03,695
10977,die,,0,1,3,ent.3872.die,sounds03,1235
10978,die,,0,1,3,ent.3873.die,sounds03,878
10979,die,,0,1,3,ent.3878.die,sounds03,3973
10980,demage,,0,1,3,ent.4503.attack1,sounds03,20036
10981,dun,,0,1,3,ent.4502.attack1,sounds03,24927
10982,buff_cold,,0,1,5,buff.buff_cold,sounds05,4162
10983,buff_diarrhea,,0,1,5,buff.buff_diarrhea,sounds05,10315
10984,crafting,,0,1,9,item.11613.crafting,sounds09,1223
10985,buff_balala_xiaolan,,0,0,8,buff.buff_balala_xiaolan,sounds08,3924
10986,buff_balala_meiqi,,0,0,8,buff.buff_balala_meiqi,sounds08,3924
10987,buff_balala_meixue,,0,0,8,buff.buff_balala_meixue,sounds08,3924
10988,buff_balala_youle,,0,0,8,buff.buff_balala_youle,sounds08,3924
10989,buff_balala_caili,,0,0,8,buff.buff_balala_caili,sounds08,3916
10990,buff_balala_qiaoling,,0,0,8,buff.buff_balala_qiaoling,sounds08,3916
10991,buff_balala_xiaomin,,0,0,8,buff.buff_balala_xiaomin,sounds08,3916
10992,buff_seachange,,0,0,5,item.11641.watertransform1,sounds09,2140
10993,ChurchBell,钟声,0,1,9,misc.ChurchBell,sounds09,4442
10994,ClockTick,时钟滴答声,0,1,9,misc.ClockTick,sounds09,3657
10995,PhoneRing1,急促电话,0,1,9,misc.PhoneRing1,sounds09,4481
10996,PhoneRing2,急促电话2,0,1,9,misc.PhoneRing2,sounds09,3750
10997,BingBong,门铃声,0,1,9,misc.BingBong,sounds09,2507
10998,MatelicDoorOpen,清脆开门声,0,1,9,misc.MatelicDoorOpen,sounds09,1584
10999,WoodenDoorOpen,木门嘎吱声,0,1,9,misc.WoodenDoorOpen,sounds09,3918
11000,Meow1,猫叫1,0,1,9,misc.Meow1,sounds09,1790
11001,Meow2,猫叫2,0,1,9,misc.Meow2,sounds09,1544
11002,BirdFlapping,鸟扇翅膀,0,1,9,misc.BirdFlapping,sounds09,3625
11003,RoosterCrow,鸡打鸣声,0,1,9,misc.RoosterCrow,sounds09,2635
11004,CrowSound,乌鸦叫,0,1,9,misc.CrowSound,sounds09,2557
11005,GirlGiggles,女孩笑声,0,1,9,misc.GirlGiggles,sounds09,1273
11006,HorrorLaugh,恐怖笑声,0,1,9,misc.HorrorLaugh,sounds09,3537
11007,HorrorGirlLaugh1,恐怖女声1,0,1,9,misc.HorrorGirlLaugh1,sounds09,3420
11008,HorrorGirlLaugh2,恐怖女声2,0,1,9,misc.HorrorGirlLaugh2,sounds09,3986
11009,HorrorGirlLaugh3,恐怖女声3,0,1,9,misc.HorrorGirlLaugh3,sounds09,3773
11010,HorrorGirlLaugh4,恐怖女声4,0,1,9,misc.HorrorGirlLaugh4,sounds09,4281
11011,WaterDrop1,水滴慢放,0,1,9,misc.WaterDrop1,sounds09,3959
11012,WaterDrop2,连续水滴,0,1,9,misc.WaterDrop2,sounds09,6357
11013,ToiletFluttering,冲马桶声,0,1,9,misc.ToiletFluttering,sounds09,4004
11014,MiceSqueak,老鼠吱吱声,0,1,9,misc.MiceSqueak,sounds09,1201
11015,CameraGlitch,快门声,0,1,9,misc.CameraGlitch,sounds09,2526
11016,Alert,警报声,0,1,9,misc.Alert,sounds09,3979
11017,WolfHowling,狼嚎,0,1,9,misc.WolfHowling,sounds09,4761
11018,CarHonk,车鸣笛,0,1,9,misc.CarHonk,sounds09,871
11019,VechicleDrivingOff,汽车出发,0,1,9,misc.VechicleDrivingOff,sounds09,3474
11020,SchoolBell,上课铃声,0,1,9,misc.SchoolBell,sounds09,3680
11021,Whispers,窃窃私语声,0,1,9,misc.Whispers,sounds09,4163
11022,StoneMoving,岩石移动声,0,1,9,misc.StoneMoving,sounds09,3506
11023,HighHeels,高跟鞋脚步,0,1,9,misc.HighHeels,sounds09,1365
11024,idle,三角龙-待机,0,1,4,ent.3170.idle,sounds04,1998
11025,foot1,三角龙-移动1,0,1,1,ent.3170.foot1,sounds01,1111
11026,foot2,三角龙-移动3,0,1,1,ent.3170.foot2,sounds01,1004
11027,foot3,三角龙-移动3,0,1,1,ent.3170.foot3,sounds01,1273
11028,attack,三角龙-攻击,0,1,2,ent.3170.attack,sounds02,1405
11029,hit,三角龙-受击,0,1,3,ent.3170.hit,sounds03,858
11030,die,三角龙-死亡,0,1,3,ent.3170.die,sounds03,977
11031,idle,腕龙-待机,0,1,4,ent.3174.idle,sounds04,2246
11032,foot1,腕龙-移动1,0,1,1,ent.3174.foot1,sounds01,2036
11033,foot2,腕龙-移动2,0,1,1,ent.3174.foot2,sounds01,2441
11034,foot3,腕龙-移动3,0,1,1,ent.3174.foot3,sounds01,1831
11035,attack,腕龙-攻击,0,1,2,ent.3174.attack,sounds02,1216
11036,hit,腕龙-受击,0,1,3,ent.3174.hit,sounds03,983
11037,die,腕龙-死亡,0,1,3,ent.3174.die,sounds03,1555
11038,idle,翼龙-待机,0,1,4,ent.3178.idle,sounds04,757
11039,foot1,翼龙-移动1,0,1,1,ent.3178.foot1,sounds01,579
11040,foot2,翼龙-移动2,0,1,1,ent.3178.foot2,sounds01,355
11041,attack,翼龙-攻击,0,1,2,ent.3178.attack,sounds02,1061
11042,hit,翼龙-受击,0,1,3,ent.3178.hit,sounds03,786
11043,die,翼龙-死亡,0,1,3,ent.3178.die,sounds03,751
11044,idle,副栉龙-待机,0,1,4,ent.3182.idle,sounds04,645
11045,foot1,副栉龙-移动1,0,1,1,ent.3182.foot1,sounds01,525
11046,foot2,副栉龙-移动2,0,1,1,ent.3182.foot2,sounds01,519
11047,attack,副栉龙-攻击,0,1,2,ent.3182.attack,sounds02,1017
11048,hit,副栉龙-受击,0,1,3,ent.3182.hit,sounds03,606
11049,die,副栉龙-死亡,0,1,3,ent.3182.die,sounds03,1226
11050,idle,迅猛龙-待机,0,1,4,ent.3185.idle,sounds04,661
11051,foot1,迅猛龙-移动1,0,1,1,ent.3185.foot1,sounds01,383
11052,foot2,迅猛龙-移动2,0,1,1,ent.3185.foot2,sounds01,471
11053,foot3,迅猛龙-移动3,0,1,1,ent.3185.foot3,sounds01,380
11054,attack,迅猛龙-攻击,0,1,2,ent.3185.attack,sounds02,591
11055,hit,迅猛龙-受击,0,1,3,ent.3185.hit,sounds03,792
11056,die,迅猛龙-死亡,0,1,3,ent.3185.die,sounds03,1319
11057,idle,双冠龙-待机,0,1,4,ent.3189.idle,sounds04,1329
11058,foot1,双冠龙-移动1,0,1,1,ent.3189.foot1,sounds01,534
11059,foot2,双冠龙-移动2,0,1,1,ent.3189.foot2,sounds01,533
11060,foot3,双冠龙-移动3,0,1,1,ent.3189.foot3,sounds01,637
11061,attack,双冠龙-攻击,0,1,2,ent.3189.attack,sounds02,398
11062,hit,双冠龙-受击,0,1,3,ent.3189.hit,sounds03,680
11063,die,双冠龙-死亡,0,1,3,ent.3189.die,sounds03,1484
11064,idle,剑龙-待机,0,1,4,ent.3191.idle,sounds04,2625
11065,foot1,剑龙-移动1,0,1,1,ent.3191.foot1,sounds01,1865
11066,foot2,剑龙-移动2,0,1,1,ent.3191.foot2,sounds01,1778
11067,foot3,剑龙-移动3,0,1,1,ent.3191.foot3,sounds01,1837
11068,attack,剑龙-攻击,0,1,2,ent.3191.attack,sounds02,1244
11069,hit,剑龙-受击,0,1,3,ent.3191.hit,sounds03,1035
11070,die,剑龙-死亡,0,1,3,ent.3191.die,sounds03,1559
11071,idle,霸王龙-待机,0,1,4,ent.3193.idle,sounds04,3407
11072,foot1,霸王龙-移动1,0,1,1,ent.3193.foot1,sounds01,1409
11073,foot2,霸王龙-移动2,0,1,1,ent.3193.foot2,sounds01,1423
11074,foot3,霸王龙-移动3,0,1,1,ent.3193.foot3,sounds01,1420
11075,attack,霸王龙-攻击,0,1,2,ent.3193.attack,sounds02,1063
11076,hit,霸王龙-受击,0,1,3,ent.3193.hit,sounds03,1143
11077,die,霸王龙-死亡,0,1,3,ent.3193.die,sounds03,1266
11078,idle,机械霸王龙-待机,0,1,4,ent.3197.idle,sounds04,1279
11079,foot1,机械霸王龙-移动1,0,1,1,ent.3197.foot1,sounds01,628
11080,foot2,机械霸王龙-移动2,0,1,1,ent.3197.foot2,sounds01,643
11081,attack,机械霸王龙-攻击,0,1,2,ent.3197.attack,sounds02,1301
11082,hit,机械霸王龙-受击,0,1,3,ent.3197.hit,sounds03,954
11083,die,机械霸王龙-死亡,0,1,3,ent.3197.die,sounds03,1369
11084,freeze,结冰,0,1,6,misc.freeze,sounds01,844
11085,freezebreak,碎冰,0,1,6,misc.freezebreak,sounds01,645
11086,hammercharge1,锤武器进行蓄力,0,1,5,item.12010.charge1,sounds05,2000
11087,hammercharge2,锤武器蓄力完成,0,1,5,item.12010.charge2,sounds05,2000
11088,hammercharge3,锤武器保持蓄力,0,1,5,item.12010.charge3,sounds05,2000
11089,hammercharge4,锤武器蓄力释放（砸地）,0,1,5,item.12010.charge4,sounds05,2000
11090,hammercharge4,锤武器蓄力释放（挥击）,0,1,5,item.12010.hammer_unleash,sounds05,2000
11091,pollution,虚空蛋爆炸,0,0,6,misc.pollution,sounds06,3000
11092,shuimoBGM,水墨风BGM,0,1,7,music.shuimoBGM,sounds07,65000
12001,shipLaser,飞船激光,1,1,5,ent.Zombie.Zombie_TransportPlane_Laser,sounds05,6000
12002,ShipFly,飞船飞行,1,1,5,ent.Zombie.Zombie_TransportPlane_Fly,sounds05,500
12003,ShipPosion,毒雾,1,1,5,ent.Zombie.Zombie_TransportPlane_Poison,sounds05,1000
12004,Zombie_BaseBall_Ball,,1,1,5,ent.Zombie.Zombie_BaseBall_Ball,sounds05,2000
12005,Zombie_BaseBall_ComeOn,,1,1,5,ent.Zombie.Zombie_BaseBall_ComeOn,sounds05,3000
12006,Zombie_BaseBall_Shock,,1,1,5,ent.Zombie.Zombie_BaseBall_Shock,sounds05,3000
12007,Zombie_BaseBall_Throw,,1,1,5,ent.Zombie.Zombie_BaseBall_Throw,sounds05,3000
12008,ButcherRelease,钩子僵尸出钩,0,0,5,ent.Zombie.Zombie_Butcher_Release,sounds05,1000
12009,ButcherHit,钩子僵尸收钩,0,0,5,ent.Zombie.Zombie_Butcher_Hit,sounds05,1000
12010,Zombie_Basic_Scare,普通僵尸惊吓,1,9,9,ent.Zombie.Zombie_Basic_Scare,sounds09,1000
12011,Zombie_Basic_Die,普通僵尸死亡,1,9,9,ent.Zombie.Zombie_Basic_Die,sounds09,1000
12012,Zombie_BuffMaker_Flash1,,1,9,9,ent.Zombie.Zombie_BuffMaker_Flash1,sounds09,1000
12013,Zombie_BuffMaker_Flash2,,1,9,9,ent.Zombie.Zombie_BuffMaker_Flash2,sounds09,1000
12014,Zombie_BuffMaker_LR,,1,9,9,ent.Zombie.Zombie_BuffMaker_LR,sounds09,1000
12015,Zombie_BuffMaker_Roll,,1,9,9,ent.Zombie.Zombie_BuffMaker_Roll,sounds09,1000
12016,Zombie_Qinbao_Release,,1,9,9,ent.Zombie.Zombie_Qinbao_Release,sounds09,3000
12017,Machine_Break,通用转速/转向不对破坏掉落,0,0,9,Machine.Machine_Break,sounds09,3000
12018,Machine_Spanner_Use,变相扳手，对方块使用时播放,0,0,9,Machine.Machine_Spanner_Use,sounds09,3000
12019,Power_HandWheel_Work,手轮，单次掰播放，长按会间隔播放,0,0,9,Machine.Power_HandWheel_Work,sounds09,3000
12020,Power_Cage_Work,动物轮，工作状态时循环播放，结束停止,0,0,9,Machine.Power_Cage_Work,sounds09,3000
12021,Power_Underfeed,蒸汽引擎、内燃引擎添加燃料时播放,0,0,9,Machine.Power_Underfeed,sounds09,3000
12022,Power_Windmill_Work,风车，工作时,0,0,9,Machine.Power_Windmill_Work,sounds09,3000
12023,Power_SteamEngine_Work,蒸汽引擎，工作状态时循环播放，结束停止,0,0,9,Machine.Power_SteamEngine_Work,sounds09,3000
12024,Power_CombustionEngines_Work,内燃引擎，工作状态时循环播放，结束停止,0,0,9,Machine.Power_CombustionEngines_Work,sounds09,3000
12025,Drive_Gearbox_Switch,变速器，交互变速时播放,0,0,9,Machine.Drive_Gearbox_Switch,sounds09,3000
12026,Drive_Clutch_Switch,离合器，切换开关时播放,0,0,9,Machine.Drive_Clutch_Switch,sounds09,3000
12027,Drive_Commutator_Switch,换向器，切换换向时播放,0,0,9,Machine.Drive_Commutator_Switch,sounds09,3000
12028,Drive_Shaft_Work,传动轴，工作状态时循环播放，结束停止,0,0,9,Machine.Drive_Shaft_Work,sounds09,3000
12029,Drive_Gear_Work,齿轮，工作状态时循环播放，结束停止,0,0,9,Machine.Drive_Gear_Work,sounds09,3000
12030,Drive_Chain_Work,链条，工作状态时循环播放，结束停止,0,0,9,Machine.Drive_Chain_Work,sounds09,3000
12031,Drive_TransferCase_Work,分动箱，工作状态时循环播放，结束停止,0,0,9,Machine.Drive_TransferCase_Work,sounds09,3000
12032,Flow_Funnel_Out,存取器，吐东西,0,0,9,Machine.Flow_Funnel_Out,sounds09,3000
12033,Flow_Funnel_Input,存取器，吸东西,0,0,9,Machine.Flow_Funnel_Input,sounds09,3000
12034,Flow_Diverter_Work,分流器，分流时播放,0,0,9,Machine.Flow_Diverter_Work,sounds09,3000
12035,Flow_Conveyor_Work,传送带，工作状态时循环播放，结束停止,0,0,9,Machine.Flow_Conveyor_Work,sounds09,3000
12036,Device_Drill_Work,钻头，工作时循环播，结束停止播，破坏方块播DigSound,0,0,9,Machine.Device_Drill_Work,sounds09,3000
12037,Device_Chainsaw_Work,木锯，工作时循环播，结束停止播，破坏方块播DigSound,0,0,9,Machine.Device_Chainsaw_Work,sounds09,3000
12038,Device_Harvester_Work,收割机，工作时循环播，结束停止播，破坏方块播DigSound,0,0,9,Machine.Device_Harvester_Work,sounds09,3000
12039,Device_Place_Work,置块机，工作时循环播，结束停止播，放置方块需要播方块的放置音效PlaceSound,0,0,9,Machine.Device_Place_Work,sounds09,3000
12040,Device_Paver_Work,筑路机，工作时循环播，结束停止播，放置方块需要播方块的放置音效PlaceSound，破坏方块播DigSound,0,0,9,Machine.Device_Paver_Work,sounds09,3000
12041,Device_Craft_Work,自动制作台，工作时循环播，结束停止播,0,0,9,Machine.Device_Craft_Work,sounds09,3000
12042,Device_Craft_Produce,自动制作台，合成成功时播放,0,0,9,Machine.Device_Craft_Produce,sounds09,3000
12043,Struct_Push_Work,推手，工作时循环播，结束停止播,0,0,9,Machine.Struct_Push_Work,sounds09,3000
12044,Struct_Pull_Work,推拉手，工作时循环播，结束停止播,0,0,9,Machine.Struct_Pull_Work,sounds09,3000
12045,Struct_Welding_Use,焊枪，点击使用时播放,0,0,9,Machine.Struct_Welding_Use,sounds09,3000
12046,Struct_WormGear_Work,蜗杆台，工作时循环播，结束停止播,0,0,9,Machine.Struct_WormGear_Work,sounds09,3000
12047,RainforestTemple_Summon,羽蛇神神庙召唤，放下雨林之眼后播放,0,0,9,misc.RainforestTemple_Summon,sounds09,3000
12048,Music_Quetzalcoatl_Battle,羽蛇神战斗音乐，接近羽蛇神播放（血条），渐入，离开后渐出,0,0,9,music.Music_Quetzalcoatl_Battle,sounds09,3000
12049,Technology_Age_Unlock,科技树，时代解锁,0,0,9,misc.Technology_Age_Unlock,sounds09,3000
12050,Technology_Unlock,科技树，科技解锁,0,0,9,misc.Technology_Unlock,sounds09,3000
12051,Quetzalcoatl_Poison,羽蛇神绿色毒发射声音,0,0,9,ent.3878.Quetzalcoatl_Poison,sounds09,3000
12052,Quetzalcoatl_Jump,羽蛇神蓄力砸的在空中的声音,0,0,9,ent.3878.Quetzalcoatl_Jump,sounds09,3000
12053,Quetzalcoatl_Drop,羽蛇神砸下的声音，需要点吼的声音,0,0,9,ent.3878.Quetzalcoatl_Drop,sounds09,3000
12054,Quetzalcoatl_Howl_Charge,羽蛇神吼之前的蓄力,0,0,9,ent.3878.Quetzalcoatl_Howl_Charge,sounds09,3000
12055,Quetzalcoatl_Howl_Release,羽蛇神吼的声音,0,0,9,ent.3878.Quetzalcoatl_Howl_Release,sounds09,3000
12056,Quetzalcoatl_Bite_Charge,羽蛇神撕咬的蓄力，叮一下之类的,0,0,9,ent.3878.Quetzalcoatl_Bite_Charge,sounds09,3000
12057,Quetzalcoatl_Bite_Release,羽蛇神撕咬的声音,0,0,9,ent.3878.Quetzalcoatl_Bite_Release,sounds09,3000
12058,Machine_Blocking,阻塞音效，机械阻塞时播放,0,0,9,Machine.Machine_Blocking,sounds09,3000
12059,Quetzalcoatl_Poison_boom,羽蛇神绿色毒爆炸声音,0,0,9,ent.3878.Quetzalcoatl_Poison_boom,sounds09,3000
12060,Mech_Acceleration,机甲加速跑音效,0,0,9,ent.3274.Mech_Acceleration,sounds09,3000
12061,Mech_Move,机甲移动音效,0,0,9,ent.3274.Mech_Move,sounds09,3000
12062,Mech_Die,机甲死亡音效,0,0,9,ent.3274.Mech_Die,sounds09,3000
12063,Mech_Jump,机甲跳跃音效,0,0,9,ent.3274.Mech_Jump,sounds09,3000
12064,Mech_Fix,机甲修复音效,0,0,9,ent.3274.Mech_Fix,sounds09,3000
12065,Mech_BaTian_Admission,霸天机甲出场音效,0,0,9,ent.3274.Mech_BaTian_Admission,sounds09,3000
12066,Mech_LieDi_Admission,裂地机甲出场音效,0,0,9,ent.3275.Mech_LieDi_Admission,sounds09,3000
13000,ent.3278.Cat_Under_attack,猫咪受到攻击时播放受击音效,1,1,3,ent.3278.Cat_Under_attack,sounds03,140
13001,ent.3278.Cat_Snoring,猫咪睡觉时的打呼声,1,1,2,ent.3278.Cat_Snoring,sounds02,12180
13002,ent.3278.Cat_Feeling_frightened,猫咪受到惊吓时播放,1,1,2,ent.3278.Cat_Feeling_frightened,sounds02,230
13003,ent.3278.Cat_huff,猫咪哈气时播放,1,1,2,ent.3278.Cat_huff,sounds02,1010
13004,ent.3278.Cat_Death,猫咪死亡时播放,1,1,3,ent.3278.Cat_Death,sounds03,1240
13005,ent.3278.Cat_Meme1,猫Meme1：抱头猫,1,1,2,ent.3278.Cat_Meme1,sounds02,2290
13006,ent.3278.Cat_Meme2,猫Meme2：歪头猫,1,1,2,ent.3278.Cat_Meme2,sounds02,210
13007,ent.3278.Cat_Meme3,猫Meme3：Happy猫,1,1,2,ent.3278.Cat_Meme3,sounds02,9110
13008,ent.3278.Cat_friendly,猫咪靠近玩家时播放,1,1,2,ent.3278.Cat_friendly,sounds02,1090
13009,ent.3279.LittleCat_Death,小猫咪死亡时播放,1,1,3,ent.3279.LittleCat_Death,sounds03,240
13010,ent.3279.LittleCat_Under_attack,小猫咪受到攻击时播放受击音效,1,1,3,ent.3279.LittleCat_Under_attack,sounds03,120
13011,ent.3276.Dog_Pant,大狗被吸引、驯服、玩耍时播放的，吐舌头喘气效果,1,1,2,ent.3276.Dog_Pant,sounds02,2230
13012,ent.3276.Dog_Whimper,死亡时播放大狗呜咽,1,1,3,ent.3276.Dog_Whimper,sounds03,1030
13013,ent.3276.Dog_Snor,睡觉时播放小声的打呼声,1,1,2,ent.3276.Dog_Snor,sounds02,1140
13014,ent.3276.Dog_Chase,大狗之间的追逐声，喘息吠叫,1,1,2,ent.3276.Dog_Chase,sounds02,12040
13015,ent.3276.Dog_Warn,吓唬、有敌对入侵、主人被打，发出警报吠叫,1,1,2,ent.3276.Dog_Warn,sounds02,2210
13016,ent.3276.Dog_Threat,靠近过发出低吼吠叫声,1,1,2,ent.3276.Dog_Threat,sounds02,6190
13017,ent.3277.LitterDog_Whimper,死亡时播放小狗呜咽,1,1,3,ent.3277.LitterDog_Whimper,sounds03,1130
13018,ent.3277.LitterDog_happy,小狗之间追逐、吓唬周围小鸡时候播放快乐吠叫,1,1,2,ent.3277.LitterDog_happy,sounds02,1270
13019,ent.3284.animal_pig_oink1,猪受击时播放,1,1,3,ent.3284.animal_pig_oink1,sounds03,110
13020,ent.3284.animal_pig_oink2,猪死亡时播放,1,1,3,ent.3284.animal_pig_oink2,sounds03,150
13021,ent.3284.animal_pig_oink4,猪移动时播放,1,1,1,ent.3284.animal_pig_oink4,sounds01,100
13022,ent.3284.animal_pig_oink5,猪被喂食时播放,1,1,2,ent.3284.animal_pig_oink5,sounds02,1180
13023,ent.3284.animal_pig_oink6,猪触发拱地动作时播放,1,1,2,ent.3284.animal_pig_oink6,sounds02,240
13024,ent.3284.animal_pig_oink7,猪触发待机动作打滚时播放,1,1,4,ent.3284.animal_pig_oink7,sounds04,1100
13025,ent.3284.animal_pig_oink11,猪触发待机动作拱鼻子时播放,1,1,4,ent.3284.animal_pig_oink11,sounds04,280
13026,ent.3284.animal_pig_oink8,猪触发待机动作扑腾时播放,1,1,4,ent.3284.animal_pig_oink8,sounds04,220
