id(给翻译用的字段，使用tobiome的gm指令时，id-1000就是地形id了),名字,备注,中文名,最低高度（区间-2到2，2=对比值128）,梯度（0到2）,温度(0-100 影响植物生长和天气变化),湿度[0-100 影响植物生长],填充块,填充深度(从顶层开始算）,顶层块,草颜色,草地噪声颜色,水颜色偏色,水下雾效颜色,水下雾效颜色变化深度（跟左边字段必须数量对应）,"天空盒类型:0 默认基础晴天。 1：草原森林类  2：沙漠类  3：冰原类 4： 沼泽湿地类， 5： 火山类, 6: 雨林 ，7：丛林，8：针叶林，9：高山（峭壁），10:海洋， 11 :空岛，12：盆地 13：萌眼星 14 烈焰星，15 草原 ，16 河流 ，17 干旱草原，18 发光空岛，19 荧菇平原，20 星影森林，21 巨菇林 ，22 星辉湖泊 ，23 昏暗树林，24 破碎离岛及虚空，25 腐化遗岛（boss战）",是否可以下雨,是否可以下雪,晴天系数,雨天系数,雷暴系数,树生成次数/每区块,星站建筑,简易罐子,陶土罐子,彩陶罐子,野生玉米,荆棘草,绿色荆棘,枯萎荆棘,红色卫矛,风铃花,若兰,星辰花,龙血花,风信子,龙爪草,龙血树,白椰花,黄钟花,野蔷薇,冬温花,庇佑雪莲,巨布鲁果,巨鳞羽果,枯草,土笋,洋红毒菇,水草,海带,漂浮的花瓣,漂浮的木板,红藻,宝石花珊瑚2,宝石花珊瑚3,宝石花珊瑚4,宝石花珊瑚5,宝石花珊瑚6,宝石花珊瑚7,独葵,荧光彩虹草,仙人掌,红色龙舌兰,粉色龙舌兰,橙色龙舌兰,灰色龙舌兰,草(%几率选择1个区块256格*128方块尝试）,大刍草,硫黄晶砂,鸡窝,落花堆,灌木丛,散落的石块,枯草,桃花堆,小花堆,落叶堆,荧光落叶,银杏落叶堆,枫叶堆,蓝花楹叶堆,秋胡杨叶堆,棉花,荧光棒藻,无球锯齿蕨,菠萝,彼岸花,白化角珊瑚,白色野花,蓝色野花,黄色野花,黄色菊花,蓝色菊花,橙色菊花,粉蝶花,薰衣草,荧光小草,荧光落叶,星光菌,蒲公英,狗尾草,芦苇,油菜花,郁金香,三叶草,荷叶,浮萍,水藻,荷花,蕨,紫色三角梅,白色三角梅,紫色地栽三角梅,白色地栽三角梅,水稻,白化气泡珊瑚,白化圆盘珊瑚,白化树珊瑚,随机白化珊瑚,角珊瑚,气泡珊瑚,圆盘珊瑚,树珊瑚,随机活珊瑚,巨型扇贝,枯灌木丛,浆果丛,沙棘,玉米（新）,独葵（新）,水稻（新）,莲藕（新）,胡萝卜,南瓜（新）,星点草,荧菇,茸草,败草,败草丛,蘑古碎石,荧菇丛,恶棘藤,蘑晶石矿,光须茸草,星影落叶堆,星辉落叶堆,虚空之花,蹦床菇,星露莓丛,星芒麦,星辉花,星辉莲花,星辉浮藻,荧光藻,星水草,星辉三叶草,星辉四叶草,大蘑晶石矿,晶髓花,腐化败草,滑伞菇,幻觉菇,世界ID,环境温度（白天（8~20点）/黑夜的温度）,气候组（枚举在biomegroupdef）,焦散强度(0-1)
id,TypeName,,Name,MinHeight,MaxHeight,Heat,Humid,FillBlock,FillDepth,TopBlock,GrassColor,GrassBlendColor,WaterColor,WaterFogColor,WaterFogDepth,skyboxType,EnableRain,EnableSnow,ClearModulus,RainModulus,ThunderModulus,ChunkTrees,ChunkStarStation,ChunkJar737,ChunkJar738,ChunkJar739,ChunkGrass243,ChunkGrass238,ChunkGrass151024,ChunkGrass151025,ChunkGrass151026,ChunkFlowers300,ChunkFlowers301,ChunkFlowers302,ChunkFlowers303,ChunkFlowers304,ChunkFlowers305,ChunkFlowers306,ChunkFlowers311,ChunkFlowers312,ChunkFlowers313,ChunkFlowers761,ChunkFlowers764,ChunkPumpkin,ChunkWatermelon,ChunkDeadBush,ChunkMushroom,ChunkRedPoisonousMushroom,ChunkSeaPlants245,ChunkSeaPlants246,ChunkFloatingFlower,ChunkFloatingplank,ChunkCorals314,ChunkCorals315,ChunkCorals316,ChunkCorals317,ChunkCorals318,ChunkCorals319,ChunkCorals320,ChunkReeds,ChunkRainbowGrass,ChunkCactus,ChunkFlowers307,ChunkFlowers310,ChunkFlowers308,ChunkFlowers309,ChunkGrass224,ChunkGrass151028,ChunkCrystal,ChunkNest,ChunkPile,ChunkBush,ChunkGrass110,ChunkGrass225,ChunkGrass321,ChunkGrass322,ChunkGrass323,ChunkGrass150058,ChunkGrass151020,ChunkGrass151021,ChunkGrass151022,ChunkGrass151023,ChunkCotton,ChunkSeaPlants495,ChunkJaggedFern287,ChunkPineapple1187,ChunkShoreflower1186,ChunkNewCorals487,ChunkFlowers150049,ChunkFlowers150050,ChunkFlowers150051,ChunkFlowers150052,ChunkFlowers150053,ChunkFlowers150054,ChunkFlowers150055,ChunkFlowers150056,ChunkFlowers150057,ChunkFlowers150058,ChunkFlowers150059,ChunkFlowers150060,ChunkFlowers150061,ChunkFlowers150062,ChunkFlowers150063,ChunkFlowers150064,ChunkFlowers150065,ChunkWaterlily,ChunkDuckweed,ChunkWaterweed,ChunkLotusFlower,ChunkFlowers150069,ChunkFlowers150070,ChunkFlowers150071,ChunkFlowers150075,ChunkFlowers150076,ChunkRice,ChunkNewCorals489,ChunkNewCorals491,ChunkNewCorals493,ChunkRandomDeadCorals,ChunkNewCorals486,ChunkNewCorals488,ChunkNewCorals490,ChunkNewCorals492,ChunkRandomCorals,ChunkGiantScallops346,ChunkDeadThicket763,ChunkBornMaturePlants200193,ChunkBornMaturePlants200194,ChunkBornMaturePlants200195,ChunkBornMaturePlants200196,ChunkPaddyPlants200197,ChunkPaddyPlants200198,ChunkBornMaturePlants200199,ChunkBornMaturePlants200219,ChunkGrass388,ChunkGrass200254,ChunkGrass293,ChunkGrass347,ChunkGrass151032,ChunkGrass201906,ChunkGrass201909,ChunkGrass151031,ChunkGrass201907,ChunkGrass235,ChunkGrass151030,ChunkGrass151029,ChunkFlowers200417,ChunkGrass201920,ChunkGrass201921,ChunkGrass201917,ChunkFlowers201912,ChunkGrass201923,ChunkGrass201924,ChunkGrass201926,ChunkGrass201922,ChunkGrass201914,ChunkGrass201915,ChunkGrass201908,ChunkGrass201919,ChunkGrass381,ChunkGrass201930,ChunkGrass200253,MapId,Temperature,BiomeGroupID,CausticsPower
-1,Times,,尝试生成次数,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,0,6,5,8,0,2,10,10,20,6,5,5,5,10,5,5,6,5,50,6,6,8,6,100,3,2,4,7,10,3,5,0,0,0,0,0,0,0,0,3,5,5,5,5,100,15,2,4,0,3,45,30,100,5,30,30,30,30,30,30,50,10,5,3,3,3,30,30,30,100,100,100,100,100,5,5,3,50,18,50,100,100,20,10,5,5,5,3,100,100,30,20,0,3,3,3,1,5,5,5,5,5,2,4,17,10,17,8,50,50,20,20,10,10,10,30,10,10,5,8,5,10,20,5,10,5,10,10,6,5,10,15,10,10,3,5,5,30,10,10,,,,0.45
1054,ISLAND_SHORE_REEF,迷拉星-海洋-珊瑚岛,珊瑚岛海岸,-0.4,0.4,50,90,25,5,25,8859c0,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,10,1,0,2,0.5,0.3,-100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2|2,2,0.45
1055,ISLAND_LAND_REEF,迷拉星-海洋-珊瑚岛,珊瑚岛岛心,-0.1,0.6,50,90,25,5,128,8859c0,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,10,1,0,2,0.5,0.3,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,80,0,15000,15000,15000,15000,300,50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2|2,2,0.45
1064,CANYON,迷拉星-峡谷,峡谷,-0.7,0.3,65,40,0,14,0,5d7e1b,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,1,1,0,2,0.5,0.3,1,0,100,0,100,0,50,0,0,0,300,0,0,0,0,100,0,0,·,0,0,0,100,100,0,2000,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,700,105,0,10,0,,75,0,0,0,0,0,0,0,0,0,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,60,0,70,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2|0,1,0.45
1065,CANYON_EAGE,迷拉星-峡谷-峡谷边缘,峡谷边缘,1,0.6,65,40,0,1,0,5d7e1b,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,1,1,0,2,0.5,0.3,1,0,100,0,0,0,50,0,0,0,300,0,0,0,0,100,0,0,300,0,0,0,100,100,0,2000,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,700,105,0,10,0,,75,0,0,0,0,0,0,0,0,0,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,30,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2|0,1,0.45
1066,PLAINS_ARID,迷拉星-草原-干旱草原,干旱草原,0.1,0.1,65,40,101,3,100,ffbd4e,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,17,1,0,2,0.5,0.3,1,0,100,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2000,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,300,0,10,0,,115,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2|0,1,0.45
1067,PLAINS_DANDELION,迷拉星-草原-蒲公英花海,草原蒲公英花海,0.1,0.1,65,40,101,3,100,46a922,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,15,1,0,2,0.5,0.3,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,225,0,0,0,,115,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,20,0,0,0,0,0,0,0,0,0,20,780,50,0,0,0,0,0,0,20,0,200,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2|0,1,0.45
1068,PLAINS_RAPESEED,迷拉星-草原-油菜花海,草原油菜花海,0.1,0.1,65,40,101,3,100,326815,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,15,1,0,2,0.5,0.3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,150,0,0,0,,60,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,300,0,0,0,0,0,0,0,0,0,20,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2|0,1,0.45
1069,FOREST_LAVENDER,迷拉星-森林-薰衣草花海,森林薰衣草花海,0.1,0.1,62,62,101,3,100,3a8c27,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,1,1,0,1.5,0.6,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,120,0,0,0,,80,0,0,0,20,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,60,0,800,50,0,10,0,0,0,0,0,0,0,10,20,0,100,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2|0,1,0.45
1070,FOREST_FOXTAIL,迷拉星-森林-狗尾草海,森林狗尾草海,0.1,0.1,62,62,101,3,100,3a8c27,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,1,1,0,1.5,0.6,0.35,20,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,150,0,0,0,,100,0,0,0,50,0,0,0,0,0,0,0,0,0,,0,20,0,50,0,0,0,0,0,0,0,10,0,1200,0,0,0,0,0,10,20,0,300,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2|0,1,0.45
1071,FOREST_CHRYSANTH,迷拉星-森林-菊花花海,森林菊花花海,0.1,0.1,62,62,101,3,100,3a8c27,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,1,1,0,1.5,0.6,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,150,0,0,0,,90,0,0,0,20,0,0,0,0,0,0,0,0,0,,0,0,0,0,400,300,300,0,0,50,0,20,0,20,0,0,0,0,0,10,20,0,200,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2|0,1,0.45
1072,BASIN_RICE,迷拉星-盆地-稻田,盆地稻田,0.1,0.1,70,40,101,3,100,3c6e60,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,12,1,1,1.5,0.7,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,90,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,600,500,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2|0,1,0.45
1073,SWAMPLAND_RIVERSIDE,迷拉星-沼泽-沼泽河畔,沼泽河畔,-0.2,0.1,62,87,101,3,100,2d5128,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,4,1,0,1.5,0.6,0.35,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,150,0,5,0,,15,0,0,0,50,0,0,0,0,0,0,0,0,0,,0,10,0,0,0,0,0,0,0,0,0,10,0,0,1300,0,0,0,5,200,10,0,150,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2|0,7,0.45
1074,AIRISLAND_SHINE,迷拉星-粉蝶花空岛,粉蝶花空岛,0.1,0.1,62,62,101,3,100,245a0a,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,18,1,0,1.5,1,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,120,0,0,0,,15,0,0,0,50,0,0,0,0,0,0,0,0,0,,0,60,50,0,0,0,0,800,0,30,0,5,0,0,0,0,0,0,50,30,10,5,150,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0|0,1,0.45
1075,EXTREMEHILLS_PLUM,迷拉星-三角梅峭壁,三角梅峭壁,0.5,1.9,35,40,101,3,100,26542d,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,9,0,1,2,0.5,0.3,50,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,150,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,150,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,30,0,100,200,300,800,100,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0|-2,1,0.45
1076,ISLAND_LAND_TULIP,迷拉星-海洋-郁金香岛心,郁金香岛心,0.1,0.1,80,40,101,5,100,3d9300,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,10,0,0,2,0.2,0.2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,120,0,0,0,,15,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,100,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2|2,2,0.45
1077,ISLAND_SHORE_TULIP,迷拉星-海洋-郁金香海岸,郁金香海岸,0.05,0.1,80,50,29,5,29,3d9300,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,10,0,0,2,0.3,0.2,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,15,0,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,60,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2|2,2,0.45
1078,DESERT_CITY,迷拉星-城镇,末日城镇,0.18,0.0001,95,12,547,1,29,568c2e,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,1,0,0,2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4|-4,1,0.45
1079,DESERT_HUYANG,迷拉星-沙漠-胡杨林,沙漠胡杨林,0.18,0.2,95,12,101,3,100,ffce95,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,2,0,0,2,0.3,0,450,0,100,0,0,0,100,0,120,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,150,0,0,0,,30,0,0,0,0,0,0,0,0,1000,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4|-4,3,0.45
1080,JUNGLE_LANHUAYING,迷拉星-丛林-蓝花楹树林,丛林蓝花楹树林,0.2,0.4,75,60,101,3,100,ec98ff,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,7,1,0,2,0.6,0.35,500,0,100,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,150,0,10,0,,45,0,0,0,0,0,0,0,2000,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,5,30,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2|0,1,0.45
1081,EXTREMEHILLS_FENGYE,迷拉星-峭壁-枫叶林,峭壁枫叶林,0.5,1.9,35,40,101,3,100,94591d,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,9,0,1,2,0.5,0.3,400,0,100,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,180,0,0,0,0,45,0,0,0,0,0,0,2000,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,10,20,0,300,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0|-2,1,0.45
1082,EXTREMEHILLS_YINXING,迷拉星-峭壁-银杏林,峭壁银杏林,0.5,1.9,35,40,101,3,100,94591d,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,9,0,1,2,0.5,0.3,500,0,100,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,180,0,0,0,0,45,0,0,0,0,0,2000,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,10,20,0,300,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0|-2,1,0.45
1083,PLAINS_LAKE,迷拉星-草原-湖泊,草原湖泊,-0.5,0,65,40,101,3,100,46a922,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,15,1,0,2,0.5,0,1,0,100,0,0,0,50,0,0,0,300,0,0,0,0,0,0,0,300,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,375,0,10,0,,75,0,0,0,0,0,0,0,0,0,6,0,0,0,,0,0,0,0,0,0,0,0,0,30,0,10,6,20,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,,0,0,0,0,,,,60,0,70,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2|0,1,0.45
1084,BASIN_LAKE,迷拉星-盆地-湖泊,盆地湖泊,-0.5,0,70,40,101,3,100,3a6a5c,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,12,1,0,2,0.7,0,600,0,100,0,0,0,200,0,0,0,0,0,0,100,0,0,0,0,150,0,0,0,0,0,0,2000,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,180,0,10,100,,45,0,0,20,0,0,0,0,0,0,3,0,0,0,,0,20,0,80,0,0,0,0,0,0,0,0,0,0,3,0,0,0,120,80,5,30,300,0,0,0,0,0,0,0,0,,0,0,0,0,,,,60,0,70,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2|0,1,0.45
1085,FOREST_LAKE,迷拉星-森林-湖泊,森林湖泊,-0.5,0,62,62,101,3,100,3a8c27,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,1,1,0,2,0.6,0,400,0,100,0,0,0,5,0,0,0,0,50,0,0,0,0,0,0,150,4,0,0,0,0,0,20,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,150,0,15,0,,75,0,0,0,800,0,0,0,0,0,3,0,0,0,,0,20,0,0,0,0,0,0,0,30,0,10,0,60,0,0,0,50,0,10,30,0,200,0,0,0,0,0,0,0,0,,0,0,0,0,,,,60,0,70,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2|0,1,0.45
1086,TAIGA_LAKE,迷拉星-针叶林-湖泊,针叶林湖泊,-0.5,0,37,50,101,3,100,535946,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,8,1,1,2,0.6,0,700,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,180,0,10,0,,75,0,0,0,0,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,40,0,10,0,0,0,0,0,0,0,30,10,0,600,0,0,0,0,0,0,0,0,,0,0,0,0,,,,60,0,70,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0|-2,4,0.45
1087,RAINFOREST_LAKE,迷拉星-雨林-湖泊,雨林湖泊,-0.5,0,75,60,101,3,100,2e4c2d,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,6,1,0,2,0.6,0,700,0,100,0,0,0,200,,,,0,0,50,0,0,0,300,0,0,0,0,0,0,400,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,120,0,50,0,200,45,0,0,0,500,0,0,0,0,0,3,0,0,0,,0,50,20,0,0,0,0,0,0,80,0,30,0,0,0,0,0,40,0,100,20,0,100,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2|0,7,0.45
