id,名称,预制文件名,必填/插件用/不能有空格,英文名字,备注,海外开放（0和空为在国内海外都开放，1为只在国内开放，2为只在海外开放）,描述,名称显示,描述显示,背包容量,饥饿度,饥饿度消耗速率,模型名字,模型贴图ID,ICON,幼年ID,创建ID（大生物生成时创建小生物的ID）,创建概率,"类型: 0-怪物, 1-动物, 2-稀有动物, 3-水生物, 4-移动工具，5-村民（商人）, 6-boss, 7-Npc，8-飞行生物， 9球，10-村民（新野人），11-三栖生物",编辑类型（1生物，2怪物）,编辑模板(0不是模板1是模板),触发器类型（1是动物 2是怪物 3是坐骑 4是村民-人形生物 5是载具）,"怪物属性(0-玩家和npc, 1-野兽,  2-野人,  3-精英,  4-虚空， 5-机械 ，6-外星 ，7-水生 ，8-飞行)",Tick周期,Tick脚本,生命,韧性,韧性恢复（每秒恢复量）,击退抗性,生命加强系数,物理防御,近程物理防御,远程物理防御,爆炸防御,元素防御,燃烧防御,毒素防御,混乱防御,冰冻防御,防御加强系数,"攻击类型:0近程,1:远程,2:爆炸",攻击,削韧值（默认5）,攻击附带buff,元素攻击,燃烧攻击,毒素攻击,混乱攻击,闪电攻击,冰冻攻击,攻击buff（近战）,攻击加强系数,攻击动作时间1/20秒,攻击范围/通用近战范围=1.6,视野范围,质量,高度,宽度,厚度,受击高度,受击宽度,受击厚度,转身速度（默认值30角度，每个tick转多少度）,移动速度,出生灯光上限,出生需要阳光,出生最低高度,出生最高高度,出生最低时间,出生最高时间,出生最低温度,出生最高温度,刷新数量上限,怪物群数量,拾取物品几率,怪物装备组id,怪物装备的几率,掉落1组,掉落1组几率,掉落2组,掉落2组几率,掉落id1,掉落1几率,掉落1数量,掉落id2,掉落2几率,掉落2数量,掉落id3,掉落3几率,掉落3数量,燃烧掉落,燃烧掉落概率,掉落经验,掉落经验概率,掉落的星星数量（数组，两个值随机）,掉落等级经验,主动攻击（1受伤后一起逃跑）,喂养物品id（弃用）,喂养成功几率（弃用）,可否驯养,可否繁殖（弃用）,成长时间（弃用）,可否骑乘（弃用）,是否可对话,受伤声音,死亡声音,说话声音,走路声音,攻击声音1,攻击冷却声音1,攻击声音2,攻击冷却声音2,携带特效,受击特效,死亡特效,模型放缩,模型随机缩放范围下限,击杀分数,繁殖分数,驯服分数,队伍（0= 无队伍， 1 = 队伍1，2=队伍2，99 = 队伍99  ， 101=村落1，102=村落2，199=村落99， 201 = 中立敌对， 202=中立被动）,默认对白,开发者脚本屏蔽召唤（0允许 1禁止）,备注,预缩放(触发器),繁殖类型（1哺乳、2鸟纲，没有填则无法繁殖，哺乳需要草垛，鸟纲需要窝）,"饲料类型（1,1草食消耗1次、1,2草食消耗2次、1,3草食消耗3次、2,1肉食消耗1次、2,2肉食消耗2次、2,3肉食消耗3次、3,1杂食消耗1次、3,2杂食消耗2次、3,3杂食消耗3次）",变蛋枪可否变蛋,温度防御,出生自带buff,出生自带buff组（用|隔开）,初始好感度,好感度上限,AI配置,移动能力 [行走， 游泳，飞行，爬行(暂时不支持)],标签
45390,星月魔毯,,,,,,,,,,,,110100,3,4541,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,120,160,200,120,160,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4541.hit,ent.4541.die,ent.4541.idle,ent.4541.foot,ent.4541.attack1,,ent.4541.attack2,,horse_4541_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
4542,机械鸟0级,,,,,,,,,,,,110101,,4542,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,120,160,200,120,160,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4545.hit,ent.4545.die,ent.4545.idle,ent.4545.foot,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,
4543,咕咕,,,,,,,,,,,,110101,1,4543,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,300,120,160,280,180,180,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4545.hit,ent.4545.die,ent.4545.idle,ent.4545.foot,,,,,horse_4543_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
4544,咕咕,,,,,,,,,,,,110101,1,4543,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,300,120,160,280,180,180,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4545.hit,ent.4545.die,ent.4545.idle,ent.4545.foot,,,,,horse_4543_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
4545,咕咕,,,,,,,,,,,,110101,1,4543,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,300,120,160,280,180,180,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4545.hit,ent.4545.die,ent.4545.idle,ent.4545.foot,,,,,horse_4543_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45424,咕咕,,,,,,,,,,,,110101,1,4543,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,300,120,160,280,180,180,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4545.hit,ent.4545.die,ent.4545.idle,ent.4545.foot,,,,,horse_4543_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45425,炼金雀,,,,,,,,,,,,110101,2,4544,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,400,120,160,280,180,180,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4545.hit,ent.4545.die,ent.4545.idle,ent.4545.foot,ent.4545.attack1,,ent.4545.attack2,,horse_4544_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45426,炼金雀,,,,,,,,,,,,110101,2,4544,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,400,120,160,280,180,180,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4545.hit,ent.4545.die,ent.4545.idle,ent.4545.foot,ent.4545.attack1,,ent.4545.attack2,,horse_4544_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45427,炼金雀,,,,,,,,,,,,110101,2,4544,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,400,120,160,280,180,180,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4545.hit,ent.4545.die,ent.4545.idle,ent.4545.foot,ent.4545.attack1,,ent.4545.attack2,,horse_4544_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45428,炼金雀,,,,,,,,,,,,110101,2,4544,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,400,120,160,280,180,180,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4545.hit,ent.4545.die,ent.4545.idle,ent.4545.foot,ent.4545.attack1,,ent.4545.attack2,,horse_4544_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45429,炼金雀,,,,,,,,,,,,110101,2,4544,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,400,120,160,280,180,180,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4545.hit,ent.4545.die,ent.4545.idle,ent.4545.foot,ent.4545.attack1,,ent.4545.attack2,,horse_4544_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45430,千机隼,,,,,,,,,,,,110101,3,4545,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,420,120,160,280,180,180,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4545.hit,ent.4545.die,ent.4545.idle,ent.4545.foot,ent.4545.attack1,,ent.4545.attack2,,horse_4545_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
4546,打碟机0级,,,,,,,,,,,,110102,,4546,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,200,160,200,120,160,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4547.hit,ent.4547.die,ent.4547.idle,ent.4547.foot,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,
4547,最强音浪,,,,,,,,,,,,110102,1,4547,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,200,160,200,120,160,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4547.hit,ent.4547.die,ent.4547.idle,ent.4547.foot,ent.4547.attack1,,,,horse_4547_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
4548,最强音浪,,,,,,,,,,,,110102,1,4547,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,200,160,200,120,160,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4547.hit,ent.4547.die,ent.4547.idle,ent.4547.foot,ent.4547.attack1,,,,horse_4547_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45463,最强音浪,,,,,,,,,,,,110102,1,4547,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,200,160,200,120,160,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4547.hit,ent.4547.die,ent.4547.idle,ent.4547.foot,ent.4547.attack1,,,,horse_4547_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45464,最强音浪,,,,,,,,,,,,110102,1,4547,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,200,160,200,120,160,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4547.hit,ent.4547.die,ent.4547.idle,ent.4547.foot,ent.4547.attack1,,,,horse_4547_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45465,最强音浪,,,,,,,,,,,,110102,1,4547,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,200,160,200,120,160,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4547.hit,ent.4547.die,ent.4547.idle,ent.4547.foot,ent.4547.attack1,,,,horse_4547_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45466,最强音浪,,,,,,,,,,,,110102,1,4547,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,200,160,200,120,160,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4547.hit,ent.4547.die,ent.4547.idle,ent.4547.foot,ent.4547.attack1,,,,horse_4547_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45467,最强音浪,,,,,,,,,,,,110102,1,4547,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,200,160,200,120,160,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4547.hit,ent.4547.die,ent.4547.idle,ent.4547.foot,ent.4547.attack1,,,,horse_4547_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45468,最强音浪,,,,,,,,,,,,110102,1,4547,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,200,160,200,120,160,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4547.hit,ent.4547.die,ent.4547.idle,ent.4547.foot,ent.4547.attack1,,,,horse_4547_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45469,最强音浪,,,,,,,,,,,,110102,1,4547,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,200,160,200,120,160,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4547.hit,ent.4547.die,ent.4547.idle,ent.4547.foot,ent.4547.attack1,,,,horse_4547_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45470,无限电音,,,,,,,,,,,,110102,2,4548,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,200,160,200,120,160,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4547.hit,ent.4547.die,ent.4547.idle,ent.4547.foot,ent.4547.attack2,,,,horse_4548_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
4549,花架0级,,,,,,,,,,,,110103,,4549,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,200,160,300,180,180,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4550.hit,ent.4550.die,ent.4550.idle,ent.4550.foot,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,
4550,云中花架,,,,,,,,,,,,110103,1,4550,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,400,200,160,300,180,180,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4550.hit,ent.4550.die,ent.4550.idle,ent.4550.foot,ent.4550.attack1,,,,horse_4550_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
4551,云中花架,,,,,,,,,,,,110103,1,4550,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,400,200,160,300,180,180,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4550.hit,ent.4550.die,ent.4550.idle,ent.4550.foot,ent.4550.attack1,,,,horse_4550_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45493,云中花架,,,,,,,,,,,,110103,1,4550,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,400,200,160,300,180,180,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4550.hit,ent.4550.die,ent.4550.idle,ent.4550.foot,ent.4550.attack1,,,,horse_4550_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45494,云中花架,,,,,,,,,,,,110103,1,4550,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,400,200,160,300,180,180,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4550.hit,ent.4550.die,ent.4550.idle,ent.4550.foot,ent.4550.attack1,,,,horse_4550_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45495,云中花架,,,,,,,,,,,,110103,1,4550,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,400,200,160,300,180,180,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4550.hit,ent.4550.die,ent.4550.idle,ent.4550.foot,ent.4550.attack1,,,,horse_4550_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45496,云中花架,,,,,,,,,,,,110103,1,4550,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,400,200,160,300,180,180,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4550.hit,ent.4550.die,ent.4550.idle,ent.4550.foot,ent.4550.attack1,,,,horse_4550_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45497,云中花架,,,,,,,,,,,,110103,1,4550,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,400,200,160,300,180,180,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4550.hit,ent.4550.die,ent.4550.idle,ent.4550.foot,ent.4550.attack1,,,,horse_4550_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45498,云中花架,,,,,,,,,,,,110103,1,4550,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,400,200,160,300,180,180,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4550.hit,ent.4550.die,ent.4550.idle,ent.4550.foot,ent.4550.attack1,,,,horse_4550_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45499,云中花架,,,,,,,,,,,,110103,1,4550,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,400,200,160,300,180,180,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4550.hit,ent.4550.die,ent.4550.idle,ent.4550.foot,ent.4550.attack1,,,,horse_4550_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45500,云梦花舞,,,,,,,,,,,,110103,2,4551,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,420,200,160,300,180,180,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4550.hit,ent.4550.die,ent.4550.idle,ent.4550.foot,ent.4550.attack1,,,,horse_4551_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
4552,扇子0级,,,,,,,,,,,,110104,,4552,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,120,160,300,300,220,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4553.hit,ent.4553.die,ent.4553.idle,ent.4553.foot,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,
4553,水云游,,,,,,,,,,,,110104,1,4553,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,120,160,300,300,220,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4553.hit,ent.4553.die,ent.4553.idle,ent.4553.foot,ent.4553.attack1,,,,horse_4553_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
4554,水云游,,,,,,,,,,,,110104,1,4553,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,120,160,300,300,220,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4553.hit,ent.4553.die,ent.4553.idle,ent.4553.foot,ent.4553.attack1,,,,horse_4553_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45523,水云游,,,,,,,,,,,,110104,1,4553,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,120,160,300,300,220,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4553.hit,ent.4553.die,ent.4553.idle,ent.4553.foot,ent.4553.attack1,,,,horse_4553_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45524,水云游,,,,,,,,,,,,110104,1,4553,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,120,160,300,300,220,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4553.hit,ent.4553.die,ent.4553.idle,ent.4553.foot,ent.4553.attack1,,,,horse_4553_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45525,水云游,,,,,,,,,,,,110104,1,4553,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,120,160,300,300,220,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4553.hit,ent.4553.die,ent.4553.idle,ent.4553.foot,ent.4553.attack1,,,,horse_4553_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45526,水云游,,,,,,,,,,,,110104,1,4553,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,120,160,300,300,220,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4553.hit,ent.4553.die,ent.4553.idle,ent.4553.foot,ent.4553.attack1,,,,horse_4553_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45527,水云游,,,,,,,,,,,,110104,1,4553,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,120,160,300,300,220,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4553.hit,ent.4553.die,ent.4553.idle,ent.4553.foot,ent.4553.attack1,,,,horse_4553_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45528,水云游,,,,,,,,,,,,110104,1,4553,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,120,160,300,300,220,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4553.hit,ent.4553.die,ent.4553.idle,ent.4553.foot,ent.4553.attack1,,,,horse_4553_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45529,水云游,,,,,,,,,,,,110104,1,4553,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,120,160,300,300,220,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4553.hit,ent.4553.die,ent.4553.idle,ent.4553.foot,ent.4553.attack1,,,,horse_4553_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45530,醉花荫,,,,,,,,,,,,110104,2,4554,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,120,160,300,300,220,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4553.hit,ent.4553.die,ent.4553.idle,ent.4553.foot,ent.4553.attack1,,ent.4553.attack2,,horse_4554_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
4555,旺财0级,,,,,,,,,,,,110106,,4555,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,120,160,200,120,160,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4556.hit,ent.4556.die,ent.4556.idle,ent.4556.foot,ent.4556.attack1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,
4556,旺财,,,,,,,,,,,,110106,1,4556,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,120,160,200,120,160,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4556.hit,ent.4556.die,ent.4556.idle,ent.4556.foot,ent.4556.attack1,,,,,,,1,,,,,,,1,,0.7,,,,,,,,,,,
4557,旺财2级预留,,,,,,,,,,,,,,4557,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4558,旺财3级预留,,,,,,,,,,,,,,4558,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4559,帝皇驹0级,,,,,,,,,,,,110105,,4559,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,120,160,200,120,160,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4559.hit,ent.4559.die,ent.4559.idle,ent.4559.foot,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,
4560,超音帝皇驹,,,,,,,,,,,,110105,1,4560,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,120,160,200,120,160,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4559.hit,ent.4559.die,ent.4559.idle,ent.4559.foot,,,,,horse_4561_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
4561,超音帝皇驹,,,,,,,,,,,,110105,1,4560,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,120,160,200,120,160,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4559.hit,ent.4559.die,ent.4559.idle,ent.4559.foot,,,,,horse_4561_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
4562,超音帝皇驹,,,,,,,,,,,,110105,1,4560,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,120,160,200,120,160,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4559.hit,ent.4559.die,ent.4559.idle,ent.4559.foot,,,,,horse_4561_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45594,超音帝皇驹,,,,,,,,,,,,110105,1,4560,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,120,160,200,120,160,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4559.hit,ent.4559.die,ent.4559.idle,ent.4559.foot,,,,,horse_4561_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45595,陆行帝皇驹,,,,,,,,,,,,110105,2,4561,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,120,160,200,120,160,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4559.hit,ent.4559.die,ent.4559.idle,ent.4559.foot,ent.4559.attack1,,ent.4559.attack2,,horse_4562_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
45596,陆行帝皇驹,,,,,,,,,,,,110105,2,4561,,,,1,,,,,,,200,,,,,,,,,,,,,,,,1,0,,,,,,,,,,7,2.6,16,5000,200,120,160,200,120,160,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.4559.hit,ent.4559.die,ent.4559.idle,ent.4559.foot,ent.4559.attack1,,ent.4559.attack2,,horse_4562_3,,,1,,,,,,,1,,0.7,,,,,,,,,,,
