ID,名称,文件名称,类别【1=图标|2=标签|3=按钮4=底板|5=背景图|6=文字|7=边框 8 = 天空盒 9=滤镜 10=方块贴图 11=特效贴图】,上级,文件夹,开关(0:关 1:开),排序,选择器类型（0不开放  1图片通用选择器 2贴图选择器 3天空盒贴图选择器 4太阳月亮选择器 5银河贴图选择器）,一级分类（1基础图片 2贴图）
30388,星尘精灵绿色,entity/100242/male.png,11,,,1,30388,0,2
30389,凝胶怪绿色,entity/100243/ningjiaoguai.png,11,,,1,30389,0,2
30390,独角兽白色,entity/100233/male.png,11,,,1,30390,0,2
30391,呆呆菇褐色,entity/100259/male_wunao.png,11,,,1,30391,0,2
30392,呆呆菇紫色,entity/100259/male_wunao_zise.png,11,,,1,30392,0,2
30393,奇幻蛙红色,entity/100241/male_hong.png,11,,,1,30393,0,2
30394,奇幻蛙绿色,entity/100241/male_lv.png,11,,,1,30394,0,2
30395,凝胶怪紫色,entity/100243/ningjiaoguai_fen.png,11,,,1,30395,0,2
30396,蚀化蘑菇贴图,entity/100231/male_hei.png,11,,,1,30396,0,2
30397,独角兽黑色贴图,entity/100233/col2.png,11,,,1,30390,0,2
30398,星斑野猪,entity/100261/male_lan.png,11,,,1,30398,0,2
30401,心,prefab/particles/public/Texture/140495_xin.png,11,,,1,30340,2,2
30402,心,prefab/particles/public/Texture/140495_xin_2.png,11,,,1,30341,2,2
30403,蝴蝶,prefab/particles/public/Texture/2020001hudie.png,11,,,1,30342,2,2
30404,圆圈,prefab/particles/public/Texture/Cirle002.png,11,,,1,30343,2,2
30405,火焰,prefab/particles/public/Texture/fire_huoyan01_wc.png,11,,,1,30344,2,2
30406,火焰,prefab/particles/public/Texture/fire_huoyan05_wc.png,11,,,1,30345,2,2
30407,火界面,prefab/particles/public/Texture/fire_UI_01.png,11,,,1,30346,2,2
30408,火气,prefab/particles/public/Texture/fire_wc_nuqi.png,11,,,1,30347,2,2
30409,火焰,prefab/particles/public/Texture/Fire_wl_001.png,11,,,1,30348,2,2
30410,火焰,prefab/particles/public/Texture/Fire_wl_002.png,11,,,1,30349,2,2
30411,火,prefab/particles/public/Texture/Fire_wl_003.png,11,,,1,30350,2,2
30412,火,prefab/particles/public/Texture/Fire_wl_004.png,11,,,1,30351,2,2
30413,光晕,prefab/particles/public/Texture/fx_glow_yf_012.png,11,,,1,30352,2,2
30414,衣服遮罩,prefab/particles/public/Texture/fx_mask_yf_028.png,11,,,1,30353,2,2
30415,辉光,prefab/particles/public/Texture/glow_7001.png,11,,,1,30354,2,2
30416,光晕,prefab/particles/public/Texture/Glow_ab.png,11,,,1,30355,2,2
30417,辉光添加,prefab/particles/public/Texture/Glow_add.png,11,,,1,30356,2,2
30418,蓝色辉光,prefab/particles/public/Texture/Glow_blue.png,11,,,1,30357,2,2
30419,彩虹辉光,prefab/particles/public/Texture/Glow_caihong_add.png,11,,,1,30358,2,2
30420,光晕速度线,prefab/particles/public/Texture/Glow_GHH_suduxian.png,11,,,1,30359,2,2
30421,光刺,prefab/particles/public/Texture/Glow_guangci008_add.png,11,,,1,30360,2,2
30422,辉光束加,prefab/particles/public/Texture/Glow_guangshu_add.png,11,,,1,30361,2,2
30423,辉光魔环,prefab/particles/public/Texture/Glow_magic_ring_add.png,11,,,1,30362,2,2
30424,辉光枪口,prefab/particles/public/Texture/Glow_qiangkou_031.png,11,,,1,30363,2,2
30425,光环,prefab/particles/public/Texture/glow_ring01_wc.png,11,,,1,30364,2,2
30426,光环,prefab/particles/public/Texture/glow_ring04_wc.png,11,,,1,30365,2,2
30427,光晕,prefab/particles/public/Texture/Glow_wl_002.png,11,,,1,30366,2,2
30428,辉光,prefab/particles/public/Texture/Glow_wl_003.png,11,,,1,30367,2,2
30429,辉光,prefab/particles/public/Texture/Glow_wl_007.png,11,,,1,30368,2,2
30430,辉光,prefab/particles/public/Texture/Glow_wl_014.png,11,,,1,30369,2,2
30431,光晕,prefab/particles/public/Texture/Glow_wl_015.png,11,,,1,30370,2,2
30432,辉光,prefab/particles/public/Texture/Glow_wl_022.png,11,,,1,30371,2,2
30433,辉光,prefab/particles/public/Texture/Glow_wl_031.png,11,,,1,30372,2,2
30434,辉光,prefab/particles/public/Texture/Glow_wl_032.png,11,,,1,30373,2,2
30435,发光,prefab/particles/public/Texture/Glow_wl_043.png,11,,,1,30374,2,2
30436,辉光,prefab/particles/public/Texture/Glow_wl_047.png,11,,,1,30375,2,2
30437,发光,prefab/particles/public/Texture/Glow_wl_048.png,11,,,1,30376,2,2
30438,辉光,prefab/particles/public/Texture/Glow_wl_45.png,11,,,1,30377,2,2
30439,发光,prefab/particles/public/Texture/Glow_wl_46.png,11,,,1,30378,2,2
30440,辉光光晕,prefab/particles/public/Texture/glow_wl_guangyun_01.png,11,,,1,30379,2,2
30441,光磁附加,prefab/particles/public/Texture/Guangci_GHH_add.png,11,,,1,30380,2,2
30442,红色警告,prefab/particles/public/Texture/hongsejinggao_wc01.png,11,,,1,30381,2,2
30443,花瓣,prefab/particles/public/Texture/huaban_wc_01.png,11,,,1,30382,2,2
30444,加载花瓣,prefab/particles/public/Texture/jiazai_huaban.png,11,,,1,30383,2,2
30445,加载流星,prefab/particles/public/Texture/jiazai_liuxing.png,11,,,1,30384,2,2
30446,闪电,prefab/particles/public/Texture/lightning_wl_01.png,11,,,1,30385,2,2
30447,刀光线,prefab/particles/public/Texture/Line_daoguang_02.png,11,,,1,30386,2,2
30448,光线,prefab/particles/public/Texture/line_guangxian04_wc.png,11,,,1,30387,2,2
30449,单线,prefab/particles/public/Texture/line_single_02.png,11,,,1,30388,2,2
30450,单线,prefab/particles/public/Texture/line_single_03.png,11,,,1,30389,2,2
30451,线条,prefab/particles/public/Texture/Line_wl_006.png,11,,,1,30390,2,2
30452,线条,prefab/particles/public/Texture/Line_wl_008.png,11,,,1,30391,2,2
30453,线,prefab/particles/public/Texture/Line_wl_009.png,11,,,1,30392,2,2
30454,线条,prefab/particles/public/Texture/Line_wl_010.png,11,,,1,30393,2,2
30455,线,prefab/particles/public/Texture/Line_wl_011.png,11,,,1,30394,2,2
30456,线条,prefab/particles/public/Texture/Line_wl_019.png,11,,,1,30395,2,2
30457,魔霸特效,prefab/particles/public/Texture/mach_boss_dj.png,11,,,1,30396,2,2
30458,遮罩锥形 [1] 面具,prefab/particles/public/Texture/Mask_Cone_01.png,11,,,1,30397,2,2
30459,鬼遮罩,prefab/particles/public/Texture/Mask_GHH_01.png,11,,,1,30398,2,2
30460,科技遮罩,prefab/particles/public/Texture/Mask_GHH_keji_01.png,11,,,1,30399,2,2
30461,光遮罩,prefab/particles/public/Texture/Mask_Light_01.png,11,,,1,30400,2,2
30462,心遮罩,prefab/particles/public/Texture/mask_wc_006.png,11,,,1,30401,2,2
30463,水彩遮罩,prefab/particles/public/Texture/mask_wc_013.png,11,,,1,30402,2,2
30464,心马点遮罩,prefab/particles/public/Texture/mask_wc_madian.png,11,,,1,30403,2,2
30465,心条遮罩,prefab/particles/public/Texture/Mask_wc_xiantiao1.png,11,,,1,30404,2,2
30466,涡流遮罩,prefab/particles/public/Texture/Mask_wl_001.png,11,,,1,30405,2,2
30467,遮罩,prefab/particles/public/Texture/Mask_wl_002.png,11,,,1,30406,2,2
30468,波纹遮罩,prefab/particles/public/Texture/Mask_wl_003.png,11,,,1,30407,2,2
30469,纹理遮罩,prefab/particles/public/Texture/mask_wl_14.png,11,,,1,30408,2,2
30470,遮罩,prefab/particles/public/Texture/mask_wl_16.png,11,,,1,30409,2,2
30471,遮罩,prefab/particles/public/Texture/mask_wl_18.png,11,,,1,30410,2,2
30472,遮罩,prefab/particles/public/Texture/mask_wl_20.png,11,,,1,30411,2,2
30473,遮罩,prefab/particles/public/Texture/mask_wl_21.png,11,,,1,30412,2,2
30474,遮罩,prefab/particles/public/Texture/mask_wl_29.png,11,,,1,30413,2,2
30475,遮罩,prefab/particles/public/Texture/mask_wl_417_01.png,11,,,1,30414,2,2
30476,闪电遮罩,prefab/particles/public/Texture/Mask_wl_shandian.png,11,,,1,30415,2,2
30477,火噪声,prefab/particles/public/Texture/Noise_fire_03.png,11,,,1,30416,2,2
30478,噪心遮罩,prefab/particles/public/Texture/Noise_GHH_05.png,11,,,1,30417,2,2
30479,激光噪声,prefab/particles/public/Texture/Noise_GHH_jiguang_01.png,11,,,1,30418,2,2
30480,黑洞噪声,prefab/particles/public/Texture/Noise_heidong01_wc.png,11,,,1,30419,2,2
30481,噪声,prefab/particles/public/Texture/Noise_wc_001.png,11,,,1,30420,2,2
30482,噪声,prefab/particles/public/Texture/Noise_wc_003.png,11,,,1,30421,2,2
30483,噪声,prefab/particles/public/Texture/Noise_wc_008.png,11,,,1,30422,2,2
30484,白噪声,prefab/particles/public/Texture/Noise_wc_011.png,11,,,1,30423,2,2
30485,噪声,prefab/particles/public/Texture/Noise_wc_015.png,11,,,1,30424,2,2
30486,噪声,prefab/particles/public/Texture/Noise_wl_002.png,11,,,1,30425,2,2
30487,噪声,prefab/particles/public/Texture/Noise_wl_008.png,11,,,1,30426,2,2
30488,噪声,prefab/particles/public/Texture/Noise_wl_009.png,11,,,1,30427,2,2
30489,噪声,prefab/particles/public/Texture/Noise_wl_011.png,11,,,1,30428,2,2
30490,噪声,prefab/particles/public/Texture/Noise_wl_013.png,11,,,1,30429,2,2
30491,噪声,prefab/particles/public/Texture/Noise_wl_016.png,11,,,1,30430,2,2
30492,噪声,prefab/particles/public/Texture/Noise_wl_018.png,11,,,1,30431,2,2
30493,噪声,prefab/particles/public/Texture/noise_wl_417_02.png,11,,,1,30432,2,2
30494,噪声细胞,prefab/particles/public/Texture/noise_wl_xibao_01.png,11,,,1,30433,2,2
30495,细胞噪声,prefab/particles/public/Texture/noise_wl_xibao_03.png,11,,,1,30434,2,2
30496,泡,prefab/particles/public/Texture/pao1.png,11,,,1,30435,2,2
30497,粒子,prefab/particles/public/Texture/Particles_wl_001.png,11,,,1,30436,2,2
30498,粒子,prefab/particles/public/Texture/Particles_wl_002.png,11,,,1,30437,2,2
30499,粒子,prefab/particles/public/Texture/Particles_wl_003.png,11,,,1,30438,2,2
30500,粒子,prefab/particles/public/Texture/Particles_wl_004.png,11,,,1,30439,2,2
30501,粒子,prefab/particles/public/Texture/Particles_wl_007.png,11,,,1,30440,2,2
30502,粒子心,prefab/particles/public/Texture/particles_wl_xing_01.png,11,,,1,30441,2,2
30503,水路径,prefab/particles/public/Texture/path_wc_001.png,11,,,1,30442,2,2
30504,射线,prefab/particles/public/Texture/ray_wc_011.png,11,,,1,30443,2,2
30505,扩散环,prefab/particles/public/Texture/Ring_kuosan_add.png,11,,,1,30444,2,2
30506,光环,prefab/particles/public/Texture/Ring_wl_003.png,11,,,1,30445,2,2
30507,光环,prefab/particles/public/Texture/Ring_wl_004.png,11,,,1,30446,2,2
30508,环,prefab/particles/public/Texture/Ring_wl_009.png,11,,,1,30447,2,2
30509,光环,prefab/particles/public/Texture/Ring_wl_010.png,11,,,1,30448,2,2
30510,戒指,prefab/particles/public/Texture/Ring_wl_011.png,11,,,1,30449,2,2
30511,冰蓝花,prefab/particles/public/Texture/scene_binglanhua.png,11,,,1,30450,2,2
30512,枫叶场景,prefab/particles/public/Texture/scene_fengye_01.png,11,,,1,30451,2,2
30513,胡杨场景,prefab/particles/public/Texture/scene_huyang_01.png,11,,,1,30452,2,2
30514,场景蓝印,prefab/particles/public/Texture/scene_lanyin_01.png,11,,,1,30453,2,2
30515,银杏场景,prefab/particles/public/Texture/scene_yinxing_01.png,11,,,1,30454,2,2
30516,闪电,prefab/particles/public/Texture/shandian_001.png,11,,,1,30455,2,2
30517,烟雾,prefab/particles/public/Texture/Smoke_GHH_ab.png,11,,,1,30456,2,2
30518,卡通烟,prefab/particles/public/Texture/smoke_katong.png,11,,,1,30457,2,2
30519,烟雾,prefab/particles/public/Texture/Smoke_wl_002.png,11,,,1,30458,2,2
30520,烟雾,prefab/particles/public/Texture/Smoke_wl_004.png,11,,,1,30459,2,2
30521,烟,prefab/particles/public/Texture/Smoke_wl_005.png,11,,,1,30460,2,2
30522,烟雾,prefab/particles/public/Texture/Smoke_wl_008.png,11,,,1,30461,2,2
30523,烟,prefab/particles/public/Texture/Smoke_wl_012.png,11,,,1,30462,2,2
30524,烟雾,prefab/particles/public/Texture/smoke_yanwu01_wc.png,11,,,1,30463,2,2
30525,烟雾,prefab/particles/public/Texture/smoke_yanwu04_wc.png,11,,,1,30464,2,2
30526,特效爱心,prefab/particles/public/Texture/Teshu_aixin.png,11,,,1,30465,2,2
30527,特殊表白,prefab/particles/public/Texture/Teshu_biaobai.png,11,,,1,30466,2,2
30528,特殊糖果,prefab/particles/public/Texture/Teshu_Candy03.png,11,,,1,30467,2,2
30529,特殊云,prefab/particles/public/Texture/Teshu_cloud_2x2_hard_ab.png,11,,,1,30468,2,2
30530,特殊地裂,prefab/particles/public/Texture/Teshu_dilie01_ab.png,11,,,1,30469,2,2
30531,特殊地裂,prefab/particles/public/Texture/Teshu_dilie01_add.png,11,,,1,30470,2,2
30532,特殊泡泡,prefab/particles/public/Texture/Teshu_paopao_2x2_ab.png,11,,,1,30471,2,2
30533,特殊糖果,prefab/particles/public/Texture/Teshu_tangguo2x2_ab.png,11,,,1,30472,2,2
30534,特殊拖尾加,prefab/particles/public/Texture/Teshu_tuowei_add.png,11,,,1,30473,2,2
30535,特殊,prefab/particles/public/Texture/Teshu_wl_003.png,11,,,1,30474,2,2
30536,特殊,prefab/particles/public/Texture/Teshu_wl_006.png,11,,,1,30475,2,2
30537,特殊,prefab/particles/public/Texture/Teshu_wl_007.png,11,,,1,30476,2,2
30538,特殊草,prefab/particles/public/Texture/teshu_wl_grass2.png,11,,,1,30477,2,2
30539,特殊祥云,prefab/particles/public/Texture/Teshu_xiangyun_2x2_ab.png,11,,,1,30478,2,2
30540,风轨迹,prefab/particles/public/Texture/Trail_feng_01.png,11,,,1,30479,2,2
30541,轨迹,prefab/particles/public/Texture/Trail_GHH_09.png,11,,,1,30480,2,2
30542,青蛇尾,prefab/particles/public/Texture/trail_qingshe_wc1.png,11,,,1,30481,2,2
30543,青蛇拖尾,prefab/particles/public/Texture/trail_qingshe_wc4.png,11,,,1,30482,2,2
30544,水尾迹,prefab/particles/public/Texture/trail_wc_003.png,11,,,1,30483,2,2
30545,轨迹,prefab/particles/public/Texture/Trail_wl_417_01.png,11,,,1,30484,2,2
30546,五彩彩带,prefab/particles/public/Texture/ui_wc_caidai01.png,11,,,1,30485,2,2
30547,界面,prefab/particles/public/Texture/UI_wl_002.png,11,,,1,30486,2,2
30548,涡力遮罩,prefab/particles/public/Texture/UI_wl_004.png,11,,,1,30487,2,2
30549,界面,prefab/particles/public/Texture/UI_wl_005.png,11,,,1,30488,2,2
30550,界面,prefab/particles/public/Texture/UI_wl_007.png,11,,,1,30489,2,2
30551,界面树叶,prefab/particles/public/Texture/Ui_wl_shuye.png,11,,,1,30490,2,2
30552,粒子光线,prefab/particles/public/Texture/wc_lizi_guangxian.png,11,,,1,30491,2,2
30553,尾巴发光,prefab/particles/public/Texture/weiba_glow_add.png,11,,,1,30492,2,2
30554,心心,prefab/particles/public/Texture/xinxin3.png,11,,,1,30493,2,2
30555,元素对话框,prefab/particles/public/Texture/yuansu_duihuakuang_wc.png,11,,,1,30494,2,2
30556,元素方块,prefab/particles/public/Texture/yuansu_fangkuai01_wc.png,11,,,1,30495,2,2
30557,火元素,prefab/particles/public/Texture/Yuansu_GHH_fire_3x3.png,11,,,1,30496,2,2
30558,元素箭头,prefab/particles/public/Texture/Yuansu_GHH_jiantou_01.png,11,,,1,30497,2,2
30559,元素石头,prefab/particles/public/Texture/Yuansu_GHH_shitou_2x2.png,11,,,1,30498,2,2
30560,元素混合,prefab/particles/public/Texture/yuansu_henhe01_wc.png,11,,,1,30499,2,2
30561,火焰元素,prefab/particles/public/Texture/Yuansu_huoyan_3x3_ab.png,11,,,1,30500,2,2
30562,元素金币,prefab/particles/public/Texture/yuansu_jinbi_wc.png,11,,,1,30501,2,2
30563,旗袍元素,prefab/particles/public/Texture/Yuansu_qipao2_wl.png,11,,,1,30502,2,2
30564,元素旗袍,prefab/particles/public/Texture/Yuansu_qipao_wl.png,11,,,1,30503,2,2
30565,元素闪电,prefab/particles/public/Texture/Yuansu_shandian_3x3_ab.png,11,,,1,30504,2,2
30566,元素水晶粉,prefab/particles/public/Texture/yuansu_shuijing_fen.png,11,,,1,30505,2,2
30567,元素水晶蓝,prefab/particles/public/Texture/yuansu_shuijing_lan.png,11,,,1,30506,2,2
30568,绿水晶元素,prefab/particles/public/Texture/yuansu_shuijing_lv.png,11,,,1,30507,2,2
30569,元素锁链,prefab/particles/public/Texture/yuansu_suolian.png,11,,,1,30508,2,2
30570,元素,prefab/particles/public/Texture/Yuansu_wl_001.png,11,,,1,30509,2,2
30571,元素,prefab/particles/public/Texture/Yuansu_wl_002.png,11,,,1,30510,2,2
30572,元素,prefab/particles/public/Texture/Yuansu_wl_003.png,11,,,1,30511,2,2
30573,元素,prefab/particles/public/Texture/Yuansu_wl_004.png,11,,,1,30512,2,2
30574,元素,prefab/particles/public/Texture/Yuansu_wl_006.png,11,,,1,30513,2,2
30575,元素,prefab/particles/public/Texture/Yuansu_wl_016.png,11,,,1,30514,2,2
30576,元素,prefab/particles/public/Texture/yuansu_wl_13.png,11,,,1,30515,2,2
30577,元素,prefab/particles/public/Texture/yuansu_wl_17.png,11,,,1,30516,2,2
30578,元素,prefab/particles/public/Texture/yuansu_wl_18.png,11,,,1,30517,2,2
30579,元素,prefab/particles/public/Texture/yuansu_wl_19.png,11,,,1,30518,2,2
30580,元素,prefab/particles/public/Texture/yuansu_wl_20.png,11,,,1,30519,2,2
30581,元素草,prefab/particles/public/Texture/Yuansu_wl_cao_1.png,11,,,1,30520,2,2
30582,水元素,prefab/particles/public/Texture/yuansu_wl_shui_01.png,11,,,1,30521,2,2
30583,水元素,prefab/particles/public/Texture/yuansu_wl_shui_02.png,11,,,1,30522,2,2
30584,水元素,prefab/particles/public/Texture/yuansu_wl_shui_03.png,11,,,1,30523,2,2
30585,元素水,prefab/particles/public/Texture/yuansu_wl_shui_04.png,11,,,1,30524,2,2
30586,元素无焦心,prefab/particles/public/Texture/yuansu_wujiaoxin.png,11,,,1,30525,2,2
30587,元素心,prefab/particles/public/Texture/Yuansu_xin.png,11,,,1,30526,2,2
30588,元素星星,prefab/particles/public/Texture/yuansu_xingxing.png,11,,,1,30527,2,2
30589,元素星星,prefab/particles/public/Texture/yuansu_xingxing01_ab.png,11,,,1,30528,2,2
30590,元素星星,prefab/particles/public/Texture/yuansu_xingxing02_ab.png,11,,,1,30529,2,2
30591,僵尸腐蚀,prefab/particles/public/Texture/Zombies_fangshe01.png,11,,,1,30530,2,2
30592,僵尸箭头,prefab/particles/public/Texture/Zombies_jiantou_01.png,11,,,1,30531,2,2
30593,僵尸噪声,prefab/particles/public/Texture/Zombies_prop_no.png,11,,,1,30532,2,2
30594,僵尸道具对,prefab/particles/public/Texture/Zombies_prop_yes.png,11,,,1,30533,2,2
30595,僵尸枪口,prefab/particles/public/Texture/Zombies_qiangkou_00.png,11,,,1,30534,2,2
30596,僵尸环,prefab/particles/public/Texture/Zombies_ring01.png,11,,,1,30535,2,2
30597,元素金织,prefab/particles/public/Texture/Zombies_yuansu_jinzhi.png,11,,,1,30536,2,2
30598,自爆光,prefab/particles/public/Texture/Zombies_zibao_guang.png,11,,,1,30537,2,2
30599,僵尸自爆烟,prefab/particles/public/Texture/Zombies_zibao_smoke1.png,11,,,1,30538,2,2
30600,僵尸自爆烟,prefab/particles/public/Texture/Zombies_zibao_smoke2.png,11,,,1,30539,2,2
30601,自爆烟雾,prefab/particles/public/Texture/Zombies_zibao_smoke3.png,11,,,1,30540,2,2
30602,僵尸自爆烟,prefab/particles/public/Texture/Zombies_zibao_yanwu.png,11,,,1,30541,2,2
30603,自爆僵尸原,prefab/particles/public/Texture/Zombies_zibao_yuan.png,11,,,1,30542,2,2
30604,自爆原白,prefab/particles/public/Texture/Zombies_zibao_yuan_bai.png,11,,,1,30543,2,2
32000,草块,blocks/grass_top.png,10,,,1,30544,2,2
32001,黑凝浆块,blocks/all_condensation.png,10,,,1,30545,2,2
32002,黑凝浆块,blocks/all_condensation_1.png,10,,,1,30546,2,2
32003,黑凝浆块,blocks/all_condensation_1_emi.png,10,,,1,30547,2,2
32004,黑凝浆块,blocks/all_condensation_2.png,10,,,1,30548,2,2
32005,黑凝浆块,blocks/all_condensation_2_emi.png,10,,,1,30549,2,2
32006,黑凝浆块,blocks/all_condensation_3.png,10,,,1,30550,2,2
32007,黑凝浆块,blocks/all_condensation_3_emi.png,10,,,1,30551,2,2
32008,耕地,blocks/arableland_dry.png,10,,,1,30552,2,2
32009,耕地,blocks/arableland_wet.png,10,,,1,30553,2,2
32010,污染方块,blocks/battlegroundblock.png,10,,,1,30554,2,2
32011,黑晶石,blocks/blackcrystal.png,10,,,1,30555,2,2
32012,蓝莓草块,blocks/blueberrygrass_bottom.png,10,,,1,30556,2,2
32013,蓝莓土块,blocks/blueberrygrass_top.png,10,,,1,30557,2,2
32014,凝浆块,blocks/condensation.png,10,,,1,30558,2,2
32015,萌眼星草块,blocks/cosmicgrass_top.png,10,,,1,30559,2,2
32016,硫黄晶砂,blocks/hotcrystal.png,10,,,1,30560,2,2
32017,铁矿,blocks/iron_ore.png,10,,,1,30561,2,2
32018,魔古岩,blocks/mogu_stone.png,10,,,1,30562,2,2
32019,青石,blocks/moss_rock.png,10,,,1,30563,2,2
32020,草木灰方块,blocks/plantash.png,10,,,1,30564,2,2
32021,红土耕地,blocks/redarableland_dry.png,10,,,1,30565,2,2
32022,红土耕地,blocks/redarableland_side_dry.png,10,,,1,30566,2,2
32023,红土,blocks/redsoil_top.png,10,,,1,30567,2,2
32024,红沙,blocks/red_sand.png,10,,,1,30568,2,2
32025,深积岩,blocks/sedimentaryrock_side.png,10,,,1,30569,2,2
32026,深积岩,blocks/sedimentaryrock_top.png,10,,,1,30570,2,2
32027,风蚀岩,blocks/winderosion_stone_side.png,10,,,1,30571,2,2
32028,风蚀岩,blocks/winderosion_stone_top.png,10,,,1,30572,2,2
32029,咒岩,blocks/cursestone.png,10,,,1,30573,2,2
32030,土块,blocks/dirt.png,10,,,1,30574,2,2
32031,旱土,blocks/drysoil.png,10,,,1,30575,2,2
32032,坚固的冰,blocks/eternal_ice.png,10,,,1,30576,2,2
32033,灼沙,blocks/flame_sand.png,10,,,1,30577,2,2
32034,灼沙,blocks/flame_sand_emi.png,10,,,1,30578,2,2
32035,冻土,blocks/freezesoil.png,10,,,1,30579,2,2
32036,凝能块,blocks/gashydrate_block.png,10,,,1,30580,2,2
32037,巨布鲁果,blocks/giantbluefruit_side.png,10,,,1,30581,2,2
32038,巨鳞羽果,blocks/giantscalyfruit_side.png,10,,,1,30582,2,2
32039,长草的土块,blocks/grass_top.png,10,,,1,30583,2,2
32040,碎石堆,blocks/gravel.png,10,,,1,30584,2,2
32041,脆冰,blocks/ice.png,10,,,1,30585,2,2
32042,脆冰,blocks/ice_snow_top.png,10,,,1,30586,2,2
32043,脆冰棱,blocks/icicle.png,10,,,1,30587,2,2
32044,坚固冰棱,blocks/icicle1.png,10,,,1,30588,2,2
32045,无叶珍木,blocks/leafless_planet_trees.png,10,,,1,30589,2,2
32046,珍木,blocks/leafy_planet_trees.png,10,,,1,30590,2,2
32047,乔木原木,blocks/log_arbor.png,10,,,1,30591,2,2
32048,粗白杨木树枝,blocks/log_birch.png,10,,,1,30592,2,2
32049,粗落叶松树枝,blocks/log_cathaya.png,10,,,1,30593,2,2
32050,椰树原木,blocks/log_coconut.png,10,,,1,30594,2,2
32051,粗樱桃木树枝,blocks/log_fruittree.png,10,,,1,30595,2,2
32052,雨林之芯乔木,blocks/log_marrowarbor.png,10,,,1,30596,2,2
32053,雨林之芯乔木,blocks/log_marrowarbor_emi.png,10,,,1,30597,2,2
32054,粗桃花树树枝,blocks/log_peachblossom.png,10,,,1,30598,2,2
32055,菲比原木,blocks/log_phoebe.png,10,,,1,30599,2,2
32056,胡杨原木,blocks/log_populus.png,10,,,1,30600,2,2
32057,胡杨原木,blocks/log_populus_dead.png,10,,,1,30601,2,2
32058,粗红杉木树枝,blocks/log_redwood.png,10,,,1,30602,2,2
32059,神圣树干,blocks/log_sacredtree.png,10,,,1,30603,2,2
32060,粗核桃树树枝,blocks/log_walnut.png,10,,,1,30604,2,2
32061,现代半砖,blocks/modern_half_brick_top.png,10,,,1,30605,2,2
32062,突变体孔隙树叶,blocks/mutant_spores_leaves.png,10,,,1,30606,2,2
32063,变异的植物杆,blocks/mutant_trunk.png,10,,,1,30607,2,2
32064,黄沙,blocks/new_sand.png,10,,,1,30608,2,2
32065,石油块,blocks/rock_oil.png,10,,,1,30609,2,2
32066,黄沙,blocks/sand.png,10,,,1,30610,2,2
32067,砂土,blocks/sandstone_top.png,10,,,1,30611,2,2
32068,星能块,blocks/starenergy_block.png,10,,,1,30612,2,2
32069,岩石,blocks/stone.png,10,,,1,30613,2,2
32070,硫黄岩,blocks/sulfur_stone.png,10,,,1,30614,2,2
32071,地心基石,blocks/ultrastone.png,10,,,1,30615,2,2
32072,基石-混凝土,blocks/ultrastone_cement.png,10,,,1,30616,2,2
32073,基石-裂土,blocks/ultrastone_crackedsoil.png,10,,,1,30617,2,2
32074,白色基石,blocks/ultrastone_crackedstone.png,10,,,1,30618,2,2
32075,基石-坚冰,blocks/ultrastone_ice.png,10,,,1,30619,2,2
32076,土砖,blocks/adobe.png,10,,,1,30620,2,2
32077,地板,blocks/board_cathaya.png,10,,,1,30621,2,2
32078,秋叶橙地板,blocks/board_fruittree.png,10,,,1,30622,2,2
32079,海棠红地板,blocks/board_redwood.png,10,,,1,30623,2,2
32080,黄铜竖薄板,blocks/brass_block.png,10,,,1,30624,2,2
32081,水泥砖竖薄板,blocks/brick.png,10,,,1,30625,2,2
32082,粗制石砖,blocks/brick_rough.png,10,,,1,30626,2,2
32083,焦糖块,blocks/caramel.png,10,,,1,30627,2,2
32084,车身方块,blocks/cheshen.png,10,,,1,30628,2,2
32085,中式半砖,blocks/china_half_brick_side.png,10,,,1,30629,2,2
32086,中式半砖,blocks/china_half_brick_top.png,10,,,1,30630,2,2
32087,简约砖,blocks/furniture_brick_side.png,10,,,1,30631,2,2
32088,简约半砖,blocks/furniture_half_brick_side.png,10,,,1,30632,2,2
32089,简约墙砖,blocks/furniture_wall_side.png,10,,,1,30633,2,2
32090,简约墙砖,blocks/furniture_wall_top.png,10,,,1,30634,2,2
32092,釉面砖,blocks/glazed_tile.png,10,,,1,30635,2,2
32093,横格釉面砖,blocks/glazed_tile_1.png,10,,,1,30636,2,2
32094,竖格釉面砖,blocks/glazed_tile_2.png,10,,,1,30637,2,2
32095,四格釉面砖,blocks/glazed_tile_3.png,10,,,1,30638,2,2
32096,不规则釉面砖,blocks/glazed_tile_4.png,10,,,1,30639,2,2
32097,绿色玻璃,blocks/green_glazed.png,10,,,1,30640,2,2
32098,硬质玻璃块,blocks/hardglass_normal.png,10,,,1,30641,2,2
32099,草垛,blocks/hay_block_top.png,10,,,1,30642,2,2
32100,烧焦的蜂蜜,blocks/honey_scorch.png,10,,,1,30643,2,2
32101,星瞳石块,blocks/horascopper_block.png,10,,,1,30644,2,2
32102,冰砖,blocks/ice_brick.png,10,,,1,30645,2,2
32103,红外感应方块,blocks/infrared_side.png,10,,,1,30646,2,2
32105,秘银竖薄板,blocks/mithsilver_block.png,10,,,1,30647,2,2
32106,柠檬黄竖薄板,blocks/planks_arbor.png,10,,,1,30648,2,2
32107,竹板竖薄板,blocks/planks_bamboo.png,10,,,1,30649,2,2
