id,备注,中文简体,此表为公共目录stringdef表的子表，根据分配的id填写，必须与公共表格id不冲突
150048,个人中心V2,共%s个%s,
150049,个人中心V2,照片墙,
9314201,称号管理,通过悦享赛事解锁,
9314202,称号管理,需开通迷你大会员，使用自定义头像功能,
9314203,称号管理,该称号成就需先获取装扮,
9314204,称号管理,前往赛事,
9314205,称号管理,是否打开活动界面，前往解锁,
9314206,称号管理,获得新称号：@1！,
160001,迷你点商城,刷新时间：#c72F4D2@1#n,
150101,坐骑&宠物召唤,获得更多坐骑,
150102,坐骑&宠物召唤,获得更多宠物,
150103,坐骑&宠物召唤,冷却：@1s,
210001,表情包,【您收到一条动态表情，请升级到最新版本查看】,
210002,表情包,管理表情,
210003,表情包,添加表情,
210004,表情包,@1表情暂不支持此场景！,
210005,表情包,是否购买[color=#FA7A0F]@1[/color]表情包！,
210006,表情包,表情包限制期限已过，请前往添加获取！,
210007,表情包,@1表情包过期，请前往添加获取！,
210008,表情包,【动态表情】,
211000,表情包,预留210001 - 211000，请勿使用,
8000035,消息聊天,你的游戏版本较低，请更新游戏后查看,
150201,活动86,匹配PK对手,
150202,活动86,"排行榜匹配介绍:
①每日随机100人进行排行争夺
②与好友同时点击匹配，同榜单概率提高
③匹配中可以退出活动，系统后台继续进行匹配
④排行榜统计时间为匹配成功开始计算，匹配成功之前的钓鱼积分不统计",
150203,活动86,"是否确认匹配，无法中途取消匹配？退出活动
正常匹配，匹配成功开始统计积分！",
150204,活动86,"今日@1排行榜匹配成功!
从现在开始,个人击杀僵尸数量将记录到排行
榜统计范围内!请快去击杀僵尸冲榜吧",
150205,活动86,"每日首玩@1地图会自动开启@2日排行榜。
可在榜单查看和自己同时刻竟技的日排名。
今日已匹配成功!",
150206,活动86,"每日首玩@1地图会自动开启@2日排行榜。
目前处于匹配中，匹配成功开始计算击杀个
可在榜单查看和自己同时刻竞技的日排名。",
150207,活动86,排名已结束，@1排名赛5点开始,
150208,活动86,排行榜每5分钟刷新一次，奖励每天0点重置,
150209,活动86,击杀数,
150210,活动86,匹配时间,
150211,活动86,前往地图匹配,
150212,活动86,往期排名奖励,
150213,活动86,暂无积分,
150214,活动86,未参加,
150215,活动86,只统计匹配成功后的击杀个数,
150216,活动86,今日匹配已结束,
150217,活动86,共击杀,
150218,活动86,排名奖励预览,
150219,活动86,每日玩僵尸生存地图，击杀僵尸，获得排名奖励,
150220,活动86,查看历史成绩,
150221,活动86,匹配中…,
150222,活动86,来源(地图ID),
150223,活动86,暂未获得排期奖励,
150224,活动86,每日@1-@2点,
150225,活动86,无参与积分，无排行奖励,
150226,活动86,击杀个数统计时间,
152200,活动87与活动85,前往求生,
152201,活动87,任务暂未开启,
152210,活动87,基础奖励,
152211,活动87,悦享卡专属福利,
152212,活动87,当前任务为空,
152213,活动87,任务列表,
152214,活动87,累计战令经验：@1,
152401,礼物赠送,限时售卖,
152402,礼物赠送,仅在@1-@2期间限时售卖，购买时间结束后，未赠送完的礼物仍然可进行赠送,
152403,礼物赠送,不在售卖时间内,
152404,礼物赠送,不能赠送给自己,
152405,礼物赠送,#c0a7fef「@1」#n送给你#c0aaa1a@2*「@3」#n，魅力值#c0aaa1a+@4#n,
152410,活动94,解锁奖励：,
152411,活动94,恭喜获得关键词：@1,
152412,活动94,线索@1：@2,
152413,活动94,线索@1,
152414,活动94,点击解锁,
152415,活动94,@1月@2日解锁,
152421,活动99,下架倒计时：@1天@2小时,
152422,活动99,拥有@1件可领取,
152423,活动99,已拥有：@1/@2,
152424,活动99,折,
152425,活动99,刷新折扣,
152426,活动99,获取折扣,
152427,活动99,免费@1/@2,
152428,活动99,请先获取折扣后再购买！,
151001,活动中心-周周有惊喜,签到@1次,
151002,活动中心-周周有惊喜,邀请好友助力补签,
151003,活动中心-周周有惊喜,帮签奖励记录,
151004,活动中心-周周有惊喜,帮签奖励,
151005,活动中心-周周有惊喜,(过期周的签到奖励可通过邀请好友助力补签),
151006,活动中心-周周有惊喜,成功帮忙好友完成签到即可领取奖励,
151007,活动中心-周周有惊喜,好友帮签记录,
151008,活动中心-周周有惊喜,我正在参加[周周有惊喜]，请帮我助力补签免费领定制皮肤。完成助力你也可以领取助力奖励哟!,
151009,活动中心-周周有惊喜,查看活动,
151010,活动中心-周周有惊喜,助力补签,
151011,活动中心-周周有惊喜,助力成功,
151012,活动中心-周周有惊喜,好友已被其他好友助力成功!,
151013,活动中心-周周有惊喜,今日无助力补签次数!,
151014,活动中心-周周有惊喜,活动期间你已给此好友助力补签过!无法再次助力补签!,
151015,活动中心-周周有惊喜,助力失败,
151016,活动中心-周周有惊喜,可补签,
151017,活动中心-周周有惊喜,今日已补签,
151018,活动中心-周周有惊喜,邀请好友补签,
151019,活动中心-周周有惊喜,签到[color=#FFA658]4周[/color]兑换“天际巡航者”,
151021,活动中心-周周有惊喜,今日签到,
151022,活动中心-周周有惊喜,今日已签到,
151023,活动中心-周周有惊喜,每日可得[color=#27AF0C]@1/1[/color],
151024,活动中心-周周有惊喜,周周有惊喜，签到免费领“天际巡航者”,
151025,活动中心-周周有惊喜,自己无法助力自己！,
151026,活动中心-周周有惊喜,(@1开启补签机制),
151027,活动中心-周周有惊喜,暂无好友，请先添加好友再来助力吧,
151100,活动中心-59,饲料数量不足~,
152600,活动37,破土，冲突再起,
152601,活动37,第1步：了解前方战况,
152602,活动37,第2步：领取物资,
152603,活动37,第3步：领取装备,
152604,活动37,第4步：让我们一起出发！,
152605,活动37,前往战区,
152606,活动37,更多福利,
152250,活动89,限购1次,
152251,活动89,必得,
152252,活动89,赠送,
152253,活动89,1折,
152254,活动89,1元购买,
152255,活动89,已购买,
152256,活动89,参与召唤得限定外观,
152257,活动89,活动时间:,
152258,活动89,每日糖果,
152259,活动89,一元礼包,
152260,活动89,召唤记录,
152261,活动89,召唤[color=#FD98FF][size=28]9[/size][/color]次必得,
152262,活动89,每轮必得以下一项奖励,
152263,活动89,目前轮次：,
152264,活动89,每轮召唤所需消耗随轮次递增,
152265,活动89,参与召唤有几率,
152266,活动89,获得下轮召唤5折,
152267,活动89,下轮获得5折,
152268,活动89,几率翻倍,
152269,活动89,获得糖果,
152270,活动89,本轮召唤5折,
152271,活动89,已结束,
152272,活动89,召唤,
152273,活动89,获得糖果，下次召唤消耗5折,
152274,活动89,明天记得也来领取糖果祝福哦！,
152275,活动108,亲爱的冒险家，您已经拥有【@1】，将直接迈入金属变体环节！,
152276,活动108,已完成最终进化,
153001,地图详情,本内容由玩家自主设计，纯属虚构，无不良引导，切勿在现实生活中模仿,
153002,地图详情,声明,
154001,活动42,直减,
154002,活动42,原价购买,
154003,活动42,去做任务,
154004,活动42,"当前为原价！
[color=#994B28]做任务[/color]最高可[color=#994B28]减少@1迷你币[/color]！",
155001,活动97,全服@1称号奖励,
156001,好友模块升级,邀请新用户,
156002,好友模块升级,设置交友宣言,
156003,好友模块升级,只看在线,
156004,好友模块升级,在线好友@1/@2,
156005,好友模块升级,我的好友,
156006,好友模块升级,师徒,
156007,好友模块升级,好友默认排序,
156008,好友模块升级,默契度从高到低,
156009,好友模块升级,登录从近到远,
156010,好友模块升级,登录从远到近,
156011,好友模块升级,跟TA玩,
156012,好友模块升级,解除拍档,
156013,好友模块升级,是否取消解除申请,
156014,好友模块升级,是否确认申请解除拍档？确认后将向对方发送申请，7天内拍档同意后解除，如对方在规定时间未操作，则自动解除。,
156015,好友模块升级,删除好友会自动解除拍档关系，并清空亲密度，是否确认删除好友？,
156016,好友模块升级,您申请的解除拍档关系被拒绝了，是否立即强制解除拍档关系？,
156017,好友模块升级,立即解除,
156018,好友模块升级,重新申请,
156019,好友模块升级,想解除#cFA7A0F%s,
156020,好友模块升级,解除成功,
156021,好友模块升级,申请成功,
156022,好友模块升级,支持迷你号和昵称查找,
156023,好友模块升级,开发中,
156024,好友模块升级,搜索到@1个结果,
156025,好友模块升级,已撤回,
156026,好友模块升级,拒绝解除成功,
156027,好友模块升级,强制解除成功,
156028,好友模块升级,撤回强制解除成功,
156029,好友模块升级,想申请成为#cFA7A0F%s,
156030,好友模块升级,你的拍档关系【@1】已达到上限，无法建立,
156031,好友模块升级,对方已有@1，可尝试申请其他拍档类型,
156032,家族,家族,
156033,家族,仅家族可见,
156034,家族,已设@1,
156101,最佳拍档,获得基础关系图标，可在拍档、好友、个人中心等界面中查看,
156102,最佳拍档,获得基础关系称呼：闺蜜、兄弟、姐弟、兄妹、知己、挚友、最佳拍档,
156103,最佳拍档,进入好友所在的房间时，ta将收到专属播报通知，第一时间知道您的进房信息,
156104,最佳拍档,解锁更多关系称呼，详情可在拍档关系面板中进行查看和更换。,
156105,最佳拍档,个人中心可展示双人同框形象，可在个人中心设置装扮形象卡中设置,
156106,最佳拍档,解锁更多关系称呼，详情可在拍档关系面板中进行查看和更换。,
156107,最佳拍档,可在礼物系统赠送好友，增加默契度。与每位好友只能领取一次，转换关系和降级再升级均不可二次领取。,
156108,最佳拍档,关系图标升级，无需额外设置，可在拍档、好友、个人中心等界面中查看,
156109,最佳拍档,"一、默契度获得#L2#1. 每日获得默契度的值具有一个总上限20分，超过20分后不计入获得。
2. 与好友进行一起游玩游戏，每共同游玩3分钟双方各获得1分，每日双方获得上限为10分。
3. 与好友单独聊天，双方聊天条数达到2条时双方各获得1分（需要双方都有发消息，邀请与分享消息不计入），每日双方获得的上限为2分。
4. 与好友分享地图，好友间分享地图1次地图获得1分，每日双方获得的上限为2分。
5. 向好友赠送免费的小红花礼物，好友间互相赠送免费小红花礼物每赠送1次获得2分，每日上限为6分。
6. 赠送商城道具，根据好友间互赠的道具价值获得默契度，道具价值每满20迷你币获得1分，每日双方获得的上限为10分。#L1#二、最佳拍档#L2#1. 默契度达到100点时，您可以和好友申请建立挚友、知己、姐妹、兄弟、姐弟、兄妹、最佳拍档在内的拍档关系。
2. 一旦建立关系后，无法更改其他关系类型，除非解除此关系后重新申请建立。
3. 每位冒险家只能拥有一位最佳拍档，请谨慎选择。#L1#三、权益#L2#1. 建立亲密关系后提升亲密度达到一定值后可以获得对应的权益，等级越高解锁越多权益。
2. 权益会跟随关系的解除而消失。#L1#四、默契度扣除#L2#1. 解除关系不扣除默契度。
2. 删除好友双方默契度清零，关系解除。
3. 双方持续30天未互动，从31天开始每日降低默契度7分，建立关系的好友默契度最低会降到100分，未建立关系的好友默契度会降到0，直至重新互动。",
156110,最佳拍档,想申请变更#cFA7A0F%s#n为#cFA7A0F%s,
156111,最佳拍档,变更拍档关系冷却中，请@1后重试！,
156112,最佳拍档,拍档位人数已满，请先扩充拍档位,
156113,最佳拍档,你已发送过变更申请，请等待对方处理后再操作,
156114,最佳拍档,已存在变更申请，请进入申请列表完成处理,
156115,最佳拍档,新建立的拍档关系，7天后才允许变更，剩余@1,
156116,最佳拍档,拍档关系已被解除或申请有效期到期,
156117,最佳拍档,拍档位人数已满，无法变更关系,
156118,队伍聊天,温馨提示：共同维护健康游戏环境，请勿模仿游戏内任何虚拟行为。严禁制作违法、不良内容，违者将依法追究法律责任。,
156119,聊天,清空聊天记录,
156120,聊天,确定要删除与%s的聊天记录吗？,
156121,聊天,取消上线通知,
156209,赠礼大厅,赠礼大厅,
156210,赠礼大厅,*注册未满@1天，不能赠送礼物,
156211,赠礼大厅,*注册未满@1天，不能索要礼物,
156212,赠礼大厅,不可赠送,
156213,赠礼大厅,不可索要,
156214,赠礼大厅,赠送,
156215,赠礼大厅,谢谢TA,
156216,赠礼大厅,回个礼,
156217,赠礼大厅,感谢你赠送的礼物：@1,
156218,赠礼大厅,"我已经收到你赠送的礼物：@1
祝福你：@2",
156219,赠礼大厅,索要,
156220,赠礼大厅,礼物已通过邮件赠送给@1等@2名玩家，邮件可能存在延迟，可提醒好友重新登录后查收,
156221,赠礼大厅,礼物已通过邮件赠送给@1，邮件可能存在延迟，可提醒好友重新登录后查收,
156222,赠礼大厅,您的索要申请已成功发给@1等@2名玩家，邮件可能存在延迟，可提醒好友重新登录后查收,
156223,赠礼大厅,您的索要申请已成功发给@1，邮件可能存在延迟，可提醒好友重新登录后查收,
156224,赠礼大厅,已选@1人,
156225,赠礼大厅,您将花费#c0aaa1a迷你币X@1#n来购买#cfa7a0f@2#n@3份，请确认。#r（适度娱乐理性消费）,
156226,赠礼大厅-赠送祝福语,愿快乐与你相伴,
156227,赠礼大厅-赠送祝福语,天天有惊喜，快乐无边,
156228,赠礼大厅-赠送祝福语,运气爆表，事事顺心,
156229,赠礼大厅-索要祝福语,你的礼物会成为最美的回忆，有一个@1就更好了,
156230,赠礼大厅-索要祝福语,一直有一个心愿希望能实现，想要一个@1,
156231,赠礼大厅-索要祝福语,今天是很重要的一天，希望能有一个@1来纪念,
156232,赠礼大厅,#cfa7a0f@1#n #c0aaa1a@2x@3#n@4份#r,
156233,赠礼大厅,您将花费#c0aaa1a@1×@2#n来购买#cfa7a0f@3#n@4份，请确认。#r（适度娱乐理性消费）,
156234,赠礼大厅,"充值赠送、藏品集市、抢红包获得的迷你币不能用于%s。当前可用于%s的迷你币余额 : 
[color=#FA7A0F]%s[/color]",
156235,赠礼大厅,发红包,
156241,首充引导,点击主界面头像可以进入个人中心，个人中心会展示荣誉进度,
156242,首充引导,追光计划会收集主题装扮，达成收集进度可以获得超多奖励,
156243,首充引导,限时优惠,
157001,版本情报,更新报告单,
157002,版本情报,了解,
161001,迷你赛季,领取见面礼,
161002,迷你赛季,了解迷你季,
161003,迷你赛季,完成以下任务即可立马开启迷你季,
161004,迷你赛季,回流玩家参加迷你季有额外加成哟！,
161005,迷你赛季,待开启,
161006,迷你赛季,解锁赛季,
161007,迷你赛季,玩法上新,
161008,迷你赛季,了解迷你季,
161009,迷你赛季,完成回流指引任务后解锁迷你赛季,
161010,迷你赛季,完成新手引导任务后解锁迷你赛季,
161011,迷你赛季,迷你赛季首页引导,
161012,迷你赛季,完成新手福利，即可领取1套永久个性装扮,
161013,迷你赛季,To冒险者:,
161014,迷你赛季,"感恩我们再次相逢,在你离开的时间里,游戏又发生了不少变化,准备好一起开启
全新冒险了吗?
领下这份【回归见面礼】,我们立即启程!",
161015,迷你赛季,前往迷你手册,
162000,排行榜系统,预留162001-162999,
162001,排行榜系统,迷你排行榜,
162002,排行榜系统,总榜,
162003,排行榜系统,点击跳转至@1,
162004,排行榜系统,第@1名 @2,
162005,排行榜系统,截图失败,
162006,排行榜系统,把排行榜分享到,
162007,排行榜系统,@1第@2名,
162008,排行榜系统,集结全「迷你世界」的优质内容、家族、创作者！综合数据公正排行——无论你是内容作者还是团队领袖，这里都是展示实力的舞台！榜单动态刷新，快来用实力冲击榜首，让你的内容、你的名字闪耀全服巅峰！冲榜热潮已开启，下一个全平台之星就是你！,
162009,排行榜系统,排名提升@1名,
162010,排行榜系统,排行榜系统配置拉取失败,
162011,排行榜系统,排行榜系统暂未开启,
162012,排行榜系统,更新过,
162999,排行榜系统,预留162001-162999,
163000,地图发布,你是否要删除此截图?,
163001,地图发布,你是否要删除此加载图?,
163002,地图发布,加载页,
163003,作品发布,请输入介绍，丰富详细的作品介绍，更容易吸引玩家游玩哦~,
163004,联机房间-原招募大厅,更新状态,
163005,联机房间-原招募大厅,沙盒房,
163006,联机房间-原招募大厅,联机房,
163007,联机房间-原招募大厅,服务器,
163008,联机房间-原招募大厅,这里是联机房间，发现已经创建得沙盒房间、队伍、服务器,
163009,联机房间-原招募大厅,原[color=#62C7FF]迷你小镇[/color]，可在游戏库或者联机大厅studio专区继续体验,
163010,联机房间-原招募大厅,沙盒联机,
163011,联机房间-原招募大厅,当前地图未审核，无法招募，需先上传地图,
163012,联机房间-原招募大厅,上传审核,
163013,联机房间-原招募大厅,已完成房间招募，小伙伴们马上就来咯,
163014,联机房间-原招募大厅,地图上传失败，可能地图太大或网络原因，建议更换其他地图发起招募,
163015,联机房间-原招募大厅,创建沙盒房间,
163016,联机房间-原招募大厅,创建服务器,
163017,联机房间-原招募大厅,新冒险地图,
163018,联机房间-原招募大厅,仅支持沙盒地图,
163019,联机房间-原招募大厅,已完成房间招募，小伙伴们马上就来咯,
163020,联机房间-原招募大厅,地图上传失败，可能地图太大或网络原因，建议更换其他地图发起招募,
163021,联机房间-原招募大厅,联机房间,
163022,联机房间-原招募大厅,新冒险,
163023,联机房间-原招募大厅,新创造,
163024,联机房间-原招募大厅,确定离开队伍吗?,
163025,联机房间-原招募大厅,若是临时有事，可最小化队伍场景回到首页。确定离开队伍吗？,
163026,联机房间-原招募大厅,离开后队长将转移或解散队伍。,
163027,联机房间-原招募大厅,离开队伍,
163028,联机房间-原招募大厅,最小化,
163029,联机房间-原招募大厅,留下,
163030,联机房间-原招募大厅,你已准备，队长很快会开始游戏，是否取消准备并最小化队伍界面?,
163031,联机房间-原招募大厅,当前不在地图中，无法发送位置信息,
163032,联机房间-原招募大厅,组队界面暂不支持播放双人动作,
163033,联机房间-原招募大厅,你不是队长，无法执行此操作,
163034,联机房间-原招募大厅,%s的麦克风已被队长禁用,
163035,联机房间-原招募大厅,队长禁言了%s,
163036,联机房间-原招募大厅,%s的麦克风已被队长解禁,
163037,联机房间-原招募大厅,队长解除了%s的禁言,
163038,联机房间-原招募大厅,你的麦克风已被队长禁用,
163039,联机房间-原招募大厅,你已被队长禁用了组队聊天,
163040,联机房间-原招募大厅,你的麦克风已被队长禁用,
163041,联机房间-原招募大厅,你的麦克风已被队长解禁,
163042,联机房间-原招募大厅,队长禁用了你的队伍聊天功能,
163043,联机房间-原招募大厅,队长解除了你的队伍聊天功能禁用,
163044,联机房间-原招募大厅,已通知队友回来准备,
163045,联机房间-原招募大厅,其他队员正在语音沟通，打开麦克风与队员一起畅快聊天吧,
163046,联机房间-原招募大厅,其他队员正在语音沟通，打开外放听听他们在聊什么吧,
163047,联机房间-原招募大厅,队长,
163048,联机房间-原招募大厅,当前队伍人数大于地图人数限制,
163049,联机房间-原招募大厅,当前队伍人数大于要设置的人数上限,
163050,联机房间-原招募大厅,队长退出了房间,
163051,联机房间-原招募大厅,队伍已创建成功，点击队伍方块进入组队界面,
163052,联机房间-原招募大厅,队员已全部准备好了,
163053,联机房间-原招募大厅,是否确认禁用该玩家麦克风？,
163054,联机房间-原招募大厅,当有队员未准备时，可使用召集功能,
163055,联机房间-原招募大厅,队伍房间创建失败，请换个地图或者重新尝试,
163056,联机房间-原招募大厅,该队伍已解散,
163057,联机房间-原招募大厅,该队伍已被队长转为私密队伍,
163058,联机房间-原招募大厅,正在创建房间，请稍后再试,
163059,联机房间-实时语音,仅组队和语音房可进行设置,
164001,新拍照系统,拍照打卡
164002,新拍照系统,内容分享至聊天需要先上传云端，是否上传？,
164003,新拍照系统,上传模版,
164004,MultimediaAlbum,创建失败,
164005,MultimediaAlbum,编辑失败,
164006,MultimediaAlbum,收藏数量超过最大限制，无法收藏,
164007,MultimediaAlbum,取消收藏失败,
164008,MultimediaAlbum,点赞失败,
164009,MultimediaAlbum,取消点赞失败,
164010,MultimediaAlbum,账号已切换，上传已中断,
164011,MultimediaAlbum,媒体数据不存在,
164012,MultimediaAlbum,当前仅支持照片和模板上传,
164013,MultimediaAlbum,文件已经在云端，无需上传,
164014,MultimediaAlbum,云端数据未初始化完成，请稍后再试,
164015,MultimediaAlbum,有文件正在上传，请稍后再试,
164016,MultimediaAlbum,创建上传文件失败,
164017,MultimediaAlbum,上传失败，请稍后再试,
164018,MultimediaAlbum,添加到个人中心成功,
164019,MultimediaAlbum,添加到个人中心失败,
164020,MultimediaAlbum,从个人中心移除成功,
164021,MultimediaAlbum,从个人中心移除失败,
164022,MultimediaAlbum,置顶失败,
164023,MultimediaAlbum,取消置顶失败,
164024,MultimediaAlbum,已上云数量:,
164025,MultimediaAlbum,是否确认将%s从云端下架？,
164026,MultimediaAlbum,"<p class=""ql-align-center"">[color=#ffa500]选中%s张%s[/color]</p>",
164027,MultimediaAlbum,是否将%s上传到云端,
164028,MultimediaAlbum,%s将从本地&云端中删除，删除后将无法恢复，是否确认删除？,
164029,MultimediaAlbum,是否从个人中心移除？,
164030,MultimediaAlbum,是否设置到个人中心展示？,
164031,MultimediaAlbum,下架云端,
164032,MultimediaAlbum,上传云端,
164033,MultimediaAlbum,移出个人中心,
164034,MultimediaAlbum,个人中心展示,
164035,MultimediaAlbum,云端容量已达极限，请清理上云内容后再重新上传,
164036,MultimediaAlbum,收藏数量已达上限,
164037,MultimediaAlbum,当前模板没有穿搭数据,
164038,MultimediaAlbum,正在下架...,
164039,MultimediaAlbum,"下架完毕，总数: %d, 成功: %d",
164040,MultimediaAlbum,下架成功,
164041,MultimediaAlbum,正在删除...,
164042,MultimediaAlbum,"删除完毕，总数: %d, 成功: %d",
164043,MultimediaAlbum,正在上传...,
164044,MultimediaAlbum,"上传完毕，总数: %d, 成功: %d",
164045,MultimediaAlbum,"%s
%d个媒体需要上传，是否上传？",
164046,MultimediaAlbum," 第%d个, %.2f%%",
164047,MultimediaAlbum,新建模板,
164048,MultimediaAlbum,编辑模板,
164049,MultimediaAlbum,介绍字数超过限制,
164050,MultimediaAlbum,模板编辑成功,
164051,MultimediaAlbum,模板创建成功,
164052,MultimediaAlbum,我同意[color=#fa7a0f][url=]用户协议[/url][/color]与[color=#fa7a0f][url=]内容发布须知[/url][/color],
164053,MultimediaAlbum,*封面尺寸%sx%s,
164054,MultimediaAlbum,是否设置为置顶？,
164055,MultimediaAlbum,是否取消置顶？,
164056,MultimediaAlbum,批量分享，待开发,
164057,MultimediaAlbum,创建模板,
164058,MultimediaAlbum,编辑封面,
164059,MultimediaAlbum,游戏模型,
164060,MultimediaAlbum,展示状态,
164061,MultimediaAlbum,再拍一个,
164062,MultimediaAlbum,拍摄时间倒序排列,
164063,MultimediaAlbum,拍摄时间正序排列,
164064,MultimediaAlbum,筛选-云相片,
164065,MultimediaAlbum,筛选-本地相片,
164066,MultimediaAlbum,创建当前镜头模板,
164067,MultimediaAlbum,前往相册选择,
164068,MultimediaAlbum,我的相册,
164069,CameraTemplatesInGameFrame,换同款,
164070,CameraTemplatesInGameFrame,前往打卡,
164071,CameraTemplatesInGameFrame,自制,
164072,CameraTemplatesInGameFrame,拍照,
164073,MultimediaAlbum,当前资源未上云，无法更新云数据,
164074,MultimediaAlbum,不是自制模板无法创建模板,
164075,MultimediaAlbum,不是自己的模板资源，无法创建模板,
164076,MultimediaAlbum,相片创建模板,
164077,MultimediaAlbum,视频创建模板,
164078,MultimediaAlbum,只展示可创建模板的相片，使用模板或已创建模板的相片不在此展示,
164079,MultimediaAlbum,只展示可创建模板的视频，使用模板或已创建模板的视频不在此展示,
164080,MultimediaAlbum,"购买的道具id:%d:{消耗货币类型:%d,消耗币数量:%d},",
164081,MultimediaAlbum,购买%s定制部件需要先获得%s,
164082,MultimediaAlbum,"购买的道具id:%d:{消耗货币类型:%d,是否使用使用优惠券:%d,消耗币数量:%d},",
164083,MultimediaAlbum,碎片不足，推荐迷你币购买,
164084,MultimediaAlbum,错误码,
164085,MultimediaAlbum,"未拥有原始装扮,无法购买",
164086,MultimediaAlbum,"其他途径获取,无法购买",
164087,MultimediaAlbum,%s定制部件,
164088,MultimediaAlbum,"碎片充足（%d/%d）, 建议单独结算",
164089,MultimediaAlbum,碎片购买,
164090,MultimediaAlbum,不使用优惠券,
164091,MultimediaAlbum,上云成功,
164092,MultimediaAlbum,上云失败,
164093,MultimediaAlbum,更新云端数据失败,
164094,MultimediaAlbum,下架云端数据失败,
164095,MultimediaAlbum,确认选择,
164096,MultimediaAlbum,模板管理,
164097,MultimediaAlbum,拍照模板,
164098,MultimediaAlbum,视频模板,
164099,MultimediaAlbum,批量删除,
164100,MultimediaAlbum,使用同款模板,
164101,MultimediaAlbum,拍摄地,
164102,MultimediaAlbum,拍摄装扮,
164103,MultimediaAlbum,模板详情,
164104,MultimediaAlbum,%s人使用过,
164105,MultimediaAlbum,审核中无法从云端删除,
164106,MultimediaAlbum,从云端下载失败,
164107,MultimediaAlbum,审核中,
164108,MultimediaAlbum,审核通过,
164109,MultimediaAlbum,审核未通过,
164110,MultimediaAlbum,已封禁,
164111,MultimediaAlbum,相片,
164112,MultimediaAlbum,视频,
164113,MultimediaAlbum,模板,
164114,MultimediaAlbum,正在使用模板,
164115,MultimediaAlbum,模板加载中,
164116,MultimediaAlbum,模板加载失败,
164117,MultimediaAlbum,模板正在加载中，请稍后再试...,
164118,MultimediaAlbum,当前模板未保存拍摄地点数据,
164119,MultimediaAlbum,该模板是在%s进行拍摄的，您是否也想到同一场景进行拍摄?,
164120,MultimediaAlbum,直接拍摄,
164121,MultimediaAlbum,确认前往,
164122,MultimediaAlbum,跳转到其他地图,
164123,MultimediaAlbum,拍摄地图未公开发布，无法前往拍摄,
164124,MultimediaAlbum,当前地图作者不允许玩家直接到打卡点，请自行前往,
164125,MultimediaAlbum,拍同款模板包含(%s件)物品,
164126,MultimediaAlbum,只换已拥有,
164127,MultimediaAlbum,一键使用模板,
164128,MultimediaAlbum,模板添加到收藏列表，请到相机我的列表进行查看,
164129,MultimediaAlbum,模板添加到收藏列表，正在进入地图,
164130,MultimediaAlbum,已下架,
164131,MultimediaAlbum,拍摄于,
164132,MultimediaAlbum,已展示,
164133,MultimediaAlbum,已上云,
164134,MultimediaAlbum,容量情况,
164135,MultimediaAlbum,官方模板,
164136,MultimediaAlbum,内容设置到个人中心需要先上传云端，是否上传？,
164137,MultimediaAlbum,内容发布动态需要先上传云端，是否上传？,
164138,MultimediaAlbum,已选择%s张%s,
164139,MultimediaAlbum,图片正在加载，请稍后再试...,
164140,MultimediaAlbum,视频文件未能加载成功,
164141,MultimediaAlbum,模版名称：最多%s个字,
164142,MultimediaAlbum,模版简介：上限%s个字,
164143,MultimediaAlbum,勾选后应用模版时可使用当前动作、装扮和地点拍摄到一模一样的内容,
164144,MultimediaAlbum,设置为公开发布后你的模版将会上云并进入拍同款大厅流通,
164145,MultimediaAlbum,拍同款,
164146,MultimediaAlbum,模板已下架,
164147,MultimediaAlbum,模板未审核通过,
164148,MultimediaAlbum,模板正在审核中,
164149,MultimediaAlbum,操作时间倒序排列,
164150,MultimediaAlbum,操作时间正序排列,
164151,MultimediaAlbum,筛选-视频模版,
164152,MultimediaAlbum,筛选-相片模版,
164153,MultimediaAlbum,筛选-公开模板,
164154,MultimediaAlbum,媒体文件已不存在,
164155,MultimediaAlbum,视频文件丢失，无法播放,
164156,MultimediaAlbum,已选择%s个%s,
164157,MultimediaAlbum,页签共%s个模板，已选择%s个,
164158,MultimediaAlbum,已有模板,
164159,MultimediaAlbum,拍摄于,
164160,MultimediaAlbum,正在使用其他模板，无法创建当前镜头模板,
164161,MultimediaAlbum,模板类型,
164162,MultimediaAlbum,相机属性: 完整参数,
164163,MultimediaAlbum,"当前模版没有固定穿戴
你可以使用自己的穿搭自由搭配",
164164,MultimediaAlbum,正在审核中，暂时无法编辑,
164165,MultimediaAlbum,模板已封禁，无法编辑,
164166,MultimediaAlbum,仅支持发布%s张图片，删除多出的图片后再发布,
164167,MultimediaAlbum,已使用本地容量:%s，本地剩余容量：%s,
164168,MultimediaAlbum,(未上云的相片/模板在应用卸载后会被删除，请及时上云),
164169,MultimediaAlbum,已选择%s个%s,
164170,MultimediaAlbum,选择数量已达上限,
164171,MultimediaAlbum,相册本地容量已达%s，请及时上云和整理本地相册,
164172,MultimediaAlbum,使用模板,
164173,MultimediaAlbum,容量预警,
164174,MultimediaAlbum,无法执行此操作,
164175,MultimediaAlbum,uin或模板ID,
164176,MultimediaAlbum,"暂未收藏拍摄模板
可以通过推荐或搜索找到喜欢的模板",
164177,MultimediaAlbum,视频模板选择成功，点击录像按钮开启应用,
164178,MultimediaAlbum,你没有%s动作,
164179,MultimediaAlbum,平台等级大于0才能上传到云端,
164180,MultimediaAlbum,平台等级大于0才能进行公开发布,
164181,MultimediaAlbum,内容已下架，无法查看,
