id,备注,中文简体1,翻译标记（示例）：0407更新待译,,,,,,,,,,
41148,家园收集册-描述,获取途径描述,,,,,,,,,,,
41149,家园收集册-描述,名称,,,,,,,,,,,
41150,家园收集册-描述,规格,,,,,,,,,,,
41151,家园收集册-描述,品质,,,,,,,,,,,
41152,家园收集册-描述,系列,,,,,,,,,,,
41153,家园收集册-描述,品牌,,,,,,,,,,,
41154,家园收集册-描述,初始体力,,,,,,,,,,,
41155,家园收集册-描述,初始速度,,,,,,,,,,,
41156,家园收集册-描述,初始运气,,,,,,,,,,,
41157,家园收集册-描述,天生特性,,,,,,,,,,,
41158,家园-主界面,家园果实,,,,,,,,,,,
41159,家园-主界面,家园商店,,,,,,,,,,,
41160,家园-主界面,记录事件,,,,,,,,,,,
41161,家园-主界面,编辑家园,,,,,,,,,,,
41162,家园-主界面,更多设置,,,,,,,,,,,
41163,家园-主界面,系统设置,,,,,,,,,,,
41164,家园-主界面,家园设置,,,,,,,,,,,
41165,家园-主界面,房员设置,,,,,,,,,,,
41166,家园-主界面,仓库,,,,,,,,,,,
41167,家园-主界面,图鉴,,,,,,,,,,,
41168,家园-主界面,分享,,,,,,,,,,,
41169,家园-主界面,组队联机,,,,,,,,,,,
41170,家园-主界面,派对,,,,,,,,,,,
41171,家园-主界面,退出家园,,,,,,,,,,,
41172,家园-主界面,返回家园,,,,,,,,,,,
41173,家园-主界面,举报家园,,,,,,,,,,,
41174,家园-主界面,今日访客,,,,,,,,,,,
41175,家园-主界面,历史访客,,,,,,,,,,,
41176,家园-主界面,记录事件,,,,,,,,,,,
41177,家园-主界面,刚刚,,,,,,,,,,,
41178,家园-主界面,@1分钟前,,,,,,,,,,,
41179,家园-主界面,@1小时前,,,,,,,,,,,
41180,家园-主界面,@1天前,,,,,,,,,,,
41181,家园-主界面,举报,,,,,,,,,,,
41182,家园-主界面,屏蔽消息,,,,,,,,,,,
41183,家园-主界面（经验值）,Lv.@1,,,,,,,,,,,
41184,"家园-主界面（当前经验值/所需升级经验值
）的tip",/,,,,,,,,,,,
41185,家园-主界面（迷你号）,迷你号,,,,,,,,,,,
41186,家园-设置,权限,,,,,,,,,,,
41187,家园-设置,环境,,,,,,,,,,,
41188,家园-设置,联机权限,,,,,,,,,,,
41189,家园-设置,所有人可进入,,,,,,,,,,,
41190,家园-设置,好友可进入,,,,,,,,,,,
41191,家园-设置,自定义,,,,,,,,,,,
41192,家园-设置,密码,,,,,,,,,,,
41193,家园-设置,答对密码者可进入,,,,,,,,,,,
41194,家园-好友,查看好友家园,,,,,,,,,,,
41195,家园-好友,随便逛逛,,,,,,,,,,,
41196,家园-好友,派对,,,,,,,,,,,
41197,家园-好友,好友,,,,,,,,,,,
41198,家园-好友,群组,,,,,,,,,,,
41199,家园-好友,房间,,,,,,,,,,,
41200,家园-好友,家园,,,,,,,,,,,
41201,家园-好友,世界,,,,,,,,,,,
41202,家园-好友,QQ好友,,,,,,,,,,,
41203,家园-好友,迷你好友,,,,,,,,,,,
41204,家园-背包,资源,,,,,,,,,,,
41205,家园-背包,道具,,,,,,,,,,,
41206,家园-背包,农作物,,,,,,,,,,,
41207,家园-背包,种子,,,,,,,,,,,
41208,家园-背包,#@1#n级,,,,,,,,,,,
41209,家园-背包,原价,,,,,,,,,,,
41210,家园-背包,方块,,,,,,,,,,,
41211,家园-背包,图纸,,,,,,,,,,,
41212,家园-背包,家具,,,,,,,,,,,
41213,家园-背包,功能,,,,,,,,,,,
41214,家园-背包,装饰,,,,,,,,,,,
41215,家园-背包,全部,,,,,,,,,,,
41216,家园-背包,前往获得,,,,,,,,,,,
41217,家园-背包,获得途径,,,,,,,,,,,
41218,家园-背包,出售,,,,,,,,,,,
41219,家园-背包,全部选择,,,,,,,,,,,
41220,家园-背包,全部取消,,,,,,,,,,,
41221,家园-建设,家园保存,,,,,,,,,,,
41222,家园-建设,保存并上传,,,,,,,,,,,
41223,家园-建设,不保存,,,,,,,,,,,
41224,家园-建设,当前家园地图未保存，需要保存并上传吗?,,,,,,,,,,,
41225,家园-建设,分享到个人中心动态,,,,,,,,,,,
41226,家园-联机,进入家园,,,,,,,,,,,
41227,家园-联机,"该家园人数已满，需要进入他的单机家
园吗?",,,,,,,,,,,
41228,家园-联机,取消进入,,,,,,,,,,,
41229,家园-联机,进入单机家园,,,,,,,,,,,
41230,家园-互动,音乐盒,,,,,,,,,,,
41231,家园-互动,背景音乐,,,,,,,,,,,
41232,家园-互动,bgm（中国风）,,,,,,,,,,,
41233,家园-互动,bgm4（战斗!）,,,,,,,,,,,
41234,家园-互动,bgm5{孤独上帝),,,,,,,,,,,
41235,家园-互动,bgm6(解密氛團),,,,,,,,,,,
41236,家园-互动,bgm7(Bomb!),,,,,,,,,,,
41237,家园-互动,bgm8[足球场),,,,,,,,,,,
41238,家园-互动,重力装置,,,,,,,,,,,
41239,家园-互动,重力倍数,,,,,,,,,,,
41240,家园-互动,天气控制器,,,,,,,,,,,
41241,家园-互动,选项,,,,,,,,,,,
41242,家园-互动,荣誉架,,,,,,,,,,,
41243,家园-互动,灶台,,,,,,,,,,,
41244,家园-互动,披萨,,,,,,,,,,,
41245,家园-互动,甜点,,,,,,,,,,,
41246,家园-互动,饮品,,,,,,,,,,,
41247,家园-互动,制作材料,,,,,,,,,,,
41248,家园-互动,蓝图建造台,,,,,,,,,,,
41249,家园-互动,图纸信息,,,,,,,,,,,
41250,家园-互动,建造范围,,,,,,,,,,,
41251,家园-互动,作者,,,,,,,,,,,
41252,家园-互动,建造,,,,,,,,,,,
41253,家园-农场,学习耕种,,,,,,,,,,,
41254,家园-农场,扩建这块耕地需要,,,,,,,,,,,
41255,家园-农场,学习,,,,,,,,,,,
41256,家园-农场（生长时间）,@1h@2m,,,,,,,,,,,
41257,家园-农场商店,农场商店,,,,,,,,,,,
41258,家园-农场商店,神秘商人,,,,,,,,,,,
41259,家园-宠物,宠物窝,,,,,,,,,,,
41260,家园-宠物,宠物数量,,,,,,,,,,,
41261,家园-宠物,合成宠物,,,,,,,,,,,
41262,家园-宠物,宠物探险,,,,,,,,,,,
41263,家园-宠物,属性,,,,,,,,,,,
41264,家园-宠物,进化,,,,,,,,,,,
41265,家园-宠物,培养,,,,,,,,,,,
41266,家园-宠物,评分@1,,,,,,,,,,,
41267,家园-宠物,探险完毕,,,,,,,,,,,
41268,家园-宠物,疲惫：@1小时@2分钟,,,,,,,,,,,
41269,家园-宠物(经验值),/,,,,,,,,,,,
41270,家园-宠物,原始期,,,,,,,,,,,
41271,家园-宠物,幼年期,,,,,,,,,,,
41272,家园-宠物,成长期,,,,,,,,,,,
41273,家园-宠物,成年期,,,,,,,,,,,
41274,家园-宠物,完全期,,,,,,,,,,,
41275,家园-宠物,体力,,,,,,,,,,,
41276,家园-宠物,速度,,,,,,,,,,,
41277,家园-宠物,运气,,,,,,,,,,,
41278,家园-宠物,特性,,,,,,,,,,,
41279,家园-宠物,描述,,,,,,,,,,,
41280,家园-宠物,放生,,,,,,,,,,,
41281,家园-宠物,放生确定,,,,,,,,,,,
41282,家园-宠物,"确定要放生宠物@1吗?
放生的宠物会从你的宠物窝内消失。",,,,,,,,,,,
41283,家园-宠物,确定放生,,,,,,,,,,,
41284,家园-宠物,购买确定,,,,,,,,,,,
41285,家园-宠物（漂浮字）,你只剩下一只宠物了，不能放生了,,,,,,,,,,,
41286,家园-宠物（购买提示）,"您将花费迷你币100来解锁一个宠物栏位，
请确认。",,,,,,,,,,,
41287,家园-宠物,培养功能描述,,,,,,,,,,,
41288,家园-宠物（漂浮字）,合成成功,,,,,,,,,,,
41289,家园-宠物（漂浮字）,合成材料不足,,,,,,,,,,,
41290,家园-宠物,携带道具,,,,,,,,,,,
41291,家园-宠物,探险时间：#c3D4546@1#n小时#c3D4546@2#n分,,,,,,,,,,,
41292,家园-宠物,开始探险,,,,,,,,,,,
41293,家园-宠物（数值增加）,@1/ @2（+ @3）,,,,,,,,,,,
41294,家园-宠物,选择一个道具,,,,,,,,,,,
41295,家园-宠物,探险收益,,,,,,,,,,,
41296,家园-宠物,探险路程,,,,,,,,,,,
41297,家园-宠物,获得收益,,,,,,,,,,,
41298,家园-宠物,事件回顾,,,,,,,,,,,
41299,家园-宠物,探险时突然发现了一堆食物，体力UP!,,,,,,,,,,,
41300,家园-许愿树（漂浮字）,祈愿树成长中，预计还需@1时间,,,,,,,,,,,
41301,家园-许愿树（漂浮字）,开启祈愿，持续@1秒时间,,,,,,,,,,,
41302,家园-许愿树,询问是否退出该家园,,,,,,,,,,,
41303,家园-许愿树,祈愿成功,,,,,,,,,,,
41304,家园-许愿树,祈愿时间结束,,,,,,,,,,,
41305,家园-许愿树,祈愿树开启祈愿,,,,,,,,,,,
41306,家园-许愿树,祈愿树消失,,,,,,,,,,,
41307,家园-许愿树,祈愿树生成提示,,,,,,,,,,,
41308,家园-综合,网络异常，操作失败,,,,,,,,,,,
41309,家园-牧场,已饲养动物：@1/@2,,,,,,,,,,,
41310,家园-牧场,牧场位置不够啦,,,,,,,,,,,
41311,家园-牧场,已满级,,,,,,,,,,,
41312,家园-牧场,牧场升级成功,,,,,,,,,,,
41313,家园-牧场,等级,,,,,,,,,,,
41314,家园-牧场,牧场,,,,,,,,,,,
41315,家园-牧场,当前等级：,,,,,,,,,,,
41316,家园-牧场,可牧动物数量：,,,,,,,,,,,
41317,家园-牧场,升级需要家园等级达到@1级,,,,,,,,,,,
41318,家园-牧场,升级,,,,,,,,,,,
41319,家园-牧场,已拾取@1x@2,,,,,,,,,,,
41320,家园-牧场,收获获得@1x@2，获得经验@3,,,,,,,,,,,
41321,家园-农场,扩建这块耕地需要@1级家园,,,,,,,,,,,
41322,家园-农场,和,,,,,,,,,,,
41323,家园-农场,扩建耕地,,,,,,,,,,,
41324,家园-农场,今日菜价@1上浮@2,,,,,,,,,,,
41325,家园-农场,成熟时间：,,,,,,,,,,,
41326,家园-农场,产量：,,,,,,,,,,,
41327,家园-农场,可以制作多种食物的基础食材。对#c0AAA1A@1#n、#c0AAA1A@2#n使用后，可使其进入#c0AAA1A@3#n状态。 在耕地上种植麦子的种子获得。,,,,,,,,,,,
41328,家园-农场,,,,,,,,,,,,
41329,家园-农场,拥有：,,,,,,,,,,,
41330,家园-农场,总价：,,,,,,,,,,,
41331,家园-互动,蓝图工作台,,,,,,,,,,,
41332,家园-互动,所需材料,,,,,,,,,,,
41333,家园-互动,建筑范围：#c4D7075@1#nx#c4D7075@2#nx#c4D7075@3#n,,,,,,,,,,,
41334,家园-互动,作者：#c4D7075@1#n,,,,,,,,,,,
41335,家园-互动,所需建造材料不足，无法建造,,,,,,,,,,,
41336,家园-互动,超出可建造区域，请重新放置,,,,,,,,,,,
41337,家园-主界面,,,,,,,,,,,,
41338,家园-主界面(记录事件_提示预留),@1访问了你的家园,,,,,,,,,,,
41339,家园-主界面(记录事件_提示预留),@1在你的家园与神秘商人@2交易,,,,,,,,,,,
41340,家园-主界面(记录事件_提示预留),@1在你的家园里向祈愿树许愿,,,,,,,,,,,
41341,家园-主界面(记录事件_提示预留),祈愿树出现在家园里,,,,,,,,,,,
41342,家园-主界面(记录事件_提示预留),祈愿树从家园里消失,,,,,,,,,,,
41343,家园-主界面(记录事件_提示预留),宠物从@1中探险归来,,,,,,,,,,,
41344,家园-主界面(记录事件_提示预留),神秘商人@1访问了家园,,,,,,,,,,,
41345,家园-主界面(记录事件_提示预留),祈愿树开启了许愿,,,,,,,,,,,
41346,家园-主界面(记录事件_提示预留),,,,,,,,,,,,
41347,家园-宠物,当前阶段:,,,,,,,,,,,
41348,家园-宠物,选择培养材料,,,,,,,,,,,
41349,家园-宠物,选择探险宠物,,,,,,,,,,,
41350,家园-宠物,需要特性:,,,,,,,,,,,
41351,家园-宠物,宠物合成,,,,,,,,,,,
41352,家园-宠物,探险,,,,,,,,,,,
41353,家园-宠物,#c3d4546探险时间剩余：#n#cFA7A0F@1小时@2分#n,,,,,,,,,,,
41354,家园-宠物（漂浮字）,请添加培养的材料,,,,,,,,,,,
41355,家园-宠物,合成,,,,,,,,,,,
41356,家园-宠物,探险收益,,,,,,,,,,,
41357,家园-农场,家园等级,,,,,,,,,,,
41358,家园-宠物,去@1探险的宠物出发啦！,,,,,,,,,,,
41359,家园-宠物,当前探险条件不满足，无法进行探险,,,,,,,,,,,
41360,家园-宠物,请选择探险的宠物,,,,,,,,,,,
41361,家园-抽奖,奖励已放入家园创造背包,,,,,,,,,,,
41362,家园-抽奖,获得家具,,,,,,,,,,,
41363,家园-抽奖,获得宠物,,,,,,,,,,,
41364,家园-抽奖,- 点击浏览下一个 -,,,,,,,,,,,
41365,家园-抽奖（家具/宠物名称）,#cFDAEF1@1#n,,,,,,,,,,,
41366,家园-抽奖,抽奖,,,,,,,,,,,
41367,家园-抽奖,宠物窝已满，请在背包查看,,,,,,,,,,,
41368,家园-抽奖,宠物窝已满，部分奖励请往背包查看,,,,,,,,,,,
41369,家园-抽奖,请前往宠物窝查看,,,,,,,,,,,
41370,家园-抽奖,请前往创造背包查看,,,,,,,,,,,
41371,家园-牧场,牧场升级成功,,,,,,,,,,,
41372,家园-互动,展示,,,,,,,,,,,
41373,家园-互动,注册成功,,,,,,,,,,,
41374,家园-互动,参数不正确,,,,,,,,,,,
41375,家园-互动,签名不正确,,,,,,,,,,,
41376,家园-互动,物品数量不足,,,,,,,,,,,
41377,家园-互动,id错误读表失败,,,,,,,,,,,
41378,家园-互动,物品对应的配置表错误,,,,,,,,,,,
41379,家园-互动,物品ID错误,,,,,,,,,,,
41380,家园-互动,未知消耗类型,,,,,,,,,,,
41381,家园-互动,家园等级不足,,,,,,,,,,,
41382,家园-互动,玩法背包中对应的物品数量不足,,,,,,,,,,,
41383,创造背包,创造背包读取背包数据失败,,,,,,,,,,,
41384,创造背包,物品未解锁,,,,,,,,,,,
41385,创造背包,物品已被解锁,,,,,,,,,,,
41386,创造背包,系列解锁奖励不可领取,,,,,,,,,,,
41387,创造背包,系列解锁奖励可领取,,,,,,,,,,,
41388,创造背包,系列解锁奖励已领取,,,,,,,,,,,
41389,农场玩法,农场解锁失败,,,,,,,,,,,
41390,农场玩法,农场_家园等级不够,,,,,,,,,,,
41391,农场玩法,农场被占用,,,,,,,,,,,
41392,牧场玩法,牧场升级等级错误,,,,,,,,,,,
41393,牧场玩法,牧场_宠物蛋信息错误,,,,,,,,,,,
41394,牧场玩法,牧场等级不够,,,,,,,,,,,
41395,牧场玩法,牧场_动物信息错误,,,,,,,,,,,
41396,牧场玩法,牧场_动物对应的食物ID错误,,,,,,,,,,,
41397,牧场玩法,牧场_动物处于饥饿状态,,,,,,,,,,,
41398,牧场玩法,牧场_动物的饥饿时间未进入,,,,,,,,,,,
41399,牧场玩法,牧场_动物已经成熟,,,,,,,,,,,
41400,牧场玩法,牧场_动物未成熟,,,,,,,,,,,
41401,牧场玩法,牧场_动物不是饥饿状态,,,,,,,,,,,
41402,牧场玩法,牧场_成熟时间未到,,,,,,,,,,,
41403,牧场玩法,牧场_未知原因报错,,,,,,,,,,,
41404,牧场玩法,牧场_动物是幼年,,,,,,,,,,,
41405,牧场玩法,牧场-牧配置表信息异常,,,,,,,,,,,
41406,牧场玩法,牧场-牧等级对应的可牧的动物数量错误,,,,,,,,,,,
41407,祈愿玩法,祈愿树信息异常,,,,,,,,,,,
41408,祈愿玩法,开启信息异常,,,,,,,,,,,
41409,祈愿玩法,中签间隔时间未到,,,,,,,,,,,
41410,祈愿玩法,随机间隔时间未到,,,,,,,,,,,
41411,祈愿玩法,未中签,,,,,,,,,,,
41412,祈愿玩法,祈愿数据异常,,,,,,,,,,,
41413,祈愿玩法,祈愿树存在,,,,,,,,,,,
41414,祈愿玩法,祈愿树不在成熟阶段,,,,,,,,,,,
41415,祈愿玩法,祈愿树不在开始阶段,,,,,,,,,,,
41416,祈愿玩法,祈愿树配置表信息异常,,,,,,,,,,,
41417,祈愿玩法,"祈愿开启后,祈愿结束时间还没有到",,,,,,,,,,,
41418,祈愿玩法,祈愿者已经祈愿过,,,,,,,,,,,
41419,祈愿玩法,祈愿树重复开启,,,,,,,,,,,
41420,祈愿玩法,进化经验不足,,,,,,,,,,,
41421,祈愿玩法,合成数量不足,,,,,,,,,,,
41422,祈愿玩法,宠物栏已经解锁,,,,,,,,,,,
41423,祈愿玩法,宠物进化最高级别,,,,,,,,,,,
41424,祈愿玩法,探险地图配置异常,,,,,,,,,,,
41425,祈愿玩法,探险地图事件配置异常,,,,,,,,,,,
41426,祈愿玩法,探险地图事件包配置异常,,,,,,,,,,,
41427,祈愿玩法,探险地图探险数量,,,,,,,,,,,
41428,祈愿玩法,宠物窝已经挤不下了，请先提高家园等级,,,,,,,,,,,
41429,祈愿玩法,宠物疲劳状态,,,,,,,,,,,
41430,祈愿玩法,该探险地图探险已经开始,,,,,,,,,,,
41431,家园抽奖,家园满级了,,,,,,,,,,,
41432,家园抽奖,物品已被解锁,,,,,,,,,,,
41433,家园抽奖,物品未被解锁,,,,,,,,,,,
41434,家园抽奖,达到最大自建等级,,,,,,,,,,,
41435,家园_报错提示,别人家的东西不要乱动哦,,,,,,,,,,,
41436,家园_报错提示,玩法背包数据错误,,,,,,,,,,,
41437,家园_报错提示,玩法背包中存在多个相同配置ID,,,,,,,,,,,
41438,家园_报错提示,玩法背包物品ID对应的物品信息不存在,,,,,,,,,,,
41439,家园_报错提示,物品不需要解锁,,,,,,,,,,,
41440,家园_报错提示,农场配置表ID错误,,,,,,,,,,,
41441,家园_报错提示,农场ID未解锁,,,,,,,,,,,
41442,家园_报错提示,农场种植信息未找到,,,,,,,,,,,
41443,家园_报错提示,农物状态不对,,,,,,,,,,,
41444,家园_报错提示,牧场升级配置表ID,,,,,,,,,,,
41445,家园_报错提示,动物蛋ID错误,,,,,,,,,,,
41446,家园_报错提示,祈愿树的主人不对,,,,,,,,,,,
41447,家园_报错提示,宠物格子配置信息不对,,,,,,,,,,,
41448,家园_报错提示,宠物信息不存在,,,,,,,,,,,
41449,家园_报错提示,宠物配置信息不存在,,,,,,,,,,,
41450,家园_报错提示,创建宠物数据失败,,,,,,,,,,,
41451,家园_报错提示,探险地图信息不存在,,,,,,,,,,,
41452,家园_报错提示,不在抽奖时间内,,,,,,,,,,,
41453,家园_报错提示,版本不足,,,,,,,,,,,
41454,家园_报错提示,环境不符合条件(open_server 区服),,,,,,,,,,,
41455,家园_报错提示,家园抽奖costitems参数错误,,,,,,,,,,,
41456,家园_报错提示,家园升级等级配置信息不存在,,,,,,,,,,,
41457,家园_报错提示,"物品不需要被解锁, 免费",,,,,,,,,,,
41458,家园_报错提示,自建costitems参数错误,,,,,,,,,,,
41459,家园_报错提示,账号服物品不足,,,,,,,,,,,
41460,家园_报错提示,请求账号服失败,,,,,,,,,,,
41461,家园_宠物,正在喂养宠物,,,,,,,,,,,
41462,家园_宠物,培养成功,,,,,,,,,,,
41463,家园_宠物,进化成功,,,,,,,,,,,
41464,家园_抽奖,draw配置表错误,,,,,,,,,,,
41465,家园_抽奖,sid为空,,,,,,,,,,,
41466,家园_抽奖,肥料类型异常,,,,,,,,,,,
41467,家园_异常提示,种子类型异常,,,,,,,,,,,
41468,家园_异常提示,掉落的肥料信息错误,,,,,,,,,,,
41469,家园_异常提示,生物蛋类型异常,,,,,,,,,,,
41470,家园_异常提示,探险时间未结束,,,,,,,,,,,
41471,家园_异常提示,探险序号错误,,,,,,,,,,,
41472,家园_异常提示,读取制作数据失败,,,,,,,,,,,
41473,家园_异常提示,扩建失败,,,,,,,,,,,
41474,家园_异常提示,配置表有误,,,,,,,,,,,
41475,家园_异常提示,渠道有误,,,,,,,,,,,
41476,家园_背包图纸,（@1/@2）,,,,,,,,,,,
41477,家园_背包图纸,更多蓝图,,,,,,,,,,,
41478,家园_异常提示,家园扩展成功,,,,,,,,,,,
41479,家园_异常提示,账号服货币禁止增加,,,,,,,,,,,
41480,家园_异常提示,家园背包,,,,,,,,,,,
41481,家园_异常提示,在编辑家园模式，不可进行该操作,,,,,,,,,,,
41482,家园_异常提示,概率一览,,,,,,,,,,,
41483,家园_提示,家园主人才可操作,,,,,,,,,,,
41484,家园_提示,进化材料不足，无法进化,,,,,,,,,,,
41485,家园_提示,@1不足，无法扩建农田,,,,,,,,,,,
41486,家园_提示,@1不足，无法购买,,,,,,,,,,,
41487,家园_提示,购买成功，物品已放入背包中,,,,,,,,,,,
41488,家园_提示,没有可以前往探险的宠物，请前往宠物窝中确认,,,,,,,,,,,
41489,家园_提示,出售成功！,,,,,,,,,,,
41490,家园_提示,获得了宠物@1，请前往宠物窝查看,,,,,,,,,,,
41491,家园_提示,将花费#cFFA500@1 x @2#n购买#c0aaa1a@3#n，是否购买？,,,,,,,,,,,
41492,家园_提示,家园事件,,,,,,,,,,,
41493,家园_提示,系统,,,,,,,,,,,
41494,家园_提示,可获得：,,,,,,,,,,,
41495,家园_提示,树木之间种的太近啦，请在2格距离外种下,,,,,,,,,,,
41496,家园_提示,展示成功,,,,,,,,,,,
41497,家园_提示,取消展示成功,,,,,,,,,,,
41498,家园_提示,你没有商人需要的物品，快去劳作收获一些吧！,,,,,,,,,,,
41499,家园_提示,家园等级不足，无法购买,,,,,,,,,,,
41500,家园_提示,交互太频繁了哦，请放松，慢点节奏,,,,,,,,,,,
41501,家园_提示,请进入编辑背包查看所购买的道具,,,,,,,,,,,
41502,家园_提示,欢迎来到@1的家园,,,,,,,,,,,
41503,家园_提示,家园编辑模式,,,,,,,,,,,
41504,家园_提示,请在家园编辑模式下使用,,,,,,,,,,,
41505,家园_提示,请在家园玩法模式下使用,,,,,,,,,,,
41506,家园_提示_图鉴,价格：,,,,,,,,,,,
41507,"家园_提示_牧回收
@1：回收至背包中的道具",成功回收了@1*1，已放入玩法背包中,,,,,,,,,,,
41508,家园_提示_农田,欢迎来到我的家园,,,,,,,,,,,
41509,家园_提示_农田,还可以开垦#cef2d2d@1#n块地喔\n去农场商人处可以学习开垦更多的土地！,,,,,,,,,,,
41510,家园_提示_农田,小动物已经吃饱了，请@1秒后再试,,,,,,,,,,,
41511,家园_提示_农田,施肥成功，作物正在加速生长,,,,,,,,,,,
41512,家园_提示,在别人家无法提供此服务,,,,,,,,,,,
41513,家园_提示_农田,喂养成功，生物正在加速生长,,,,,,,,,,,
41514,家园_提示_农田,请使用肥料为作物施肥,,,,,,,,,,,
41515,家园_提示_农田,请投喂饲料,,,,,,,,,,,
41516,家园_提示_农田,此地已开垦过,,,,,,,,,,,
41517,家园_提示_农田,此地已还原过,,,,,,,,,,,
41518,家园_提示_农田,可开垦的土地已经到达上限了，去找农场商人拓展更多的土地吧！,,,,,,,,,,,
41519,家园_提示,已经满级啦！,,,,,,,,,,,
41520,家园_提示,不需要,,,,,,,,,,,
41521,家园_提示,正在加速中,,,,,,,,,,,
41522,家园_提示,开垦成功，还可以开垦#cef2d2d@1块#n土地,,,,,,,,,,,
41523,家园_提示,还原成功，现在可以开垦#cef2d2d@1块#n土地,,,,,,,,,,,
41524,家园_提示,生物已经被农场主收走啦,,,,,,,,,,,
41525,家园_提示,你没有厨师需要的菜品，快去灶台烹饪一些吧！,,,,,,,,,,,
41550,家园-宠物探险,平原,,,,,,,,,,,
41551,家园-宠物探险,沙漠,,,,,,,,,,,
41552,家园-宠物探险,森林,,,,,,,,,,,
41553,家园-宠物探险,盆地,,,,,,,,,,,
41554,家园-宠物探险,雨林,,,,,,,,,,,
41555,家园-宠物探险,宠物探险中，无法进行该操作,,,,,,,,,,,
41556,家园-宠物探险,,,,,,,,,,,,
41557,家园-宠物窝,"当前宠物经验值不足,不能进行进化",,,,,,,,,,,
41558,家园-牧场,只能在牧场放置生物蛋,,,,,,,,,,,
41559,家园-牧场,它不吃这个，请喂它@1,,,,,,,,,,,
41560,家园-背包,请选择你要出售的物品,,,,,,,,,,,
41561,家园-宠物背包（合成）,您将消耗@1碎片，能合成@2宠物，请确认。,,,,,,,,,,,
41562,家园_提示,你还没有宠物，请前往宠物商人处获得,,,,,,,,,,,
41563,家园_提示,请选择背景音乐,,,,,,,,,,,
41564,家园_提示,消耗材料：,,,,,,,,,,,
41565,家园_提示,能够开垦的耕地总量：,,,,,,,,,,,
41566,家园_提示,家园等级：,,,,,,,,,,,
41567,家园_提示,@1级家园可解锁,,,,,,,,,,,
41568,家园_提示,@1级家园可升级,,,,,,,,,,,
41569,家园_提示,等级：@1,,,,,,,,,,,
41570,家园_提示,正在装修中，敬请期待,,,,,,,,,,,
41571,家园_提示,牧场等级：,,,,,,,,,,,
41572,家园_提示,牧场升级成功，请重进家园查看,,,,,,,,,,,
41573,家园_提示,收购数量：@1,,,,,,,,,,,
41574,家园_提示,背包中@1已有数量@2个,,,,,,,,,,,
41575,家园_提示,拥有数量达到上限,,,,,,,,,,,
41576,家园_提示,获得途径,,,,,,,,,,,
41577,家园_提示,再购买#cfa7a0f@1#n件必出@2,,,,,,,,,,,
41578,家园_提示,下次购买必出@1,,,,,,,,,,,
41579,家园_提示,成功购买@1个@2，请前往家园背包查看,,,,,,,,,,,
41580,家园_提示,家园网络不稳定，已断开连接。请尝试重进家园。,,,,,,,,,,,
41581,家园_提示,返回主界面,,,,,,,,,,,
41582,家园_提示,@1不足，无法升级牧场,,,,,,,,,,,
41583,家园_提示,这道菜已经学过啦！,,,,,,,,,,,
41584,家园_提示,这道菜的制作方式还没学过呢，请将客户端更新至最新版本！,,,,,,,,,,,
41585,家园_提示,学会@1的制作方法啦！,,,,,,,,,,,
41586,家园_提示,请先更新游戏，来尝试拓展土地哦,,,,,,,,,,,
41587,家园_提示,需要@1级家园才能购买,,,,,,,,,,,
41588,家园_提示,这里空空如也,,,,,,,,,,,
41589,家园_提示,这片土地已经非常肥沃了，不能再使用草木灰了,,,,,,,,,,,
41590,家园_提示,需要对着空的耕地使用,,,,,,,,,,,
41591,家园_提示,您有已经#cFFD700成熟的作物#n在等着你收割哦！,,,,,,,,,,,
41592,家园_提示,您有已经#cFFD700成熟的生物#n在等着你收获哦！,,,,,,,,,,,
41593,家园_提示,我们赠送了您#cFFD700@1块新土地#n，快去农田开垦吧！,,,,,,,,,,,
41594,家园_提示,您有已经#cFFD700成熟的作物和生物#n在等着你收获哦！,,,,,,,,,,,
41595,家园_提示,手速慢了，这套家具给别人抢去了！,,,,,,,,,,,
41600,家园-扩建,初始家园,,,,,,,,,,,
41601,家园-扩建,初级家园,,,,,,,,,,,
41602,家园-扩建,中级家园,,,,,,,,,,,
41603,家园-扩建,高级家园,,,,,,,,,,,
41604,家园-扩建,家园等级达到@1级可扩建,,,,,,,,,,,
41605,家园-扩建,扩建后增加@1个区块,,,,,,,,,,,
41606,家园-扩建,扩建成功,,,,,,,,,,,
41607,家园-扩建,此区域扩建成功！进入家园编辑模式，可自由搭建(需要重进家园才生效),,,,,,,,,,,
41608,家园-扩建,重进家园,,,,,,,,,,,
41609,家园-扩建,扩建家园后才能搭建,,,,,,,,,,,
41610,家园-扩建,非搭建区域无法编辑,,,,,,,,,,,
41611,家园-扩建,放置超出范围,,,,,,,,,,,
41614,家园-宠物玩法-改名,名字可输入数字、字母、或者中文汉字,,,,,,,,,,,
41615,家园-宠物玩法-改名,昵称提交成功，审核通过后即可生效,,,,,,,,,,,
41616,家园-宠物玩法-改名,提交的昵称太长了，请缩短后重新提交,,,,,,,,,,,
41617,家园-宠物玩法-改名,（昵称审核不通过）,,,,,,,,,,,
41618,家园-宠物玩法-改名,提交的昵称中检测到敏感词，审核未通过，请重新修改提交,,,,,,,,,,,
41619,家园-宠物玩法-改名,本日改名次数已达上限，请明天再试,,,,,,,,,,,
41620,家园-宠物玩法-探险收益,经验值,,,,,,,,,,,
41621,家园-宠物玩法-探险收益,（返还）,,,,,,,,,,,
